
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Нова
reform_program_intake_guards                    Лише для охоронців
reform_program_intake_parole                    Коли мине 50 та 75 відсотків терміну ув'язнення
reform_program_intake_needrequired              У кожного в'язня мають бути певні проблеми, щоб взяти участь
reform_program_intake_deathrow                  В'язень в камері смертників

reform_program_properties_canhireexternally     Можна найняти зовні
reform_program_properties_studentssit           Місця для учнів
reform_program_properties_academic              Теорія
reform_program_properties_practical             Практика
reform_program_properties_repeatable            Повторні
reform_program_properties_passive               Пасивні
reform_program_properties_staffonly             Лише для персоналу
reform_program_properties_outsideofwork         Можна не в робочий час
reform_program_properties_teacherssit           Місце для вчителя
reform_program_properties_canescortstudent      Учнів можуть супроводжувати охоронці

reform_program_waittime                         Дозволяється лише 1 раз *T діб

reform_program_difficulty_easy          - Просто
reform_program_difficulty_intermediate  - Нормально
reform_program_difficulty_advanced      - Складно
reform_program_difficulty_expert        - Дуже складно

regime_nothing                          Під замком
regime_sleep                            Сон
regime_eat                              Харчування
regime_shower                           Душ
regime_yard                             Двір
regime_work                             Робота / Вільний час
regime_lockdown                         Зачинення
regime_freetime                         Вільний час
regime_currenttime                      Зараз
regime_unspecified                      Не визначено
regime_worklockdown                     Робота / Під замком

regimetooltip_nothing                   В'язні зачинені в камерах. Тепер у них багато часу, щоб обміркувати свою поведінку.\n\nТривале перебування під замком може перевиховати навіть найсуворіших в'язнів.
regimetooltip_sleep                     В'язні зачинені в камерах, світла немає. Всі лягають спати.\n\nОкрім тих, хто риє підкопи...
regimetooltip_eat                       В'язні прямують до найближчої їдальні та сідають їсти.\n\nМожна користуватися будь-чим на території їдальні, але не можна її залигати до закінчення часу на їжу.
regimetooltip_shower                    В'язні роздягають та приймають душ. Щоденний душ є важливим для підтримання гігієни, але декого треба примушувати.
regimetooltip_yard                      В'язнів випустили на вулицю, щоб вони зайнялися спортом, прийняли сонячні ванни та подихали свіжим повітрям.\n\nВ'язні можуть користуватися будь-чим на території двору – тренажерами, телефонними будками, душами тощо.
regimetooltip_work                      В'язнів залучають до тюремних робіт.  Всі вільні місця заповнюються, і в'язні автоматично відправляються у відповідні частини в'язниці (робочі місця можна налаштувати на екрані Розташування).\n\nПід час робочого часу також проводяться програми реформи.  В'язні, яким не вистачило роботи та які не беруть участі в програмах реформи, можуть гуляти по в'язниці, наче в них вільний час.
regimetooltip_freetime                  В'язнів випускають із камер та дозволяють використовувати будь-що на території в'язниці. Мешканці дуже люблять такі моменти, вони спілкуються та задовольняють свої потреби по максимуму.\n\nТривалі періоди вільного зменшують стрес та напруженість у в'язниці, але багато хто взагалі не вважає це покаранням.
regimetooltip_worklockdown              В'язнів залучають до тюремних робіт. Всі вільні місця заповнюються, і в'язні автоматично відправляються у відповідні частини в'язниці (робочі місця можна налаштувати на екрані Розташування).\n\nПід час робочого часу також проводяться програми реформи. В'язні, яким не вистачило роботи та які не беруть участі в програмах реформ, залишаються у камерах, наче вони зачинені в камерах.

regime_clear                            Очистити режим для цієї категорії ув'язнених та замість цього встановити середній режим.

schedule_editor_students                Учні: *X/*Y
schedule_editor_error_staffonly         Цільова кімната призначена лише для персоналу
schedule_editor_error_noregimetime      Програма виходить за межі часу, відведеного на роботу
schedule_editor_error_noteachers        Для цього курсу немає вчителів
schedule_editor_error_noobjects         В кімнаті немає об'єктів, необхідних для цього курсу
schedule_editor_pin                     Закріпити курс
schedule_editor_unpin                   Відкріпити курс

# =============================================================================
# DoorTimer stuff
# =============================================================================

doortimer_title                         Керування таймером дверей
doortimer_connected_servos              Підключено приводів: *X
doortimer_state_open                    Відкрито
doortimer_state_closed                  Закрито

doortimer_security_none                 Будь-який режим
doortimer_security_minsec               Загальний режим
doortimer_security_normal               Середній режим
doortimer_security_maxsec               Суворий режим
doortimer_security_Protected            Захисний арешт
doortimer_security_SuperMax             Надсуворий режим
doortimer_security_DeathRow             Камера смертників


# =============================================================================
# Execution
# =============================================================================

execution_stage_completed               ЗАВЕРШЕНО
execution_stage_authorise               ДОЗВОЛИТИ
execution_stage_Start                   Початок процедури страти
execution_stage_Lockdown                Зачинити всіх
execution_stage_Testing                 Перевірка
execution_stage_Assemble                Останні приготування
execution_stage_Witnesses               Відвести глядачів до приміщення
execution_stage_Escort                  Відвести в'язня до приміщення
execution_stage_Execution               СТРАТА
execution_stage_Dismissed               Розпустити персонал та глядачів
execution_stage_FinalReport             Остаточний звіт

execution_stagetooltip_start            Ти запланував страту цього в'язня і маєш дотримуватися офіційної процедури.
execution_stagetooltip_lockdown         Всі в'язні відправляються до камер, і в'язниця зачиняється.
execution_stagetooltip_testing          Остання перевірка має довести, що все працює. Електроживлення електричного стільця перевіряється під навантаженням.  Крім того, планується останній маршрут в'язні – він має самостійно дійти до кімнати страти.
execution_stagetooltip_assemble         Начальник в'язниці та Начальник охорони вирушають до камери засудженого. Також до в'язниці прибуває священик або духовний лідер (на розсуд в'язня) та відвідує камеру в'язня для останньої молитви.
execution_stagetooltip_witnesses        До в'язниці приїжджають глядачі, які прямують до кімнати страти. Це можуть бути члени родини засудженого або родичі його жертви.\n\nУвага. Глядачів страти треба забезпечити стільцями.
execution_stagetooltip_escort           Засудженого супроводжують з камери до місця страти. З ним йдуть Начальник в'язниці, Начальник охорони та Священик.
execution_stagetooltip_execution        Всі знаходяться на своїх місцях, процедур дотримано, останній дозвіл на страту отримано.
execution_stagetooltip_dismissed        Персонал та глядачі можуть залишити місце страти.
execution_stagetooltip_finalreport      Після страти складається рапорт з оцінкою твоїх дій.

execution_underway                      СТРАТА В ПРОЦЕСІ
execution_result_ok                     Санкціонована страта засудженого *N на електричному стільці була виконана в *T  згідно розкладу та у присутності глядачів.  Заклад отримує стандартну компенсацію в розмірі 10 000$ за участь в процесі.
execution_result_appealed               Санкціонована страта засудженого *N на електричному стільці була виконана в *T  згідно розкладу та у присутності глядачів. На жаль, після страти з'явилася нова інформація, яка могла б пом'якшити його вирок. Проте проти закладу не буде висунуто звинувачень, і він отримає стандартну компенсацію в розмірі 10 000$ за участь в процесі.
execution_result_innocent               Санкціонована страта засудженого *N на електричному стільці була виконана в *T  згідно розкладу та у присутності глядачів. На жаль, згодом з'явилися нові докази, що підтверджують невинність засудженого *N. Проте проти закладу не буде висунуто звинувачень, і він отримає стандартну компенсацію в розмірі 10 000$ за участь в процесі.
execution_result_illegal                Страта засудженого *N на електричному стільці була виконана в *T  згідно розкладу та у присутності глядачів. Через недотримання встановленого законом порядку подання апеляції та виявлення нової інформації, що безперечно сприяла б ухваленню апеляції, заклад оштрафовано на 50 000$. Через порушення процедур страти призупиняються на невизначений термін, а всі смертники, що залишилися, переводяться до іншого закладу.
execution_result_illegalinnocent        Незаконна страта засудженого *N на електричному стільці була виконана в *T  згідно розкладу та у присутності глядачів. Через недотримання встановленого законом порядку подання апеляції та невинність засудженого *N адміністратора в'язниці звільнено. Рішення набуває чинності негайно.
execution_warning_one                   Якщо під час наступної страти порушуватиметься юридична процедура, вас буде звільнено з посади.
execution_warning_two                   Через неодноразове недотримання юридичних процедур ви отримуєте останнє попередження. При повторному порушенні протоколу вас буде звільнено з посади.

execution_error_MissingEquipment        ﻿ПОМИЛКА: ВІДСУТНЄ ОБЛАДНАННЯ\nНеобхідна кімната страти з електричним стільцем.
execution_error_ElectricalSupply        ﻿ПОМИЛКА: ЗБІЙ ЖИВЛЕННЯ\nНедостатньо електроенергії для живлення електричного стільця.
execution_error_NavigationPrisoner      ﻿ПОМИЛКА: ДОСТАВКА В'ЯЗНЯ\nЗасуджений не може дійти з камери до кімнати страти.
execution_error_NoRouteFromRoad         ﻿ПОМИЛКА: НЕМАЄ ДОСТУПУ\nСторонні глядачі не можуть потрапити до місця страти.
execution_error_NoSpaceInRoom           ﻿ПОМИЛКА: ВІДСУТНІСТЬ МІСЦЬ\nГлядачам не вистачає вільних місць у кімнаті страти.
execution_error_NoRoom                  Перед початком страти необхідно облаштувати Кімнату страти

roomerror_deathrow_sharedcell           Смертникам потрібні окремі камери, вони не можуть перебувати у приміщеннях загального користування
roomerror_nonursery                     У цієї камери немає доступу до дитсадка. В сімейних камерах має бути дитсадок, де можна їсти
roomerror_laundryoverloaded             Кошики для білизни неможливо розвантажити. Можливо, замало білизни для задоволення попиту.

# =============================================================================
# Misc
# =============================================================================

box_contents                             Зміст: *X
stack_contents                           Зміст: *X x *Y
mail_contents                            Зміст: *X листів
mail_opened_from                         Лист від *F до *X
mail_closed_from                         Лист до *X

object_dump                             Сміття
object_todo                             Список справ: *X
object_sale_price                       Продажна ціна: *X

object_door_cyclepermissions            Натисни, щоб змінити доступ
object_door_cyclepermissions_1          (Відкрито, Лише для персоналу, Закрито)

object_firemen_hosehelp_move            Натисни праву кнопку миші, щоб пожежники прийшли сюди
object_firemen_hosehelp_intro           Пожежники спрямують брандспойти на вогонь поблизу
object_firemen_hosehelp                 Натисни H, щоб вручну спрямовувати брандспойти

interface_clone_help_copy               Утримуй праву кнопку миші та тягни, щоб обрати місце для копіювання
interface_clone_help_paste              Натисни ліву кнопку миші, щоб скопіювати виділену зону

object_inactive                         НЕАКТИВНИЙ
object_cctv_moremonitors                Встановити додаткові Монітори для камери відеоспостереження
object_cctvmonitor_needsguards          Необхідна охорона для керування Монітором
object_processor_blocked                Не вдалося досягнути місця роботи

administrator_requiresoffice            Потрібен Кабінет
administrator_requiresoffice_2          *X потребує Кабінету
office_ownership                        Кабінет: *X

teacher_teaching                        Проводить урок
teacher_preparing                       Готується до уроку

prisoner_assignedto                     Потрібно: *X
prisoner_roomquality                    Якість камери: *X (*Y)
prisoner_roomquality_average            Середня
prisoner_roomquality_aboveaverage       Вище середньої
prisoner_roomquality_wayaboveaverage    Набагато вище середньої
prisoner_roomquality_belowaverage       Нижче середньої
prisoner_roomquality_waybelowaverage    Набагато нижче середньої
prisoner_attendance                     Відвідування
prisoner_concentration                  Зосередженість
prisoner_understanding                  Розуміння
prisoner_concentration_0                Жахлива
prisoner_concentration_1                Погана
prisoner_concentration_2                Середня
prisoner_concentration_3                Добра
prisoner_concentration_4                Відмінна
prisoner_passchance                     Шанс на успіх: *X%
prisoner_informant                      Секретний інформатор

prisoner_dayswithoutincident            Діб без нещасних випадків: *X
prisoner_availablemoney                 Гроші: *X$

informant_title                         ІНФОРМАТОР
informant_coverage						ОХОПЛЕННЯ
informant_suspicion						ПІДОЗРА
informant_status						СТАН
informant_none                          У тебе немає інформаторів
informant_hint                          (завербувати в'язнів під примусом, наприклад в карцері)
informant_recruitable                   (Потенційний інформатор)
informant_target                        Ціль
informant_dead                          МЕРТВИЙ
informant_released                      Звільнений
informant_coverblown                    ВИКРИТИЙ
informant_activate                      Застосувати
informant_deactivate                    Відкликати
informant_idle                          Байдикує
informant_onroute                       В дорозі...
informant_active                        Активний
informant_coveragecaps                  ОХОПЛЕННЯ *X%


contraband_owner                        Власник: *X
contraband_ownerunknown                 Власник невідомий
contraband_stolenfrom                   Вкрадено у *X, *Y годин тому
contraband_smuggledthrough              Пронесено через *X, *Y годин тому
contraband_smuggledin                   Занесено в'язнем, *Y годин тому
contraband_type                         Тип: *X
contraband_tradevalue_title             Торгова вартість
contraband_tradevalue_low               $
contraband_tradevalue_medium            $$
contraband_tradevalue_high              $$$
contraband_tradevalue_veryhigh          $$$$

staff_exhausted                         Виснаження
staff_tired                             Втома
staff_pissedoff							Розлючений
staff_onstrike                          На страйку
staff_needsrest                         Персонал бажає відпочити в Службовому приміщенні.

dog_needskennel                         Собакам потрібна Псарня для сну.

doctor_requireinfirmary                 Потрібен Лазарет

entity_carryingequipment                Несе: *X
entity_carryingkeys                     Несе Тюремні ключі
entity_carryingstaffkeys                Несе ключ персоналу
entity_wearingarmour                    Одяг: *X

reports_schedule                        Змінити розклад всіх програм
reports_edit                            Редагувати розклад
reports_bankloan                        Банківська позика
reports_increaseloan                    Збільшити
reports_decreaseloan                    Зменшити
reports_unlockbankloans                 Розблоковано Бухгалтером

drugs_heroin                            Героїн
drugs_cocaine                           Кокаїн

#                                       Eg "Bob's Mother"
visitor_relationship                    *Y *X
visitor_age                             Вік: *X

family_wife                             Дружина
family_exwife                           Колишня дружина
family_girlfriend                       Подруга
family_son                              Син
family_daughter                         Дочка
family_mother                           Мати
family_father                           Батько
family_brother                          Брат
family_sister                           Сестра
family_lawyer                           Юрист
family_priest                           Священик
family_victims                          Родина жертви
family_caption                          Родина:
family_none                             Немає
family_husband                          Чоловік
family_exhusband                        Колишній чоловік
family_boyfriend                        Коханий

damage_dead                             Мертвий
damage_unconscious                      Без свідомості
damage_serious                          Серйозно поранений
damage_injured                          Поранений
damage_amount                           Пошкодження: *X%

message_autosaving                      Автозберігання...

buildtoolbar_entersearchterm            введіть слово для пошуку

deploymentscheduler_title               ГРАФІК РОЗТАШУВАННЯ
deploymentscheduler_patrolonly          [Призначити лише *X]
deploymentscheduler_schedulenow         Показує розташування ЗАРАЗ
deploymentscheduler_scheduletime        Показує розташування для *X.00 – *Y.00
supplyanddemand_supplyheader            ПРОПОЗИЦІЯ
supplyanddemand_demandheader            ПОПИТ

tooltip_multipleobjects                 TAB: Зміна об'єктів
remotedoor_noservo                      Двері з дистанційним управлінням не відкриються без встановленого привода.

targettingfood_prisonersassigned        Призначені в'язні: *X
targettingfood_predicteddemand          = ПРОГНОЗОВАНИЙ ПОПИТ =
targettingfood_demand                   ПОПИТ *X
targettingfood_supply                   ПРОПОЗИЦІЯ *X (+*Y)
targettingfood_prisoners                в'язні
targettingfood_required                 Необхідна їжа: *X
targettingfood_ready                    Готова їжа: *X
targettingfood_cooked                   Їжа, що готується: *X

roomgrading                             Показники приміщення
roomgrading_cell_roomsize               [*E] Розмір приміщення не менше *X квадратів
roomgrading_cell_cleanliness            [*E] Чистота більше *X%
roomgrading_cell_outsidewindow          [*E] Вікно надвір
roomgrading_cell_item                   [*E] Елемент: *X

roomgrading_dormitory_roomsize          [*E] Розмір приміщення не менше *X квадратів на особу
roomgrading_dormitory_cleanliness       [*E] Чистота більше *X%
roomgrading_dormitory_outsidewindow     [*E] *Y вікно надвір на 8 осіб
roomgrading_dormitory_item              [*E] Елемент: *X на 4 особи

roomgrading_sharedcell_roomsize          [*E] Розмір приміщення не менше *X квадратів на особу
roomgrading_sharedcell_cleanliness       [*E] Чистота більше *X%
roomgrading_sharedcell_outsidewindow     [*E] *Y Вікно надвір
roomgrading_sharedcell_item              [*E] Елемент: *X на 4 особи

roomgrading_result                      Показник *X/*Y
roomgrading_currentoccupant             Мешканець має право на показник *X
roomgrading_unoccupied                  Вільне
roomgrading_shared_occupuants           Поточні мешканці: *X / *Y

weathermap_temperature_title            Температура
weathermap_temperature_text             *C° C / *F° F
weathermap_temperature_c                *C° C
weathermap_temperature_f                *F° F

roomerror_nokitchen                     Жодна кухня не обслуговує цю їдальню
roomerror_noprisoners                   Жоден в'язень не їсть у цій їдальні
roomerror_nocanteen_cells               Ця камера не має доступу до жодної їдальні. В'язням цієї камери нема де їсти
roomerror_nocanteen_kitchen             Ця кухня не має доступу до жодної їдальні. Тут не готуватиметься їжа під час харчування

ceos_letter                             Доброго дня!\n\n\nВітаємо з отриманням базової кваліфікації – тепер вас можна називати справжнім Архітектором в'язниць!  Невдовзі ви проектуватимете, будуватимете та керуватимете власними в'язницями, маючи на початку лише клаптик землі та купу цеглин.  Але перед цим я маю дещо вам розповісти.\n\n1. Жодна в'язниця не може існувати без Начальника, його треба найняти в першу чергу.  Збудуйте йому затишний кабінет, й він відкриє чимало додаткових можливостей через меню Бюрократія.\n\n2. На початковому етапі, коли ситуація з фінансуванням є скрутною, будівництво одиночних камер може бути витратною справою.  Ви можете заощадити гроші, якщо почнете роботу з великої загальної камери, де будуть перебувати багато в'язнів одразу. Облаштуйте Кухню та Їдальню ще до появи перших в'язнів та не забудьте про Кухарів, адже в'язні засмучуються через порожній шлунок!\n\n4. Будівництво в'язниці – справа недешева, тому ви маєте навчитися збирати великі суми грошей через гранти та контракти. Ці гранти можна переглянути на екрані «Звіти».\n\nЗдається, все. Нехай щастить!!\n\nДиректор,\nКорпорація Prison Architects

quickbuild_basiccell                    Базова камера
quickbuild_solitarycell                 Карцер
quickbuild_office                       Кабінет
quickbuild_luxurycell                   Камера-люкс
quickbuild_sharedcell                   Загальна камера
quickbuild_kitchen                      Кухня
quickbuild_canteen                      Їдальня
quickbuild_utilityroom                  Господарче приміщення
quickbuild_classroom                    Класна кімната
quickbuild_commonroom                   Загальна кімната

season_current                          Поточна пора року: *X
season_spring                           Весна
season_summer                           Літо
season_autumn                           Осінь
season_winter                           Зима

weather_current                         Поточна погода: *X
weather_none                            Сонячно
weather_overcast                        Хмарно
weather_rain                            Дощ
weather_snow                            Сніг
weather_heatwave                        Спека
weather_torrentialrain                  Злива

prisoner_cellerror_nonefree             Немає вільних камер для в'язнів
prisoner_cellerror_toohighquality       Всі наявні камери є надто розкішними для цього в'язня
prisoner_cellerror_nosolitary           Для цього в'язня потрібен карцер, проте карцерів немає в наявності

group_all_staff                         Всі працівники
staff_onbreak                           На перерві
staff_onbreakremaining					На перерві (*X хв.)
staff_breaktime                         Час перерви:


# =============================================================================
# Campaign info
# =============================================================================

campaignchapter_chapternumber			Розділ *C


# =============================================================================
# Death Row
# =============================================================================

campaignchapter_deathrow                Камера смертників

campaignchapter_deathrow_description    Ми отримали контракт на будівництво смертної камери в цій в'язниці; її треба відкрити до запланованої страти одного з мешканців.

campaigncutscene_deathrowmurder         Подвійне вбивство
campaigncutscene_deathrowconfession     Визнання

adviser_deathrow_murder1                Я знав, що знайду обох вас тут.
adviser_deathrow_murder2                Едвард! Я...
adviser_deathrow_murder25               Не треба.  Просто... не треба.
adviser_deathrow_murder3                Що ти збираєшся робити?

adviser_deathrow_church1                Потрібна допомога?
adviser_deathrow_church15               ...
adviser_deathrow_church2                Бажаєте покаятися?
adviser_deathrow_church3                Не знаю. Я маю щось зробити, але не можу жити з таким тягарем на серці.
adviser_deathrow_church4                Вам треба здатися. Що б ви не накоїли, наслідків не уникнути.
adviser_deathrow_church5                Ви не зможете спокійно жити, доки це не приймете.
adviser_deathrow_church6                Я хочу повернутися. Хочу її вибачити. Хочу, щоб вона мене вибачила. Хочу її вибачити.
adviser_deathrow_church7                Господь вибачить. Щоб ви не зробили, варто лише попросити.
adviser_deathrow_church8                Але ви маєте відповісти за злочини перед законом.  Іншого шляху немає.

adviser_deathrowintro_1                 Складна справа.
adviser_deathrowintro_2                 В цьому закладі є в'язень, якого звинуватили у подвійному вбивстві та засудили до страти.
adviser_deathrowintro_3                 Тепер справа за нами. Ми отримали контракт на будівництво смертної камери до цієї незабутньої події в житті хлопця.
adviser_deathrowintrob_1                Ось тут я хочу, щоб з'явилася нова будівля.
adviser_deathrowintrob_2                Першим кроком в такому проекті є зведення безпосередньо будівлі. Всередині має бути достатньо місця для смертної камери та камери утримання.
adviser_deathrowintrob_3                До справи.  Побудуй нову будівлю тут.

adviser_deathrow_explain1               Твої працівники відповідають за зведення будівель.
adviser_deathrow_explain2               Вони візьмуть сталь та бетон на цьому складі та перенесуть матеріали до будмайданчика.
adviser_deathrow_explain3               Ця сировина використовуватиметься для створення фундаменту та каркасу нової будівлі.
adviser_deathrow_explain4               Це найповільніший етап будівництва, тому при зведенні нових будівель все треба розпланувати заздалегідь.
adviser_deathrow_explain5               Доки ми чекаємо, можна поглянути навколо.  За допомогою клавіш W, A, S, D, а також стрілок можна рухатись, а за допомогою коліщатка миші збільшувати або зменшувати масштаб.

objective_deathrow_building             Звести будівлю для кімнати страти

adviser_deathrow_buildinside1           Нам також знадобиться вхід до нової кімнати страти.
adviser_deathrow_buildinside2           Встановити великі тюремні двері на південній стіні.

objective_deathrow_buildouterdoor       Встановити великі вхідні двері

adviser_deathrow_internalwalls1          Всередині будівлі має бути камера утримання та кімната страти.
adviser_deathrow_internalwalls2          Розділити простір за допомогою цегляних стін.

objective_deathrow_buildinternalwalls   Збудувати внутрішні стіни

adviser_deathrow_internaldoors1          Тепер встанови великі тюремні двері в стінах.
adviser_deathrow_internaldoors2          Об'єкти можна повертати перед встановленням, використовуючи середню кнопку миші (або клавішу R).

objective_deathrow_buildinternaldoors   Встановити внутрішні двері (середня кнопка миші або клавіша R для повертання об'єкта)

adviser_deathrow_designation1           Непогано.  Тепер нам треба визначитися з кімнатами всередині будівлі.
adviser_deathrow_designation2           Меншу кімнату зроби камерою; тут мешкатиме наш засуджений хлопець.
adviser_deathrow_designation3           Велика кімната буде кімнатою страти.

objective_deathrow_designatecell        Призначити камеру
objective_deathrow_designateexecution   Призначити кімнату страти

adviser_deathrow_roomrequirements1      Перед введенням в експлуатацію нові кімнати треба обладнати.
adviser_deathrow_roomrequirements2      Для камери потрібні нари та туалет.
adviser_deathrow_roomrequirements3      В кімнаті страти має бути електричний стілець.

objective_deathrow_cellobjects1         Встановити нари
objective_deathrow_cellobjects2         Встановити туалет
objective_deathrow_executionobjects     Встановити електричний стілець

adviser_deathrow_optional1              Про головне ми потурбувалися.  Але можна зробити ще деякі вдосконалення.
adviser_deathrow_optional2              Вони не є обов'язковими, залишаю їх на твій розсуд.  Все залежить від того, наскільки ти турбуєшся про в'язнів та їх благоустрій.
adviser_deathrow_optional3              Саму камеру можна покращити, встановивши вікно надвір та книжну поличку.
adviser_deathrow_optional4              А будівля краще виглядатиме завдяки високоякісному покриттю підлоги. Дерев'яний паркет або мозаїчна плитка буде в самий раз.
adviser_deathrow_optional5              Надворі можна зробити освітлення та бруковану стежку, якщо є бажання.

adviser_deathrow_transfer05             А ось той самий чолов'яга – Едвард Ромсі.  Ти не повіриш, але він був вчителем.
adviser_deathrow_transfer06             Але не нам вирішувати, чи він на це заслуговує.  Закон виніс свій вердикт.  А ми маємо займатися своїми справами.
adviser_deathrow_transfer1              Коли ти зрозумієш, що вже достатньо поліпшень, можна починати переводити в'язня до нової камери.
adviser_deathrow_transfer2              Натисни на фотокартку в камері, щоб розпочати переведення.

objective_deathrow_path                 (НЕОБОВ'ЯЗКОВО) Збудувати шлях до нової будівлі
objective_deathrow_window               (НЕОБОВ'ЯЗКОВО) Встановити вікно у камері
objective_deathrow_bookshelf            (НЕОБОВ'ЯЗКОВО) Встановити книжну поличку у камері
objective_deathrow_flooring             (НЕОБОВ'ЯЗКОВО) Оснастити підлогу більш якісним покриттям
objective_deathrow_outerlights          (НЕОБОВ'ЯЗКОВО) Зробити освітлення навколо будівлі
objective_deathrow_transferinmate       Коли з цим буде покінчено, розпочніть переведення в'язня, натиснувши на фотокартку в камері Едварда.

adviser_deathrow_setupmurder1           Цей хлопець не вартий жодної сльозинки.  Він – холоднокровний вбивця, винуватий за всіма пунктами.
adviser_deathrow_setupmurder2           Він навіть зізнався в усьому.  Бажаєте почути, що він скоїв?
adviser_deathrow_setupmurder3           Пікантна історія.  «Було близько 11 вечора.  Горіло світло.  Я знав, що вона вдома...»
adviser_deathrow_postmurder1            Холоднокровний вбивця, як я і казав.
adviser_deathrow_postmurder2            В мене немає сумнівів. Він заслуговує кожного вольта, що буде пропущено через нього.
adviser_deathrow_postmurder3            Всі заслуговують на прощення, навіть він. Невже ви настільки впевнені в собі, що можете так категорично судити про людей?
adviser_deathrow_postmurder4            Не можна його виправдовувати тим, що він застав дружину з іншим.
adviser_deathrow_postmurder5            Він вже йшов туди з зарядженим пістолетом, знаючи, що знайде їх разом. Подвійне умисне вбивство. Крапка.
adviser_deathrow_postmurder6            Він з самого початку співпрацював з владою. Штату просто потрібна гучна показова справа.
adviser_deathrow_postmurder7            Якби він скоїв те ж саме за 100 миль на північ, його б очікувало довічне позбавлення волі. Хіба це справедливо?
adviser_deathrow_postmurder8            То й що? Відпустити його? Якщо його стратять, я буду лише щасливий з цього.


adviser_deathrowelectricity_1           Непогана робота.
adviser_deathrowelectricity_2           Проте є невеличка проблема – електричний стілець не може працювати без електроенергії.
adviser_deathrowelectricity_3           Треба провести живлення до кімнати страти.

adviser_deathrowelectricityb_1          Зараз ми бачимо в'язницю в режимі Інженерні мережі, де показана схема електричних дротів на всій території в'язниці.
adviser_deathrowelectricityb_2          Кожна будівля в'язниці підключається до електромережі за допомогою товстих підземних кабелів.
