
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Ny
contraband_type                         Type: *X
contraband_tradevalue_title             Handelspriser
contraband_tradevalue_low               $
contraband_tradevalue_medium            $$
contraband_tradevalue_high              $$$
contraband_tradevalue_veryhigh          $$$$

staff_exhausted                         Udmattet
staff_tired                             Træt
staff_pissedoff							Vred
staff_onstrike                          Strejker
staff_needsrest                         Ansatte foretrækker at hvile sig i personaleværelset.

dog_needskennel                         Hunde har brug for en kennel at sove i.

doctor_requireinfirmary                 Kræver et infirmeri

entity_carryingequipment                Bærer rundt på *X
entity_carryingkeys                     Bærer rundt på fængselsnøgler
entity_carryingstaffkeys                Bærer rundt på nøglen til ansatte
entity_wearingarmour                    Går rundt med *X

reports_schedule                        Ændr skemaet for alle programmer
reports_edit                            Rediger skema
reports_bankloan                        Banklån
reports_increaseloan                    Forhøj
reports_decreaseloan                    Reducér
reports_unlockbankloans                 Låst op af revisoren

drugs_heroin                            Heroin
drugs_cocaine                           Kokain

#                                       Eg "Bob's Mother"
visitor_relationship                    *Xs *Y
visitor_age                             Alder: *X

family_wife                             Kone
family_exwife                           Ekskone
family_girlfriend                       Kæreste
family_son                              Søn
family_daughter                         Datter
family_mother                           Mor
family_father                           Far
family_brother                          Bror
family_sister                           Søster
family_lawyer                           Advokat
family_priest                           Præst
family_victims                          Offers familie
family_caption                          Familie:
family_none                             Ingen
family_husband                          Ægtemand
family_exhusband                        Eksmand
family_boyfriend                        Kæreste

damage_dead                             Død
damage_unconscious                      Bevidstløs
damage_serious                          Alvorligt skadet
damage_injured                          Skadet
damage_amount                           *X% skadet

message_autosaving                      Gemmer automatisk...

buildtoolbar_entersearchterm            skriv søgeord...

deploymentscheduler_title               KOMMANDERINGSSKEMA
deploymentscheduler_patrolonly          [Tidsplan *X kun]
deploymentscheduler_schedulenow         Viser implementering NU
deploymentscheduler_scheduletime        Viser implementering for *X.00 - *Y.00
supplyanddemand_supplyheader            UDBUD
supplyanddemand_demandheader            EFTERSPØRGSEL

tooltip_multipleobjects                 Tryk på TAB for at skifte mellem genstande
remotedoor_noservo                      Fjernstyrede døre kan ikke åbnes medmindre der er en servomotor forbundet.

targettingfood_prisonersassigned        Indsatte tildelt : *X
targettingfood_predicteddemand          = FORVENTET EFTERSPØRGSEL =
targettingfood_demand                   EFTERSPØRGSEL *X
targettingfood_supply                   UDBUD *X (+*Y)
targettingfood_prisoners                indsatte
targettingfood_required                 Nødvendige måltider : *X
targettingfood_ready                    Antal måltider klar : *X
targettingfood_cooked                   Antal måltider tilberedt : *X

roomgrading                             Bedømmelse af rum
roomgrading_cell_roomsize               [*E] Rumstørrelse mindst *X Kvadrater
roomgrading_cell_cleanliness            [*E] Renlighed over *X%
roomgrading_cell_outsidewindow          [*E] *Y Vindue ud til
roomgrading_cell_item                   [*E] Vare : *X

roomgrading_dormitory_roomsize          [*E] Rumstørrelse mindst *X Kvadrater per Indsat
roomgrading_dormitory_cleanliness       [*E] Renlighed over *X%
roomgrading_dormitory_outsidewindow     [*E] *Y vindue ud til for hver ottende Indsatte
roomgrading_dormitory_item              [*E] Vare : *X for hver fjerde Indsatte

roomgrading_sharedcell_roomsize          [*E] Rumstørrelse mindst *X Kvadrater pr. Indsat
roomgrading_sharedcell_cleanliness       [*E] Renlighed over *X%
roomgrading_sharedcell_outsidewindow     [*E] *Y Vindue ud til
roomgrading_sharedcell_item              [*E] Vare : *X for hver fjerde Indsatte

roomgrading_result                      Bedømmelse *X/*Y
roomgrading_currentoccupant             Beboer berettiget til bedømmelsen *X
roomgrading_unoccupied                  Ubeboet
roomgrading_shared_occupuants           Nuværende Beboere: *X / *Y

weathermap_temperature_title            Temperatur
weathermap_temperature_text             *C° C
weathermap_temperature_c                *C° C
weathermap_temperature_f                *F° F

roomerror_nokitchen                     Der er ingen køkkener der er i stand til at sende mad til denne kantine
roomerror_noprisoners                   Ingen indsatte er anvist til at spise i denne kantine
roomerror_nocanteen_cells               Der er ingen kantiner tilgængelige for denne celle. Indsatte i denne celle har ikke noget sted at spise
roomerror_nocanteen_kitchen             Der er ingen kantiner tilgængelige for dette køkken. Køkkenet vil derfor ikke lave mad til måltider

ceos_letter                             Kære Hr/Fr,\n\nTillykke med at have gennemført den grundlæggende træning - du er nu en kvalificeret fængselsarkitekt! Snart kommer du til at planlægge, bygge og styre dine egne fængsler, og det hele starter med et tomt stykke jord og lidt mursten. Før du går i gang, giver jeg dig lige et par vigtige råd.\n\n1. Ethvert fængsel har brug for en fængselsinspektør - han er en af de første du bør ansætte. Hvis du laver et fint kontor til ham, åbner han op for en masse avancerede faciliteter gennem bureaukratisystemet.\n\n2.Enkeltmandsceller er dyre, især i starten hvor du ikke har særlig mange penge. Spar penge ved at starte med én stor detention, som kan deles af mange indsatte på samme tid.\n\n3. Sørg for at have et køkken og en kantine klar før de første indsatte ankommer, og husk at ansætte nogle kokke - der findes intet værre end en indsat med tom mave!\n\n4. Det er et dyrt foretagende at bygge et fængsel, derfor er du nødt til at blive en mester i at skaffe penge gennem tilskud og kontrakter. Du finder disse tilskud under "Rapporter"-skærmen.\n\nDet var vist det hele - held og lykke!\n\nHilsen direktøren,\nFængselsarkitekter A/S.

quickbuild_basiccell                    Basiscelle
quickbuild_solitarycell                 Isolationscelle
quickbuild_office                       Kontor
quickbuild_luxurycell                   Luksuscelle
quickbuild_sharedcell                   Delt Celle
quickbuild_kitchen                      Køkken
quickbuild_canteen                      Kantine
quickbuild_utilityroom                  Bryggers
quickbuild_classroom                    Klasseværelse
quickbuild_commonroom                   Fællesrum

season_current                          Nuværende Årstid: *X
season_spring                           Forår
season_summer                           Sommer
season_autumn                           Efterår
season_winter                           Vinter

weather_current                         Aktuelt vejr: *X
weather_none                            Solrigt
weather_overcast                        Overskyet
weather_rain                            Regn
weather_snow                            Sne
weather_heatwave                        Hedebølge
weather_torrentialrain                  Skybrud

prisoner_cellerror_nonefree             Der er ingen ledig celle til denne indsatte
prisoner_cellerror_toohighquality       Alle de ledige celler er af for høj kvalitet til denne indsatte
prisoner_cellerror_nosolitary           Denne indsatte kræver isolationsfængsling, men der er ikke nogen ledige isolationsceller

group_all_staff                         Alle medarbejdere
staff_onbreak                           Holder pause
staff_onbreakremaining					Holder pause (*Xm)
staff_breaktime                         Pausetider:


# =============================================================================
# Campaign info
# =============================================================================

campaignchapter_chapternumber			Kapitel *C


# =============================================================================
# Death Row
# =============================================================================

campaignchapter_deathrow                Dødsgangen

campaignchapter_deathrow_description    Vi har indgået en kontrakt om at bygge et henrettelseskammer i dette fængsel, og det skal gøres før den planlagte henrettelse af en af deres indsatte.

campaigncutscene_deathrowmurder         Dobbeltmord
campaigncutscene_deathrowconfession     Tilståelse

adviser_deathrow_murder1                Jeg vidste jeg kunne finde jer to her.
adviser_deathrow_murder2                Edward! Jeg ...
adviser_deathrow_murder25               Lad være. Bare ... lad være
adviser_deathrow_murder3                Hvad har du tænkt dig at gøre?

adviser_deathrow_church1                Kan jeg hjælpe med noget?
adviser_deathrow_church15               ...
adviser_deathrow_church2                Søger du syndsforladelse?
adviser_deathrow_church3                Jeg er ikke sikker. Men jeg er nødt til at gøre et eller andet, jeg kan ikke leve med de ting jeg har gjort.
adviser_deathrow_church4                Du er nødt til at melde dig selv. Hvad end du har gjort, så kan du ikke undslippe konsekvenserne.
adviser_deathrow_church5                Du vil aldrig kunne leve med dig selv før du ser din fortid i øjnene.
adviser_deathrow_church6                Jeg ville ønske jeg kunne gøre det om. Jeg har lyst til at tilgive hende. Jeg vil have at hun tilgiver mig.
adviser_deathrow_church7                Gud tilgiver dig, uanset hvad du har gjort, hvis du beder ham om det.
adviser_deathrow_church8                Men du er nødt til at tage ansvaret for dine forbrydelser. Der er ingen anden udvej.

adviser_deathrowintro_1                 Den her er svær.
adviser_deathrowintro_2                 En af de indsatte i fængslet er blevet dømt til døden for et dobbeltmord.
adviser_deathrowintro_3                 Så nu er der brug for os. Vi har indgået en kontrakt om at bygge et henrettelseskammer, inden den indsattes "store dag".
adviser_deathrowintrob_1                Jeg vil gerne have at det nye anlæg bliver placeret her.
adviser_deathrowintrob_2                Det første skridt i den her slags projekter er at bygge selve bygningen - og sørge for der er nok plads til både henrettelseslokalet og en detention.
adviser_deathrowintrob_3                Så lad os komme i gang. Byg en ny bygning her.

adviser_deathrow_explain1               Dine arbejdsmænd er ansvarlige for opførelsen af bygninger.
adviser_deathrow_explain2               De henter stål og beton fra dette lager og tager det hen til byggepladsen.
adviser_deathrow_explain3               De bruger disse råmaterialer til bygge fundamentet og rammekonstruktionen til nye bygninger.
adviser_deathrow_explain4               Dette er den mest langsommelige del af byggeriet, så du skal planlægge forud når du bygger nye anlæg.
adviser_deathrow_explain5               Lad os se os omkring mens vi venter. Brug WASD eller piletasterne til at bevæge dig rundt, og brug musehjulet til at zoome ind og ud.

objective_deathrow_building             Opfør en bygning der kan bruges som henrettelsesanlæg

adviser_deathrow_buildinside1           Vi har også brug for en indgang til det nye henrettelsesanlæg.
adviser_deathrow_buildinside2           Byg en stor fængselsdør i den sydvendte mur.

objective_deathrow_buildouterdoor       Brug en stor fængselsdør til at bygge en indgang

adviser_deathrow_internalwalls1          Der skal være en celle og et henrettelseslokale i bygningen.
adviser_deathrow_internalwalls2          Del rummet op ved at bygge nogle murstensmure.

objective_deathrow_buildinternalwalls   Byg indvendige mure

adviser_deathrow_internaldoors1          Tilføj nu nogle store fængselsdøre til skillevæggene.
adviser_deathrow_internaldoors2          Du kan rotere en genstand før du placerer den, ved at trykke på den midterste musetast (eller ved at trykke på R)

objective_deathrow_buildinternaldoors   Byg indvendige døre (midterste musetast eller R for at rotere en genstand)

adviser_deathrow_designation1           Det ser godt ud. Vi har nu brug for at afmærke bestemte lokaler i rummene.
adviser_deathrow_designation2           Afmærk en celle i det lille rum, så vores dødsdømte indsatte har et sted at bo.
adviser_deathrow_designation3           Afmærk dernæst det store rum som henrettelseslokale.

objective_deathrow_designatecell        Afmærk en celle
objective_deathrow_designateexecution   Afmærk et henrettelseslokale

adviser_deathrow_roomrequirements1      De nye lokaler har nogle krav der skal opfyldes før de kan benyttes.
adviser_deathrow_roomrequirements2      Cellen har brug for en seng og et toilet.
adviser_deathrow_roomrequirements3      Henrettelseslokalet har brug for en elektrisk stol.

objective_deathrow_cellobjects1         Byg en seng
objective_deathrow_cellobjects2         Byg et toilet
objective_deathrow_executionobjects     Byg en elektrisk stol

adviser_deathrow_optional1              Nu er det basale ordnet. Men der er stadig plads til et par forbedringer.
adviser_deathrow_optional2              Men det er op til dig, da de ikke er strengt nødvendige. Det afhænger helt af hvor meget du bekymrer dig om dine indsattes trivsel.
adviser_deathrow_optional3              Cellen kunne blive forbedret med et vindue der peger ud mod omverdenen, og en lille boghylde.
adviser_deathrow_optional4              Og anlægget ville se bedre ud med et gulv af en højere kvalitet - som f.eks. trægulv eller mosaikgulv.
adviser_deathrow_optional5              Du kan også tilføje lidt lys og en sti af brosten udenfor, hvis du synes der er brug for det.

adviser_deathrow_transfer05             Her har vi manden det drejer sig om, Edward Romsey. Det er svært at tro, men han var engang lærer.
adviser_deathrow_transfer06             Det er ikke op til os at bestemme om han fortjener det eller ej. Det bestemmer loven. Vi udfører bare vores arbejde.
adviser_deathrow_transfer1              Når du er tilfreds med anlægget, kan du påbegynde overflytningen af den indsatte til hans nye celle.
adviser_deathrow_transfer2              Bare tryk på fotografiet i hans celle for at påbegynde overflytningen.

objective_deathrow_path                 (VALGFRIT) Byg en sti til det nye anlæg
objective_deathrow_window               (VALGFRIT) Tilføj et vindue i cellen
objective_deathrow_bookshelf            (VALGFRIT) Tilføj en boghylde i cellen
objective_deathrow_flooring             (VALGFRIT) Ændr gulvbelægningen til et materiale af højere kvalitet
objective_deathrow_outerlights          (VALGFRIT) Lav noget udendørs belysning rundt omkring anlægget
objective_deathrow_transferinmate       Når du er færdig, kan du påbegynde overflytningen ved at trykke på fotografiet i Edwards celle.

adviser_deathrow_setupmurder1           Du skal ikke have ondt af ham. Han er en iskold morder og 100% skyldig.
adviser_deathrow_setupmurder2           Han har endda tilstået. Har du lyst til at høre hans beskrivelse af hvad der skete?
adviser_deathrow_setupmurder3           Det er saftige sager. "Klokken var ca. 23. Lyset var allerede tændt. Jeg vidste hun var hjemme ..."
adviser_deathrow_postmurder1            Som jeg sagde, en iskold morder.
adviser_deathrow_postmurder2            Det er soleklart, hvis du spørger mig. Fortjener al den strøm han kan tage.
adviser_deathrow_postmurder3            Alle fortjener at blive tilgivet, selv ham. Er du sikker på du kan leve med dig selv, hvis du uddeler hans endelige dom?
adviser_deathrow_postmurder4            Der findes ingen undskyldning for hvad han gjorde, heller ikke selvom hans kone var ham utro.
adviser_deathrow_postmurder5            Og han tog derhen med et ladt våben, velvidende han ville finde dem sammen. Det er dobbelt overlagt mord.
adviser_deathrow_postmurder6            Han har samarbejdet med myndighederne hele vejen. Regeringen er bare ude på at statuere et eksempel.
adviser_deathrow_postmurder7            Hvis han havde begået forbrydelsen 100 km længere mod nord, havde han fået en livstidsdom i stedet. Hvordan er det retfærdighed?
adviser_deathrow_postmurder8            Har du virkelig lyst til at se en som ham rende frit rundt? Jeg kommer ikke til at ligge søvnløs over det, når jeg ved han er væk.


adviser_deathrowelectricity_1           Du har klaret det fint, indtil videre.
adviser_deathrowelectricity_2           Men vi har et problem - henrettelseslokalet virker ikke endnu, fordi det ikke får noget strøm.
adviser_deathrowelectricity_3           Vi er nødt til at forbinde det til strømforsyningen.

adviser_deathrowelectricityb_1          Vi ser nu på fængslet i "Forsyninger"-tilstanden, hvilket giver os et overblik over hele fængslets strømforsyning.
adviser_deathrowelectricityb_2          Hver bygning i fængslet er forbundet til ledningsnettet vha. disse tykke underjordiske strømkabler.
adviser_deathrowelectricityb_3          Forsyningen af strøm til fængslet kommer fra denne understation, der får sin strøm fra det nationale el-net.
adviser_deathrowelectricityb_4          Som du kan se, er hele denne afdeling af fængslet uden strøm. Alle lys er slukket.
adviser_deathrowelectricityb_4b         For at ordne dette problem, har vi først brug for at skifte over til "Forsyninger"-tilstanden, så vi kan forstå hvorfor lysene ikke får strøm.
adviser_deathrowelectricityb_5          De nærmeste strømkabler er for langt væk - vores ingeniører kan ikke fuldføre el-installationen i dette område.
adviser_deathrowelectricityb_6          Udbyg strømkablerne så de dækker denne fløj af fængslet.

objective_deathrow_cellpower            Forbind værelserne til strømforsyningen

adviser_deathrow_connectchair_1         Lys er ikke det eneste der har brug for strøm. Det har din nye elektriske stol også.
adviser_deathrow_connectchair_2         Brug strømkablerne til at forbinde henrettelsesanlægget med ledningsnettet.
adviser_deathrow_connectchair_3         Den elektriske stol er i sig selv en særlig type elektrisk genstand. Den har brug for sin egen strømforsyning. Du er nødt til at forbinde den direkte med hovedledningen.

objective_deathrow_chairpower           Forbind den elektriske stol til strømforsyningen
objective_deathrow_condemnedcellpower   Forbind cellen til strømforsyningen

adviser_deathrow_testchair_1            Jeg tror næsten vi er færdige. Men vi bør lige teste det nye henrettelseslokale en enkelt gang, før vi tager det i brug.
adviser_deathrow_testchair_2            Jeg tænder lige for det i et par sekunder, så vi kan se om det hele virker.
adviser_deathrow_testchair_3            Nå, det virkede ikke. Det ser ud til vi prøvede på at trække mere strøm end det var muligt, og udløste derfor strømafbryderen i elværket. Hele fængslet er mørklagt.
adviser_deathrow_testchair_4            Vi har brug for mere strøm for at kunne klare den kraftige strømstigning, den elektriske stol skaber.
adviser_deathrow_testchair_5            Først er vi nødt til at tænde for strømmen. Dette gøres i to trin:
adviser_deathrow_testchair_5b           Tænd for elværket igen ved at trykke på det, og dernæst vælge "Tænd" i menuen der popper op.
adviser_deathrow_testchair_6            Byg dernæst tre kondensatorer, så vi har nok strømstyrke til at bruge den elektriske stol.
adviser_deathrow_testchair_7            Når du er færdig med dét, skal du teste den elektriske stol igen ved at trykke på den og vælge "Tænd" i menuen.

objective_deathrow_poweron              Tænd for elværket igen (tryk på elværket, og vælg derefter "Tænd" i menuen)
objective_deathrow_expandpower          Udvid elværket med tre nye kondensatorer.
objective_deathrow_chairworking         Test stolen igen (tryk på den og vælg "Tænd")

adviser_deathrow_execution_1            Godt klaret. Så burde vi være færdige.
adviser_deathrow_execution_2            Hvad der skal ske nu er ikke op til os. Vi har udført et professionelt stykke arbejde, og det er vigtigt i vores branche.
adviser_deathrow_execution_3            Prøv ikke at bekymre dig for meget om det der skal ske.

adviser_deathrow_setupexecution1        Tiden er inde, Edward.
adviser_deathrow_setupexecution2        Du har gjort det rigtige, også selvom denne verden ikke vil tilgive dig for det.
adviser_deathrow_setupexecution3        Du vil snart stå overfor Gud, og han vil afsige din endelige dom.

adviser_deathrow_setupexecution4        Edward Romsey. Du er blevet fundet skyldig i to tilfælde af overlagt mord.
adviser_deathrow_setupexecution5        Straffen er døden.
adviser_deathrow_setupexecution6        Har du nogle sidste ord?
adviser_deathrow_setupexecution7        Susan ...
adviser_deathrow_setupexecution8        Undskyld.

# =============================================================================
# Expense popups
# =============================================================================

finance_cost_prisonsale                 Salg af forrige fængsel
finance_cost_equiptazer                 Udstyr: Taser
finance_cost_equipbodyarmour            Udstyr: Kropspanser
finance_cost_exports                    Eksport
finance_cost_foundations                Bygningsfundamenter
finance_cost_cashflow                   Pengestrøm
finance_cost_bankloan                   Banklån
finance_cost_bankloan_repayment         Tilbagebetaling af banklån
finance_cost_sharesale                  Salg af andel
finance_cost_sharepurchase              Køb af andel
finance_cost_grantadvance               Forskud på tilskud
finance_cost_grantcompletion            Sidste udbetaling af tilskud
finance_cost_reformprogram              Rehabiliteringsprogrammer per gang
finance_cost_repair                     Reparér
finance_cost_sellobject                 Sælg genstand
finance_cost_landpurchase               Køb af land
finance_cost_prisonerintake             Tilgang af indsatte
finance_cost_grantcancellation          Pris for at annullere
finance_cost_grantrefund                - Tilbagebetaling: *X
finance_cost_grantfine                  - Bøde: *X
finance_cost_executionfine              Bøde for uretmæssig henrettelse
finance_cost_executioncompensation      Kompensation for henrettelse
finance_cost_shopintake                 Butikkens indtægter
finance_cost_prisonerwages              Lønninger til indsatte
finance_cost_fine                       Bøde
finance_cost_shopcommission             Provision af butikssalg


# =============================================================================
# Clock
# =============================================================================

clock_speed_0                           ||
clock_speed_1                           >
clock_speed_2                           >>
clock_speed_5                           >>>
clock_speed_10							>>>>
clock_speed_half                        ...
clock_add_hour                          +
clock_am                                am
clock_pm                                pm

# =============================================================================
# Events
# =============================================================================

event_powerstationfire                  Et strømstød har overbelastet vores generator og den er nu brudt i brand!
event_powerstationfire_x                Et strømstød har overbelastet vores generator på så katastrofal vis, at den er sprunget i luften!
event_powerstationfirelarge             Et strømstød har overbelastet vores generator og den er nu brudt i brand!
event_powerstationfirelarge_x           Et strømstød har overbelastet vores generator på så katastrofal vis, at den er sprunget i luften!
event_kitchenfire                       En brand er brudt ud i køkkenet!
event_waterpipeburst                    Et vandrør er sprunget læk og oversvømmer området. Skynd dig at reparere det inden det bliver alvorligt.
event_bulkintake                        Der har været en ulykke i et nærliggende fængsel, så en hel afdeling er nu ubrugelig. Vi har ikke noget andet valg end at overflytte de indsatte til dit fængsel, da der ikke er andre passende faciliteter i nærheden. De ankommer snart.
event_workshopaccident                  En indsat er kommet alvorligt til skade i værkstedet, og han kan ikke flyttes. Skynd dig at sende en læge!
event_subsidence                        Landjorden har sænket sig og har ødelagt en del af vores ydermur. Skynd dig at reparere det med det samme!
event_earthquake                        En del af fængslet er kollapset på grund af et jordskælv!
event_virus                             Vi har fået meldinger om sygdom fra en del indsatte. Det er måske værd at identificere de syge og isolere dem, så det ikke spreder sig.
event_virus_x                           Vi har fået meldinger om sygdom fra en del indsatte, og symptomerne virker ret alvorlige. Det er måske værd at isolere de syge og behandle dem før det spreder sig for meget.
event_treefire                          En brand er brudt ud i skovområdet!
event_foodpoisoning                     Vi har hørt om flere tilfælde af madforgiftning blandt de indsatte. Noget af maden i køkkenet må være dårligt. Der er desværre ikke så meget at gøre, andet end at vente på, at det går over.
event_cilistleak                        Vi ved ikke, hvordan det er sket, men identiteterne på de fortrolige informanter er blevet offentliggjort. Hvis vi ikke flytter dem et andet sted hen med det samme, vil de være i alvorlig fare.
event_keysersoze                        I en meget omtalt retssag om bandeaktivitet for nylig omtales en af de Minimumssikkerhedsindsatte som en højtstående bandeleder. Han har holdt sig under radaren, men nu ved alle, hvem han er ...
event_preacherconversion                Én af de mere karismatiske fanger er blevet en slags religiøs prædikant, og det lader til, at det er lykkes ham at omvende andre til hans tankegang. Det er ikke nødvendigvis et problem, men de indsatte vil måske snart have flere spirituelle behov.

event_massassassination_1               Identiteten på et antal vidner, i en retssag kørt af staten, er blevet lækket og nogle af dem er indsatte i dit fængsel.
event_massassassination_2               Der er blevet sat en pris på deres hoveder, men vi har brug for dem i live. Du er nødt til at identificere de indsatte og holde dem i live indtil de skal vidne.
event_massassassination_3_x             Vi har fået disse oplysninger meget sent, så du har ikke meget tid før der kommer nogen efter dem.

event_tvremovaldemand_1                 Medierne har på det seneste omtalt de goder, som de indsatte modtager, og det volder mig mange problemer.
event_tvremovaldemand_2                 Jeg vedtager en lov der forbyder fjernsyn i fællesarealer i fængsler, så du er nødt til at fjerne alle fjernsyn fra fællesrum ellers får du en bøde. Du har 6 timer til at fjerne dem.
event_tvremovaldemand_fine              Det lykkedes dig ikke at fjerne fjernsyn fra fællesrummene, hvilket er et lovkrav. Du får derfor en bøde, og det vil du blive ved med at få indtil du lever op til kravene.
event_tvremovaldemand_complete          Medierne har kastet deres opmærksomhed på noget nyt, og loven der forbød fjernsyn i fællesrum er blevet trukket tilbage. Du må nu placere dem igen, hvis du har lyst.

event_weightsremovaldemand_1            Medierne har startet en kampagne, der handler om hvilke bekvemmeligheder indsatte har til rådighed, og det skaber en masse problemer for mig.
event_weightsremovaldemand_2            Jeg vedtager en lov der forbyder motionsudstyr i fængselsgårde, så du er nødt til at fjerne alle træningsbænke fra dine gårdarealer ellers får du en bøde. Du har 6 timer til at fjerne dem.
event_weightsremovaldemand_fine         Det lykkedes dig ikke at fjerne alle træningsbænke fra gårdarealerne, hvilket er et lovkrav. Du får derfor en bøde, og det vil du blive ved med at få indtil du lever op til kravene.
event_weightsremovaldemand_complete     Medierne har kastet deres opmærksomhed på noget nyt, og loven der forbød træningsbænke i gårdarealer er blevet trukket tilbage. Du må nu placere dem igen, hvis du har lyst.

event_lessfooddemand_1                  Bestyrelsen har besluttet sig for at eksperimentere med forskellige sparetiltag i nogle af vores anlæg, og dit fængsel er et af dem.
event_lessfooddemand_2                  Vi er nødt til at reducere madpolitiken for kvantitet og variation af måltider i dit fængsel til lav, så vi kan se hvilken effekt det har på det overordnede budget.
event_lessfooddemand_fine               Eftersom du ikke har implementeret den nye madpolitik vi bad dig om, så tager vi de potentielle besparelser direkte fra din saldo. Det fortsætter vi med, indtil du gør hvad du er blevet bedt om.
event_lessfooddemand_complete           Eksperimentet med madbudgettet er slut, og det viste ikke et entydigt resultat. Du kan nu selv bestemme hvordan madpolitikken skal være.

event_removevisitationdemand_1          En hændelse i et andet fængsel har gjort os opmærksomme på potentielle sikkerhedsrisikoer, når det kommer til familiebesøg i fængslet.
event_removevisitationdemand_2          Indtil sikkerhedsrisikoerne er blevet undersøgt ordentligt, skal alle besøg indstilles. Du har 12 timer til at fjerne alle besøgslokaler fra dit fængsel.
event_removevisitationdemand_fine       Du har ikke fjernet alle besøgslokaler, på trods af den nuværende sikkerhedsrisiko. Du får derfor en bøde, og det vil du blive ved med at få indtil du lever op til kravene.
event_removevisitationdemand_complete   Vi er nu færdige med sikkerhedseftersynet af besøgsprocessen, og besøgslokaler kan nu igen tilføjes til dit fængsel, hvis du ønsker det.

event_lessworkdemand_1                  Jeg har lige fået at vide at dine indsatte er utilfredse med, hvor meget de skal arbejde hver dag, og de planlægger at skabe problemer hvis der ikke bliver gjort noget ved det.
event_lessworkdemand_2                  En vagt overhørte nogen sige at de ville "smadre hele lortet", hvis de skulle arbejde mere end 2 timer.
event_lessworkdemand_ignore             Det ser ud til de indsatte har givet op og er faldet til ro. De er ikke tilfredse, men det er godt at vise dem hvem der bestemmer.
event_lessworkdemand_complete           De indsatte er ikke ophidsede over deres arbejdstimer længere - de har nok opfattet de sidste par dage som en slags ferie. Vi kan roligt sætte dem til at arbejde igen.

event_moresleepdemand_1                 Vi har fået klager over at de indsatte ikke får nok søvn, og de er ved at blive ret frustrerede over det.
event_moresleepdemand_2                 De siger at de vil lave ballade, hvis de ikke får mindst 7 timers søvn om natten.
event_moresleepdemand_ignore            Det ser ud til de indsatte er løbet tør for energi, og protesterer ikke længere over mangel på søvn. De er nok for trætte.
event_moresleepdemand_complete          Hele balladen omkring de indsattes mangel på søvn er ovre, så du kan nu ændre antallet af timer de skal sove uden af få problemer.

event_morefreetimedemand_1              De indsatte er tilsyneladende utilfredse med hvor lidt fritid de har i deres daglige program.
event_morefreetimedemand_2              Vagterne har hørt rygter om at de indsatte vil begynde at ødelægge ting, hvis det ikke snart ændrer sig.
event_morefreetimedemand_ignore         De indsatte er ikke ophidsede over deres manglende fritid længere og er holdt op med at lave ballade. De har nok indset at der ville være endnu mindre fritid i isolation.
event_morefreetimedemand_complete       De indsattes krav om mere fritid er blevet opfyldt længe nok, så du kan nu frit ændre i deres daglige skema igen.

event_contrabandsurge_complete          Vi har netop opdaget, at én af de lærere, som underviser de indsatte, har smuglet en masse forbudte ting ind i fængslet. Han er blevet fyret, men skaden er sket.
event_corruptingspiritualist_complete	Én af de spirituelle ledere, som vi har ansat til at stå for de religiøse programmer, har opildnet de indsatte med hadefulde taler. Han er blevet fyret, men det vil tage noget tid, før de indsatte kommer ned på jorden igen.

event_agitatingradio_1                  Ifølge nogle af Vagterne har en af værterne på en radiostation, som de indsatte lytter til, sagt en masse ting, som har hidset fangerne op.
event_agitatingradio_2                  Det er muligvis en god ide at fjerne alle radioer i fængslet for en tid, medmindre de indsatte begynder at tage det, som han ret faktisk siger, seriøst.
event_agitatingradio_complete           Den radiovært er tilsyneladende blevet fyret efter en masse klager. Der skulle ikke være flere problemer med radioer i fængslet.

# =============================================================================
# Events Objectives (shown in todo list)
# =============================================================================

objective_bulkintake                    Indsatte på vej
objective_tvremovaldemand               Fjern fjernsyn fra fællesrum
objective_tvremovaldemand_child         Sørg for der ikke er nogle fjernsyn i fællesrum
objective_weightsremovaldemand          Fjern træningsbænke fra gårdarealer
objective_weightsremovaldemand_child    Sørg for der ikke er nogle træningsbænke i gårdarealer
objective_lessfooddemand                Reducér kvantiteten og variationen af måltid til lav
objective_lessfooddemand_child          Ændr de indsattes madpolitik for kvantitet og variation til lav
objective_removevisitationdemand        Fjern alle besøgslokaler
objective_removevisitationdemand_child  Sørg for der ikke er nogle besøgslokaler i fængslet indtil sikkerhedseftersynet er fuldført
objective_virus                         Virus udbrud
objective_virus_child                   Antal smittede indsatte:
objective_massassassination             Retsdato for\nstatsvidne
objective_massassassination_child       Overlevende vidner:
objective_lessworkdemand                Indsatte kræver mindre arbejde
objective_lessworkdemand_child          Reducér den daglige arbejdstid til 2 timer eller mindre
objective_moresleepdemand               Giv de indsatte mere søvn
objective_moresleepdemand_child         Øg antallet af søvntimer til mindst 7 timer om dagen
objective_morefreetimedemand            Giv de indsatte mere fritid
objective_morefreetimedemand_child      Øg fritiden til mindst 6 timer om dagen
objective_agitatingradio                Ophidsede Radioudsendelser
objective_agitatingradio_child          De nuværende radioudsendelser ophidser de indsatte ...

# =============================================================================
# Custom warden strings
# =============================================================================

warden_default_name                     Fængelsinspektøren
warden_default_desc                     Den mest zen person på planeten, han gør sit job og intet andet. Folk kalder ham bare fængselsinspektøren.
