
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Novo
execution_result_illegalinnocent        A execução ilegal de *N foi realizada às *T como planeado, por cadeira elétrica, na presença de testemunhas. Devido à falha em seguir o processo de apelações legais requeridas e pelo facto de *N ser inocente dos seus crimes, o administrador dessa prisão está dispensado do seu cargo com vigência imediata.
execution_warning_one                   Caso a próxima execução que seja efetuada aqui não siga os processos estabelecidos, vais ser despedido da tua função.
execution_warning_two                   Devido aos erros anteriores por não seguir os processos estabelecidos, se houver mais algum erro em relação a esta situação implicará a tua demissão.

execution_error_MissingEquipment        ERRO: EQUIPAMENTO EM FALTA\nPrecisas de uma sala de execução com uma cadeira elétrica.
execution_error_ElectricalSupply        ERRO: FALTA DE ENERGIA\nNão existe energia suficiente para a cadeira elétrica.
execution_error_NavigationPrisoner      ERRO: CAMINHO DO PRISIONEIRO\nO condenado não pode ir da sua cela até a sala de execução.
execution_error_NoRouteFromRoad         ERRO: SEM ACESSO\nAs pessoas que estão a participar na execução como observadores não podem chegar aos seus destinos.
execution_error_NoSpaceInRoom           ERRO: SEM ESPAÇO\nNão há espaço vazio suficiente na execução para as pessoas que estão a participar.
execution_error_NoRoom                  Precisas de uma Sala de Execução antes que possa ser iniciada uma Execução.

roomerror_deathrow_sharedcell           Os Prisioneiros do Corredor da Morte têm de estar alojados em celas individuais e não podem estar em espaços partilhados
roomerror_nonursery                     Não é possível aceder a nenhum berçário através desta cela. As celas familiares necessitam de um berçário onde as prisioneiras possam comer
roomerror_laundryoverloaded             Não é possível descarregar os Cestos da Lavandaria. Talvez a Lavandaria seja demasiado pequena para dar resposta à procura.

# =============================================================================
# Misc
# =============================================================================

box_contents                             Conteúdo: *X
stack_contents                           Conteúdo: *X x*Y
mail_contents                            Conteúdo: *X Cartas
mail_opened_from                         Carta de *F de *X
mail_closed_from                         Carta para *X

object_dump                             Lixo
object_todo                             Ação: *X
object_sale_price                       Valor de Venda: *X

object_door_cyclepermissions            Clica para percorrer Permissões de Acesso
object_door_cyclepermissions_1          (Aberto, Apenas Equipa, Fechado)

object_firemen_hosehelp_move            Clica no botão direito do rato para dares ordens aos teus bombeiros para se dirigirem para a zona
object_firemen_hosehelp_intro           Os bombeiros apontam as mangueiras em direção a qualquer incêndio perto
object_firemen_hosehelp                 Pressione H para apontar as mangueiras manualmente

interface_clone_help_copy               Mantém pressionado o botão direito do rato e arrasta para selecionar uma área para clonar
interface_clone_help_paste              Clica no botão esquerdo do rato para copiar a área selecionada

object_inactive                         INATIVO
object_cctv_moremonitors                Constrói mais Monitores de CITV
object_cctvmonitor_needsguards          Guarda necessário para operar o monitor
object_processor_blocked                Não é possível chegar ao local de trabalho

administrator_requiresoffice            Requer Escritório
administrator_requiresoffice_2          *X Requer Escritório
office_ownership                        Escritório de *X

teacher_teaching                        A Ensinar
teacher_preparing                       A Preparar

prisoner_assignedto                     Requer: *X
prisoner_roomquality                    Qualidade da cela: *X (*Y)
prisoner_roomquality_average            Média
prisoner_roomquality_aboveaverage       Acima da média
prisoner_roomquality_wayaboveaverage    Bem acima da média
prisoner_roomquality_belowaverage       Abaixo da média
prisoner_roomquality_waybelowaverage    Bem abaixo da média
prisoner_attendance                     Presença
prisoner_concentration                  Concentração
prisoner_understanding                  Compreensão
prisoner_concentration_0                Terrível
prisoner_concentration_1                Mau
prisoner_concentration_2                Adequado
prisoner_concentration_3                Bom
prisoner_concentration_4                Excelente
prisoner_passchance                     Hipótese de sucesso: *X%
prisoner_informant                      Informação Confidencial

prisoner_dayswithoutincident            *X dias sem incidentes
prisoner_availablemoney                 Dinheiro: $*X

informant_title                         INFORMANTE
informant_coverage						COBERTURA
informant_suspicion						SUSPEITA
informant_status						ESTADO
informant_none                          Não possuis Informadores no registo
informant_hint                          (Recrute prisioneiros cumprindo punição - ex.: na Solitária)
informant_recruitable                   (Informador Potencial)
informant_target                        Alvo
informant_dead                          MORTO
informant_released                      Libertado
informant_coverblown                    DESMASCARADO
informant_activate                      Ativar
informant_deactivate                    Desativar
informant_idle                          Inativo
informant_onroute                       A caminho...
informant_active                        Ativo
informant_coveragecaps                  COBERTURA *X%


contraband_owner                        Proprietário: *X
contraband_ownerunknown                 Proprietário desconhecido
contraband_stolenfrom                   Roubado de *X há *Y horas
contraband_smuggledthrough              Contrabando passou por *X há *Y horas
contraband_smuggledin                   Contrabandeado por prisioneiro  *Y horas
contraband_type                         Tipo: *X
contraband_tradevalue_title             Preços de comércio
contraband_tradevalue_low               $
contraband_tradevalue_medium            $$
contraband_tradevalue_high              $$$
contraband_tradevalue_veryhigh          $$$$

staff_exhausted                         Exausto
staff_tired                             Cansado
staff_pissedoff							Chateado
staff_onstrike                          Em greve
staff_needsrest                         Funcionário prefere descansar na sala da equipa.

dog_needskennel                         Os cães precisam de um canil para dormir.

doctor_requireinfirmary                 Requer uma Enfermaria

entity_carryingequipment                A Transportar *X
entity_carryingkeys                     A Transportar Chaves de Cela
entity_carryingstaffkeys                A Transportar Chave Mestra
entity_wearingarmour                    Utiliza *X

reports_schedule                        Reagendar todos os programas
reports_edit                            Editar agenda
reports_bankloan                        Empréstimo bancário
reports_increaseloan                    Aumentar
reports_decreaseloan                    Reduzir
reports_unlockbankloans                 Liberto pela contabilista

drugs_heroin                            Heroína
drugs_cocaine                           Cocaína

#                                       Eg "Bob's Mother"
visitor_relationship                    *Y de *X
visitor_age                             Idade: *X

family_wife                             Mulher
family_exwife                           Ex-mulher
family_girlfriend                       Namorada
family_son                              Filho
family_daughter                         Filha
family_mother                           Mãe
family_father                           Pai
family_brother                          Irmão
family_sister                           Irmã
family_lawyer                           Advogado
family_priest                           Padre
family_victims                          Família da vítima
family_caption                          Família:
family_none                             Nenhum
family_husband                          Marido
family_exhusband                        Ex-marido
family_boyfriend                        Namorado

damage_dead                             Morto
damage_unconscious                      Inconsciente
damage_serious                          Gravemente ferido
damage_injured                          Ferido
damage_amount                           *X% Danificado

message_autosaving                      A guardar...

buildtoolbar_entersearchterm            insira termo a pesquisar...

deploymentscheduler_title               CALENDARIZADOR DE DISTRIBUIÇÃO
deploymentscheduler_patrolonly          [Horário *X apenas]
deploymentscheduler_schedulenow         Mostrar destacamento AGORA
deploymentscheduler_scheduletime        Mostrar destacamento para *X.00 - *Y.00
supplyanddemand_supplyheader            OFERTA
supplyanddemand_demandheader            PROCURA

tooltip_multipleobjects                 SEPARADOR: Objetos de ciclo
remotedoor_noservo                      Portas Remotas não abrirão sem um servomotor acoplado.

targettingfood_prisonersassigned        Prisioneiros destacados: *X
targettingfood_predicteddemand          = PROCURA PREVISTA =
targettingfood_demand                   PROCURA *X
targettingfood_supply                   OFERTA *X (+*Y)
targettingfood_prisoners                prisioneiros
targettingfood_required                 Refeições necessárias: *X
targettingfood_ready                    Refeições prontas: *X
targettingfood_cooked                   Refeições em preparação: *X

roomgrading                             Classificação da Sala
roomgrading_cell_roomsize               [*E] Espaço com pelo menos *X metros quadrados
roomgrading_cell_cleanliness            [*E] Nível de limpeza superior a *X%
roomgrading_cell_outsidewindow          [*E] *Y Janela exterior
roomgrading_cell_item                   [*E] Objeto: *X

roomgrading_dormitory_roomsize          [*E] Espaço com pelo menos *X metros quadrados por prisioneiro
roomgrading_dormitory_cleanliness       [*E] Nível de limpeza superior a *X%
roomgrading_dormitory_outsidewindow     [*E] *Y janela exterior por 8 prisioneiros
roomgrading_dormitory_item              [*E] Objeto: *X por 4 prisioneiros

roomgrading_sharedcell_roomsize          [*E] Espaço com pelo menos *X metros quadrados por prisioneiro
roomgrading_sharedcell_cleanliness       [*E] Nível de limpeza superior a *X%
roomgrading_sharedcell_outsidewindow     [*E] *Y Janela exterior
roomgrading_sharedcell_item              [*E] Objeto: *X por 4 prisioneiros

roomgrading_result                      Classificação *X/*Y
roomgrading_currentoccupant             Ocupante com classificação *X
roomgrading_unoccupied                  Desocupado
roomgrading_shared_occupuants           Ocupação atual: *X / *Y

weathermap_temperature_title            Temperatura
weathermap_temperature_text             *C° C / *F° F
weathermap_temperature_c                *C° C
weathermap_temperature_f                *F° F

roomerror_nokitchen                     Não há cozinhas capazes de enviar comida para esta cantina
roomerror_noprisoners                   Não há prisioneiros designados para comer nesta cantina
roomerror_nocanteen_cells               Não há cantinas acessíveis através desta cela. Os prisioneiros nesta cela não terão onde comer
roomerror_nocanteen_kitchen             Não há cantinas acessíveis através desta cozinha. Nenhum alimento será preparado até à hora da refeição

ceos_letter                             Prezado(a),\n\n\nParabéns pela conclusão da indução básica. Agora tens a qualificação de Prison Architect!  Daqui a pouco irás projetar, construir e gerir as tuas próprias prisões, a começar do zero com um terreno vazio e algumas pilhas de tijolos.  Antes de começares, acho importante partilhar algumas lições importantes contigo.\n\n1. Qualquer prisão precisa de um Diretor. Ele deve ser uma das tuas primeiras contratações.  Constrói um escritório confortável para ele, e ele abrirá diversas instalações avançadas através do sistema de burocracia.\n\n2. As células individuais da cadeia são caras, principalmente no início, quando o orçamento é bastante reduzido.  Poupa dinheiro começando com uma grande cela temporária, que pode ser partilhada entre vários prisioneiros de uma vez.\n\n3. Coloca a cozinha e a cantina em funcionamento antes dos primeiros prisioneiros chegarem e certifica-te de que contratas alguns cozinheiros. Nada irrita mais um preso do que o estômago vazio!\n\n4. Construir uma prisão é uma empreitada cara e precisas de te tornar mestre em arrecadar grandes quantias de dinheiro através de subsídios e contratos. Acede a esses subsídios nos ecrãs de “Relatórios”.\n\nBem, é isso. Boa sorte!\n\nA Direção,\nPrison Architects Corp.

quickbuild_basiccell                    Cela Básica
quickbuild_solitarycell                 Cela Solitária
quickbuild_office                       Escritório
quickbuild_luxurycell                   Cela Luxuosa
quickbuild_sharedcell                   Cela Partilhada
quickbuild_kitchen                      Cozinha
quickbuild_canteen                      Cantina
quickbuild_utilityroom                  Sala de Redes de Serviços Públicos
quickbuild_classroom                    Sala de Aulas
quickbuild_commonroom                   Sala Comum

season_current                          Estação atual: *X
season_spring                           Primavera
season_summer                           Verão
season_autumn                           Outono
season_winter                           Inverno

weather_current                         Condições meteorológicas atuais: *X
weather_none                            Sol
weather_overcast                        Nublado
weather_rain                            Chuva
weather_snow                            Neve
weather_heatwave                        Vaga de calor
weather_torrentialrain                  Chuva torrencial

prisoner_cellerror_nonefree             Não existem celas livres para este prisioneiro
prisoner_cellerror_toohighquality       Todas as celas disponíveis têm demasiada qualidade para este prisioneiro
prisoner_cellerror_nosolitary           Este prisioneiro necessita de estar isolado, mas não existem solitárias disponíveis

group_all_staff                         Todos os funcionários
staff_onbreak                           Em intervalo
staff_onbreakremaining					Em intervalo (*Xm)
staff_breaktime                         Tempos de intervalo:


# =============================================================================
# Campaign info
# =============================================================================

campaignchapter_chapternumber			Capítulo *C


# =============================================================================
# Death Row
# =============================================================================

campaignchapter_deathrow                Corredor da Morte

campaignchapter_deathrow_description    Fomos contratados para construir uma Sala de Execução nesta prisão a tempo da execução agendada de um dos seus prisioneiros.

campaigncutscene_deathrowmurder         Duplo Homicídio
campaigncutscene_deathrowconfession     Confissão

adviser_deathrow_murder1                Eu sabia que vos encontraria aqui aos dois.
adviser_deathrow_murder2                Edward! Eu...
adviser_deathrow_murder25               Não. Por favor....não.
adviser_deathrow_murder3                O que é que vais fazer?

adviser_deathrow_church1                Posso ajudá-lo?
adviser_deathrow_church15               ...
adviser_deathrow_church2                Estás à procura de perdão?
adviser_deathrow_church3                Eu não sei. Eu preciso fazer algo, eu não consigo viver com as coisas que fiz.
adviser_deathrow_church4                Deves entregar-te. O que quer que tenhas feito, não podes fugir das consequências.
adviser_deathrow_church5                Não conseguirás viver com esse peso na consciência até que enfrentes o teu passado.
adviser_deathrow_church6                Eu quero voltar. Eu quero perdoá-la. Eu quero que ela me perdoe.
adviser_deathrow_church7                Deus perdoará, não importa o que tenhas feito, se Lhe pedires.
adviser_deathrow_church8                Mas deves responder pelos teus perante a lei. Não há outra maneira.

adviser_deathrowintro_1                 Esta vai ser difícil.
adviser_deathrowintro_2                 Existe um prisioneiro neste complexo que foi condenado por duplo homicídio e sentenciado à morte.
adviser_deathrowintro_3                 É por isso que estamos aqui. Fomos contratados para construir uma sala de execução a tempo para o seu grande dia.
adviser_deathrowintrob_1                Aqui é onde quero que a nova instalação seja construída.
adviser_deathrowintrob_2                O primeiro passo para um projeto como este é construir o próprio edifício, com espaço interno suficiente para suportar uma sala de execução e uma cela temporária.
adviser_deathrowintrob_3                Então vamos começar. Constrói uma nova instalação aqui.

adviser_deathrow_explain1               Os teus operários são os responsáveis pela construção de novas instalações.
adviser_deathrow_explain2               Eles vão recolher o aço e o betão deste armazém e levam-nos para o local da construção.
adviser_deathrow_explain3               Eles irão usar essas matérias primas para construir as fundações e as estruturas da nova instalação.
adviser_deathrow_explain4               Esta é a parte mais demorada da construção, portanto deves planear primeiro antes de construires novos edifícios.
adviser_deathrow_explain5               Enquanto esperamos, dá uma olhadela à tua volta. Usa W-A-S-D ou as setas para mover o ecrã e usa a roda do rato para aumentar ou diminuir o zoom.

objective_deathrow_building             Constrói as instalações que receberão a Ala de Execução

adviser_deathrow_buildinside1           Também precisaremos de uma entrada para a nova Ala de Execução.
adviser_deathrow_buildinside2           Constrói uma Porta de Barra Grande na parede sul.

objective_deathrow_buildouterdoor       Constrói uma Porta de Barra Grande

adviser_deathrow_internalwalls1          Dentro do edifício eu quero uma Cela e uma Sala de Execução.
adviser_deathrow_internalwalls2          Divide o espaço colocando algumas paredes de tijolo.

objective_deathrow_buildinternalwalls   Constrói as paredes internas

adviser_deathrow_internaldoors1          Agora coloca Portas de Barras Grandes nessas paredes divisórias.
adviser_deathrow_internaldoors2          Podes girar um objeto antes de colocá-lo clicando no botão do meio do rato ou pressionando R.

objective_deathrow_buildinternaldoors   Constrói portas internas (botão do meio do rato ou R para rodar um objeto)

adviser_deathrow_designation1           Está a ficar bom. Agora precisamos de definir as salas dentro daqueles espaços.
adviser_deathrow_designation2           Define uma Cela na área menor onde o condenado irá permanecer.
adviser_deathrow_designation3           E depois define a própria Sala de Execução na área maior.

objective_deathrow_designatecell        Define uma Cela
objective_deathrow_designateexecution   Define a Sala de Execução

adviser_deathrow_roomrequirements1      Estas novas áreas possuem requisitos para se tornarem funcionais.
adviser_deathrow_roomrequirements2      A Cela precisa de uma Cama e uma Sanita.
adviser_deathrow_roomrequirements3      A Sala de Execução requer uma Cadeira Elétrica.

objective_deathrow_cellobjects1         Constrói uma Cama
objective_deathrow_cellobjects2         Constrói uma Casa de Banho
objective_deathrow_executionobjects     Constrói uma Cadeira Elétrica

adviser_deathrow_optional1              Isto é o básico por enquanto. Mas ainda há algumas melhorias que podes fazer.
adviser_deathrow_optional2              A decisão é tua, elas não são realmente necessárias. Depende de quanto te importas com os prisioneiros e com o ambiente em que eles vivem.
adviser_deathrow_optional3              A Cela pode ser melhorada com uma Janela exterior e uma Prateleira de Livros.
adviser_deathrow_optional4              E o outro ambiente ficaria mais bonito com um piso de melhor qualidade, como um Piso de Madeira ou um Piso em Mosaico.
adviser_deathrow_optional5              Do lado de fora podes colocar luzes e uma calçada, se achares necessário.

adviser_deathrow_transfer05             Este é o homem em questão, Edward Romsey. Acredite ou não, ele era professor.
adviser_deathrow_transfer06             Não cabe a nós decidirmos se ele merece isso. A Lei tomou essa decisão. Estamos aqui apenas para cumpri-la.
adviser_deathrow_transfer1              Quando estiveres satisfeito com o ambiente, podes iniciar a transferência do prisioneiro para a sua nova cela.
adviser_deathrow_transfer2              Clica no prisioneiro para o selecionar e depois clica com o botão direito fora da cela dele para iniciar a transferência.

objective_deathrow_path                 (OPCIONAL) Constrói uma calçada até à nova instalação
objective_deathrow_window               (OPCIONAL) Adiciona uma janela à Cela
objective_deathrow_bookshelf            (OPCIONAL) Adiciona uma prateleira à Cela
objective_deathrow_flooring             (OPCIONAL) Refaz o chão da sala utilizando um pavimento de maior valor
objective_deathrow_outerlights          (OPCIONAL) Adiciona algumas luzes ao exterior da instalação
objective_deathrow_transferinmate       Quando estiveres pronto, inicia a transferência do prisioneiro. Clica nele para o selecionar e clica com o botão direito na área marcada do lado de fora da cela.

adviser_deathrow_setupmurder1           Não tenhas pena desse tipo. Ele é um assassino frio, culpado das acusações.
adviser_deathrow_setupmurder2           Ele mesmo confessou. Queres ouvir os detalhes do que ele fez?
adviser_deathrow_setupmurder3           É muito duro. "Foi por volta das 23h. As luzes já estavam acesas. Eu sabia que ela estava em casa..."
adviser_deathrow_postmurder1            Como eu disse, um assassino frio.
adviser_deathrow_postmurder2            Claro como o dia, se me perguntas. Merece cada volt que vai receber.
adviser_deathrow_postmurder3            Todas as pessoas merecem o perdão, até mesmo ele. Tens a certeza que lhe consegues dar o julgamento final?
adviser_deathrow_postmurder4            Apanhar a mulher com outro homem não é desculpa para o que ele fez.
adviser_deathrow_postmurder5            E foi até lá com uma arma carregada, sabendo que encontraria os dois juntos. Isso é duplo homicídio premeditado.
adviser_deathrow_postmurder6            Ele cooperou com as autoridades sem dificultar. Este estado está a usá-lo como publicidade.
adviser_deathrow_postmurder7            Se tivesse cometido o crime a 300 Km a norte daqui estaria a pedir prisão perpétua. Como pode isso ser justiça?
adviser_deathrow_postmurder8            Queres um tipo como estes a andar livre por aí? Eu vou dormir muito bem quando souber que ele se foi.


adviser_deathrowelectricity_1           Bom trabalho até agora.
adviser_deathrowelectricity_2           Porém, existe um problema: a sala de execução ainda não está a funcionar porque não tem energia.
adviser_deathrowelectricity_3           Precisamos de ligá-la à rede elétrica.

adviser_deathrowelectricityb_1          Agora estamos a ver a prisão no Modo Utilidades, o qual mostra a disposição dos fios de energia por toda a prisão.
adviser_deathrowelectricityb_2          Cada instalação na prisão está ligada à rede de energia através desses cabos finos de energia subterrâneos.
adviser_deathrowelectricityb_3          A eletricidade é enviada para a prisão por esta sub-estação, a qual obtém eletricidade da rede nacional.
adviser_deathrowelectricityb_4          Como podes ver, toda essa ala da prisão está sem energia. Todas as luzes estão apagadas.
adviser_deathrowelectricityb_4b         Para corrigir esse problema, primeiro temos que alternar para o Modo Utilidades para descobrir por que as luzes estão sem energia.
adviser_deathrowelectricityb_5          Os cabos mais próximos estão muito longe. Os nossos engenheiros não conseguem concluir a cablagem para essa área.
adviser_deathrowelectricityb_6          Faz extensões dos cabos elétricos próximos para abranger esta ala da prisão.

objective_deathrow_cellpower            Liga a ala à rede de energia

adviser_deathrow_connectchair_1         As luzes não são as únicas coisas que precisam de energia. A nova Cadeira Elétrica também precisa.
adviser_deathrow_connectchair_2         Usa os cabos de energia para ligar a ala de execução à rede de energia.
adviser_deathrow_connectchair_3         A cadeira elétrica é um tipo especial de dispositivo elétrico. Requer uma linha dedicada de energia. Tens de a ligar diretamente aos cabos de energia.

objective_deathrow_chairpower           Liga a Cadeira Elétrica à rede de energia
objective_deathrow_condemnedcellpower   Liga a Cela à rede de energia

adviser_deathrow_testchair_1            Acho que estamos quase a acabar. Deveríamos testar a nova Sala de Execução pelo menos uma vez antes de a utilizar.
adviser_deathrow_testchair_2            Vou ligá-la por alguns segundos, ver se está tudo a funcionar.
adviser_deathrow_testchair_3            Bom, não funcionou!  Parece que puxámos muita energia e o disjuntor disparou na Estação de Energia. A prisão está toda às escuras.
adviser_deathrow_testchair_4            Vamos precisar de mais energia para suportar o pico que a cadeira gera.
adviser_deathrow_testchair_5            Primeiro, precisamos voltar a ligar a energia. É um processo com duas etapas:
adviser_deathrow_testchair_5b           Volta a ligar a estação de energia clicando na mesma.
adviser_deathrow_testchair_6            Depois, constrói mais três geradores para que haja energia suficiente para ligar a cadeira elétrica.
adviser_deathrow_testchair_7            Após teres feito isso, testa a cadeira elétrica novamente, clicando nela no Modo Utilidades para ligá-la.

objective_deathrow_poweron              Liga novamente a Estação de Energia (no Modo Utilidades, clica na Estação de Energia para voltar a ligá-la)
objective_deathrow_expandpower          Aumenta a energia da estação com três novos Transformadores
objective_deathrow_chairworking         Testa a cadeira novamente (clica nela em Modo Utilidades para ativá-la)

adviser_deathrow_execution_1            Muito bem. Acredito que este trabalho está concluído.
adviser_deathrow_execution_2            O que acontece agora não está nas nossas mãos. Nós fizemos um trabalho profissional e isso é muito importante no nosso ramo.
adviser_deathrow_execution_3            Tenta não ficar abalado com o que acontecerá a seguir.

adviser_deathrow_setupexecution1        Está na hora, Edward.
adviser_deathrow_setupexecution2        Fizeste a coisa certa, mesmo que esse mundo não te perdoe.
adviser_deathrow_setupexecution3        Em breve estarás com Deus e Ele te dará o julgamento final.

adviser_deathrow_setupexecution4        Edward Romsey. Foste condenado por duplo homicídio qualificado.
adviser_deathrow_setupexecution5        A sentença é a morte.
adviser_deathrow_setupexecution6        Tens alguma coisa a dizer?
adviser_deathrow_setupexecution7        Susan...
adviser_deathrow_setupexecution8        Sinto muito.

# =============================================================================
# Expense popups
# =============================================================================

finance_cost_prisonsale                 Venda da antiga prisão
finance_cost_equiptazer                 Equipamento: Taser
finance_cost_equipbodyarmour            Equipamento: Colete
finance_cost_exports                    Exportação
finance_cost_foundations                Fundações
finance_cost_cashflow                   Fluxo de caixa
finance_cost_bankloan                   Empréstimo bancário
finance_cost_bankloan_repayment         Pagamento de empréstimos
finance_cost_sharesale                  Venda de ações
finance_cost_sharepurchase              Compra de ações
finance_cost_grantadvance               Adiantamento de subsídios
finance_cost_grantcompletion            Pagamento final de subsídios
finance_cost_reformprogram              Sessão de Programa de Reintegração
finance_cost_repair                     Reparar
finance_cost_sellobject                 Vender objeto
finance_cost_landpurchase               Compra de terrenos
finance_cost_prisonerintake             Entrada de prisioneiros
finance_cost_grantcancellation          Custos de cancelamento
finance_cost_grantrefund                - Reembolso: *X
finance_cost_grantfine                  - Multa: *X
finance_cost_executionfine              Multa por execução irregular
finance_cost_executioncompensation      Compensação por execução
finance_cost_shopintake                 Receita da loja
finance_cost_prisonerwages              Salário dos prisioneiros
finance_cost_fine                       Multa
finance_cost_shopcommission             Comissão das vendas da loja


# =============================================================================
# Clock
# =============================================================================

clock_speed_0                           ||
clock_speed_1                           >
clock_speed_2                           >>
clock_speed_5                           >>>
clock_speed_10							>>>>
clock_speed_half                        ...
clock_add_hour                          +
clock_am                                AM
clock_pm                                PM

# =============================================================================
# Events
# =============================================================================

event_powerstationfire                  Uma oscilação de energia sobrecarregou o gerador e ardeu!
event_powerstationfire_x                Uma oscilação de energia causou uma sobrecarga catastrófica no gerador e tudo explodiu!
event_powerstationfirelarge             Uma oscilação de energia sobrecarregou o gerador e ardeu!
event_powerstationfirelarge_x           Uma oscilação de energia causou uma sobrecarga catastrófica no gerador e tudo explodiu!
event_kitchenfire                       Começou um incêndio na cozinha!
event_waterpipeburst                    Um cano estoirou e a área está a ficar inundada. Arranja isso antes que o estrago seja demasiado grave.
event_bulkintake                        Um desastre numa prisão próxima deixou uma secção inteira das instalações inutilizada. Não temos outra escolha, a não ser transferir os prisioneiros para a tua prisão, pois não há outro local próximo. Daqui a pouco eles estão a chegar.
event_workshopaccident                  Um prisioneiro ficou gravemente ferido num acidente na oficina e não pode ser transportado! Manda um médico, rápido!
event_subsidence                        O assentamento do terreno destruiu uma secção do nosso muro exterior. Tens de reparar isso imediatamente!
event_earthquake                        Um terremoto local fez uma secção da prisão desmoronar!
event_virus                             Estamos a receber relatos de que vários prisioneiros estão doentes. Talvez seja interessante identificar e isolar os infetados para combater a epidemia.
event_virus_x                           Estamos a receber relatos de que vários prisioneiros estão doentes e os sintomas parecem ser graves. Deves considerar colocar os doentes em isolamento e tratá-los antes que isso se espalhe mais.
event_treefire                          Há um incêndio na nossa área florestal!
event_foodpoisoning                     Temos recebido indicações de intoxicações alimentares entre os prisioneiros. Alguns dos alimentos da cozinha devem estar estragados. Infelizmente, não há muito a fazer pelos que estão doentes; só se pode esperar.
event_cilistleak                        Não sabemos como, mas as identidades dos nossos informantes confidenciais foram descobertas. Se não os colocarmos já num sítio seguro, ficam numa situação de grande perigo.
event_keysersoze                        Um recente caso muito noticiado sobre gangues referiu que um dos nossos prisioneiros de Segurança Mínima é um dos maiores líderes do gangue. Conseguiu passar despercebido, mas agora todos sabem quem ele é...
event_preacherconversion                Um dos nossos prisioneiros mais carismáticos converteu-se à religião evangélica, e outros parecem estar a ser influenciados pela sua forma de pensar. Não é necessariamente um problema, mas os nossos prisioneiros poderão vir a ter mais necessidades espirituais.

event_massassassination_1               As identidades de várias testemunhas num caso de execução foram reveladas e alguns deles são teus prisioneiros.
event_massassassination_2               Eles foram ameaçados, mas precisamos deles vivos. Precisas de identificar os prisioneiros e assegurar a sua proteção até à data do julgamento.
event_massassassination_3_x             Só agora é que ficámos a saber disso, não tens muito tempo até essas ameaças se tornarem realidade.

event_tvremovaldemand_1                 A comunicação social iniciou uma campanha sobre os serviços/infraestruturas disponibilizadas aos prisioneiros, que está a colocar muita pressão sobre o meu gabinete.
event_tvremovaldemand_2                 Estou a publicar uma nota oficial que proíbe televisões nas áreas comuns das prisões. Tens de retirar todas as TVs das suas salas comunitárias, senão recebes uma multa. Tens 6 horas.
event_tvremovaldemand_fine              Não retiraste as televisões das salas comunitárias, o que agora é exigido por lei. Foste multado e continuarás a receber multas até cumprires a regra.
event_tvremovaldemand_complete          Os meios de comunicação mudaram de assunto e a proibição oficial das televisões em áreas comuns foi revogada. Poderás reinstalá-las à vontade se quiseres.

event_weightsremovaldemand_1            Os meios de comunicação começaram uma campanha a respeito das mordomias para os prisioneiros e isso está a pertubar-me.
event_weightsremovaldemand_2            Estou a publicar uma nota oficial que proíbe equipamentos de ginástica nos pátios da prisões, por isso precisas de retirar todos os bancos de musculação dos seus pátios para não seres multado. Tens 6 horas.
event_weightsremovaldemand_fine         Não retiraste todos os bancos de musculação dos pátios, o que agora é exigido por lei. Foste multado e continuarás a receber multas até te adequares à regra.
event_weightsremovaldemand_complete     Os meios de comunicação mudaram de assunto e a proibição oficial dos bancos de musculação em pátios foi revogada. Poderás reinstalá-los à vontade se quiseres.

event_lessfooddemand_1                  O Conselho decidiu experimentar algumas medidas de contenção de custos nas nossas instalações e a tua prisão foi incluída.
event_lessfooddemand_2                  Queremos que reduzas a quantidade de refeições e a política de variedade das refeições, para vermos o efeito disso nos orçamentos gerais.
event_lessfooddemand_fine               Como optaste por não implementar as novas políticas de alimentação que pedimos, vamos descontar a potencial poupança diretamente dos teus fundos. Isso irá continuar a acontecer até fazeres o que solicitamos.
event_lessfooddemand_complete           A experiência com o orçamento de alimentação terminou e os resultados são inconclusivos. És livre de definir as políticas de alimentação como quiseres.

event_removevisitationdemand_1          Um incidente noutra prisão chamou a atenção a problemas potenciais com as verificações de segurança nos momentos de visitas das famílias nas prisões.
event_removevisitationdemand_2          Até à revisão adequada dos processos, todas as visitas devem ser suspensas. Tens 12 horas para remover todas as salas de visitas da prisão.
event_removevisitationdemand_fine       Não removeste as salas de visitas da prisão, apesar dos problemas atuais com segurança. Foste multado e continuarás a receber multas até te adequares à regra.
event_removevisitationdemand_complete   Concluímos a revisão da segurança do processo de visitas, e agora as salas de visitas podem ser reinstutuídas na prisão, caso queiras.

event_lessworkdemand_1                  Fiquei a saber que os prisioneiros estão insatisfeitos com o número de horas que devem trabalhar durante o dia e estão a planear causar problemas se isso não for reduzido.
event_lessworkdemand_2                  Um guarda ouviu alguém dizer que se eles tivessem que trabalhar mais de 2 horas, iriam “acabar com este local”.
event_lessworkdemand_ignore             Parece que os prisioneiros desistiram e acomodaram-se. Não estão satisfeitos com isso, mas é bom mostrar-lhe quem é o chefe aqui.
event_lessworkdemand_complete           Os prisioneiros conformaram-se com as horas de trabalho. Acho que consideraram os últimos dias como uma espécie de férias. Podemos voltar a pô-los a trabalhar sem problemas.

