
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	새로시작
prisoner_roomquality_belowaverage	낮음
prisoner_roomquality_waybelowaverage	아주 낮음
prisoner_attendance	출석
prisoner_concentration	집중도
prisoner_understanding	이해도
prisoner_concentration_0	형편없음
prisoner_concentration_1	나쁨
prisoner_concentration_2	적당
prisoner_concentration_3	좋음
prisoner_concentration_4	우수함
prisoner_passchance	성공 가능성: *X%
prisoner_informant	비밀 정보원

prisoner_dayswithoutincident	무사고 *X일
prisoner_availablemoney	현금 : $*X

informant_title	정보원
informant_coverage	활동 범위
informant_suspicion	의심
informant_status	상태
informant_none	비밀 정보원이 없습니다
informant_hint	(감금된 죄수를 고용하세요 - 독방에 있는 죄수 등)
informant_recruitable	(잠재적 정보원)
informant_target	목표
informant_dead	사망
informant_released	출소
informant_coverblown	정체 노출
informant_activate	활성화
informant_deactivate	비활성화
informant_idle	할 일 없음
informant_onroute	이동중...
informant_active	활동중
informant_coveragecaps	활동 범위 *X%


contraband_owner	소유자: *X
contraband_ownerunknown	소유자 모름
contraband_stolenfrom	*Y시간 전 *X 에서 훔침
contraband_smuggledthrough	*Y시간 전 *X을(를) 통해 반입
contraband_smuggledin	*Y시간 전 죄수가 반입
contraband_type	종류: *X
contraband_tradevalue_title	거래 가격
contraband_tradevalue_low	$
contraband_tradevalue_medium	$$
contraband_tradevalue_high	$$$
contraband_tradevalue_veryhigh	$$$$

staff_exhausted	탈진
staff_tired	지침
staff_pissedoff	짜증남
staff_onstrike	파업 중
staff_needsrest	직원이 직원휴게소에서 쉬어야 합니다.

dog_needskennel	경비견은 잠을 잘 사육장이 필요합니다.

doctor_requireinfirmary	의무실 필요

entity_carryingequipment	*X 소지
entity_carryingkeys	철창문 열쇠 소지
entity_carryingstaffkeys	직원문 열쇠 소지
entity_wearingarmour	*X 착용

reports_schedule	모든 프로그램 일정 재조정
reports_edit	일정 편집
reports_bankloan	은행 대출
reports_increaseloan	증가
reports_decreaseloan	축소
reports_unlockbankloans	회계사가 잠금해제

drugs_heroin	헤로인
drugs_cocaine	코카인

#                                       Eg "Bob's Mother"
visitor_relationship	*X의 *Y
visitor_age	나이: *X

family_wife	아내
family_exwife	전 아내
family_girlfriend	여자 친구
family_son	아들
family_daughter	딸
family_mother	어머니
family_father	아버지
family_brother	형제
family_sister	여자 형제
family_lawyer	변호사
family_priest	신부
family_victims	피해자의 가족
family_caption	가족:
family_none	없음
family_husband	남편
family_exhusband	전남편
family_boyfriend	남자친구

damage_dead	사망
damage_unconscious	의식없음
damage_serious	중상
damage_injured	부상
damage_amount	*X% 파손

message_autosaving	자동 저장 중...

buildtoolbar_entersearchterm	찾을 단어 입력...

deploymentscheduler_title	배치 일정
deploymentscheduler_patrolonly	[*X만 일정수립]
deploymentscheduler_schedulenow	지금 배치 표시
deploymentscheduler_scheduletime	*X.00 - *Y.00 배치 표시
supplyanddemand_supplyheader	공급
supplyanddemand_demandheader	수요

tooltip_multipleobjects	탭: 물품 회전
remotedoor_noservo	원격조종 문은 개폐기가 부착되지 않으면 작동하지 않습니다.

targettingfood_prisonersassigned	할당된 죄수 : *X
targettingfood_predicteddemand	= 요구 예상값 =
targettingfood_demand	*X 요구
targettingfood_supply	*X (+*Y) 공급
targettingfood_prisoners	죄수
targettingfood_required	식사 필요량: *X
targettingfood_ready	식사 준비량 : *X
targettingfood_cooked	조리중 식사: *X

roomgrading	방 평가
roomgrading_cell_roomsize	[*E] 방 크기 최소 *X제곱
roomgrading_cell_cleanliness	[*E] 청결도 *X% 이상
roomgrading_cell_outsidewindow	[*E] *Y 실외창
roomgrading_cell_item	[*E] 항목: *X

roomgrading_dormitory_roomsize	[*E] 죄수당 방 크기 최소 *X제곱
roomgrading_dormitory_cleanliness	[*E] 청결도 *X% 이상
roomgrading_dormitory_outsidewindow	[*E] *Y 죄수 8인당 실외창 개
roomgrading_dormitory_item	[*E] 항목: 죄수 4인당 *X 개

roomgrading_sharedcell_roomsize	[*E] 죄수당 방 크기 최소 *X제곱
roomgrading_sharedcell_cleanliness	[*E] 청결도 *X% 이상
roomgrading_sharedcell_outsidewindow	[*E] *Y 실외창
roomgrading_sharedcell_item	[*E] 항목: 죄수 4인당 *X개

roomgrading_result	등급 *X/*Y
roomgrading_currentoccupant	입주자의 평가 *X
roomgrading_unoccupied	입주자 없음
roomgrading_shared_occupuants	현재 수감자 수: *X / *Y

weathermap_temperature_title	온도
weathermap_temperature_text	*C° C / *F° F
weathermap_temperature_c	*C° C
weathermap_temperature_f	*F° F

roomerror_nokitchen	이 식당에 음식을 보내줄 수 있는 주방이 없습니다
roomerror_noprisoners	이 식당에서 음식을 먹도록 배정된 죄수가 없습니다
roomerror_nocanteen_cells	이 감방에서 갈 수 있는 식당이 없습니다. 이 감방에 있는 죄수는 먹으러 갈 곳이 없습니다.
roomerror_nocanteen_kitchen	이 주방에서 갈 수 있는 식당이 없습니다. 조리시간에 아무 요리도 만들지 않을 것입니다.

ceos_letter	안녕하세요.\n\n\n오리엔테이션을 마친 것을 축하합니다. 이제 당신은 완전히 자격을 갖춘 교도소 건축가입니다! 당신은 빈 공터와 벽돌 몇 무더기로 교도소를 설계하고 건축하고 운영해야 합니다. 시작하기 전에 당신에게 중요한 몇 가지 사실을 알려주려고 합니다.\n\n1. 모든 교도소에는 교도소장이 필요합니다. 가장 먼저 고용해야 할 사람입니다. 교도소장에게 멋진 사무실을 지어주면 그가 업무결재시스템을 통해 고급 시설과 기능들을 사용 가능하게 할 것입니다.\n\n2. 개인별 감방은 비용이 많이 듭니다. 특히 자금이 충분하지 못한 초기에는 더욱 그렇습니다. 여러 죄수들이 함께 사용할 수 있는 커다란 유치장 하나로 시작해서 돈을 절약하세요.\n\n3. 첫 번째 죄수들이 들이닥치기 전에 식당과 주방을 건축하고, 요리사를 고용하세요. 배고픔은 죄수들을 포악하게 만듭니다!\n\n4. 교도소 건설과 운영은 큰 돈이 들어가는 사업입니다. 그러니 보조금과 계약을 통해 많은 돈을 조달하는데 능숙해야 합니다. '보고서' 화면을 통해 보조금에 접근할 수 있습니다.\n\n알려드릴 것은 이게 다입니다. 행운을 빕니다!\n\n프리즌 아키텍처 공사\nCEO 드림

quickbuild_basiccell	기본 감방
quickbuild_solitarycell	독방
quickbuild_office	사무실
quickbuild_luxurycell	호화 감방
quickbuild_sharedcell	공동 감방
quickbuild_kitchen	주방
quickbuild_canteen	구내 식당
quickbuild_utilityroom	다용도실
quickbuild_classroom	교실
quickbuild_commonroom	휴게실

season_current	현재 계절: *X
season_spring	봄
season_summer	여름
season_autumn	가을
season_winter	겨울

weather_current	현재 날씨: *X
weather_none	맑음
weather_overcast	흐림
weather_rain	비
weather_snow	눈
weather_heatwave	열파
weather_torrentialrain	폭우

prisoner_cellerror_nonefree	이 죄수를 수감할 수 있는 빈 감방이 없습니다
prisoner_cellerror_toohighquality	사용할 수 있는 모든 빈 감방은 이 죄수에게 배정하기에는 너무 고급입니다
prisoner_cellerror_nosolitary	이 죄수에게는 독방이 필요하나 사용할 수 있는 독방이 없습니다

group_all_staff	전 직원
staff_onbreak	휴식 중
staff_onbreakremaining	휴식 중 (*Xm)
staff_breaktime	휴식 시간:


# =============================================================================
# Campaign info
# =============================================================================

campaignchapter_chapternumber	챕터 *C


# =============================================================================
# Death Row
# =============================================================================

campaignchapter_deathrow	사형수

campaignchapter_deathrow_description	예정된 사형수 사형집행이 제때 이루어지도록 교도소에 사형집행실을 짓기로 계약했습니다.

campaigncutscene_deathrowmurder	두 명을 살해한 살인범
campaigncutscene_deathrowconfession	고백

adviser_deathrow_murder1	너희 둘이 여기 있을 줄 알았어.
adviser_deathrow_murder2	에드워드! 저는...
adviser_deathrow_murder25	아니 필요 없어… 됐어.
adviser_deathrow_murder3	어떻게 하려는 거예요?

adviser_deathrow_church1	어떻게 오셨소?
adviser_deathrow_church15	...
adviser_deathrow_church2	용서를 구하시오?
adviser_deathrow_church3	모르겠어요. 뭔가 해야하지만, 제가 저지른 일 때문에 살아 갈 수가 없어요.
adviser_deathrow_church4	자수하시오. 당신이 무슨 일을 저질렀건 그 결과를 피할 수는 없소.
adviser_deathrow_church5	자신의 과거와 대면하지 않고서 스스로를 용납할 수 없는 것이오.
adviser_deathrow_church6	돌아가고 싶어요. 그녀를 용서하고 싶고, 또 그녀에게 용서받고 싶어요.
adviser_deathrow_church7	신에게 용서를 구하면, 당신이 무엇을 했건 용서해줄 것이오.
adviser_deathrow_church8	하지만 법적인 측면에서 당신이 저지른 범죄에 책임을 져야하오. 다른 길은 없소.

adviser_deathrowintro_1	좀 까다로운 일이 있소.
adviser_deathrowintro_2	이 시설에 두 명을 살해하고 사형을 선고받은 죄수가 구금되어 있소.
adviser_deathrowintro_3	우리가 해야 할 일이 있는데. 그 자를 위해 큰일을 치룰 사형집행실을 짓기로 계약을 했소.
adviser_deathrowintrob_1	여기에 새 시설을 지었으면 좋겠소.
adviser_deathrowintrob_2	모든 일의 첫 단계는 건물을 짓는 것이오.  사형집행실과 유치장이 들어갈 수 있어야 하오.
adviser_deathrowintrob_3	그럼 시작합시다. 여기에 새 건물을 지어보시오.

adviser_deathrow_explain1	건물을 짓는 것은 인부들이 할 것이오.
adviser_deathrow_explain2	그들이 이 창고에서 철근과 콘크리트를 가지고 건설장소로 갈 것이오.
adviser_deathrow_explain3	그들이 이 자재를 가지고 건물의 기초와 틀을 세울 것이오.
adviser_deathrow_explain4	새 건물을 세울 때 이것이 가장 오래 걸리는 부분이니 미리 계획을 세우시오.
adviser_deathrow_explain5	기다리는 동안 주위를 둘러보시오. WASD 키나 화살표 키로 이동하고 마우스 휠로 확대 축소할 수 있소.

objective_deathrow_building	사형집행 시설을 수용할 건물 건축

adviser_deathrow_buildinside1	새 사형집행 시설에 들어갈 입구도 필요하오.
adviser_deathrow_buildinside2	남쪽 벽에 대형 철창문을 설치하시오.

objective_deathrow_buildouterdoor	대형 철창문 입구 설치

adviser_deathrow_internalwalls1	건물 안에 감방과 사형집행실 만들었으면 좋겠소.
adviser_deathrow_internalwalls2	벽돌 벽을 쌓아 공간을 나누시오.

objective_deathrow_buildinternalwalls	내부 벽 건축

adviser_deathrow_internaldoors1	이제 벽 사이에 대형 철창문을 넣으시오.
adviser_deathrow_internaldoors2	가운데 마우스 버튼(또는 R 키)을 누르면 물건을 회전시킬 수 있소.

objective_deathrow_buildinternaldoors	내부 문 설치(가운데 마우스 버튼이나 R 키로 물건 회전)

adviser_deathrow_designation1	보기가 좋소. 이제 이 공간에 방을 지정할 필요가 있소.
adviser_deathrow_designation2	사형수가 생활할 작은 공간을 감방으로 지정하시오.
adviser_deathrow_designation3	그리고 큰 공간을 사형집행실로 지정하시오.

objective_deathrow_designatecell	감방 지정
objective_deathrow_designateexecution	사형집행실 지정

adviser_deathrow_roomrequirements1	방을 사용하기 전에 필요한 것들이 있소.
adviser_deathrow_roomrequirements2	감방에는 침대와 화장실이 필요하오.
adviser_deathrow_roomrequirements3	사형집행실에는 전기의자가 필요하오.

objective_deathrow_cellobjects1	침대 설치
objective_deathrow_cellobjects2	화장실 설치
objective_deathrow_executionobjects	전기의자 설치

adviser_deathrow_optional1	이제 기본적인 것은 다 되었소. 하지만 몇 가지 개선할 것이 있소.
adviser_deathrow_optional2	반드시 필요한 것은 아니니 당신 생각에 달려있소. 죄수와 환경을 얼마나 생각하느냐에 달렸소.
adviser_deathrow_optional3	바깥으로 향한 창문과 작은 책장을 놓아 감방을 개선할 수 있소.
adviser_deathrow_optional4	그리고 나무 바닥재나 모자이크 타일 같은 고급자재를 쓰면 시설이 더 좋아 보일 것이오.
adviser_deathrow_optional5	바깥에는 조명을 달고 필요하다면 통로를 만들 수도 있소.

adviser_deathrow_transfer05	이 자가 바로 문제의 인물, 에드워드 롬지라고 하오. 선생님이었다고 하는데, 믿을 수 있겠소.
adviser_deathrow_transfer06	그에게 이것이 합당한지 판단하는 것은 우리 몫이 아니오. 결정은 법이 하고 우리는 그대로 따르기만 하면 되는 것이오.
adviser_deathrow_transfer1	준비된 시설이 마음에 들면 죄수를 새 감방으로 이감할 수 있소.
adviser_deathrow_transfer2	감방 안에 있는 폴라로이드를 클릭하면 이감이 시작되오.

objective_deathrow_path	(선택사항) 새로운 시설에 통로 설치
objective_deathrow_window	(선택사항) 감방에 창문 설치
objective_deathrow_bookshelf	(선택사항) 감방에 책장 설치
objective_deathrow_flooring	(선택사항) 바닥을 고급 소재로 바꾸기
objective_deathrow_outerlights	(선택사항) 시설 외부에 조명 설치
objective_deathrow_transferinmate	준비가 되었으면 에드워드의 감방에 있는 폴라로이드를 클릭해서 죄수를 이감합니다.

adviser_deathrow_setupmurder1	이 자를 위해 한 방울의 눈물도 흘리지 마세요. 냉혈한 살인마일뿐이예요.
adviser_deathrow_setupmurder2	자백까지 했어요. 그가 무슨 말을 했는지 듣고 싶어요?
adviser_deathrow_setupmurder3	들어보세요. "밤 11시 정도였습니다. 불은 이미 켜져 있었습니다. 그녀가 집에 있다는 건 알고 있었습니다..."
adviser_deathrow_postmurder1	내가 말한대로, 냉혈한 살인마예요.
adviser_deathrow_postmurder2	모든 것은 명백해요. 그에게는 전기의자가 마땅해요.
adviser_deathrow_postmurder3	모든 사람은 용서받을 수 있소. 그도 마찬가지요. 당신이 최후의 심판을 할 수 있다고 생각하오?
adviser_deathrow_postmurder4	아내와 다른 남자가 함께 있는 모습을 잡았다고 해도 그건 이유가 되지 않아요.
adviser_deathrow_postmurder5	그는 그들이 함께 있다는 것을 알고 장전된 총을 들고 그곳으로 갔어요. 두 명을 살해한 계획적인 살인 범죄죠.
adviser_deathrow_postmurder6	그가 이렇게 된 것은 정부하고도 관련이 있소. 이 주에서는 본보기를 만들려고 하오.
adviser_deathrow_postmurder7	그가 이 범죄를 북쪽으로 100마일 떨어진 곳에서 저질렀다면 무기징역을 받았을 거요. 그것이 정의롭지 않겠소?
adviser_deathrow_postmurder8	이런 자가 자유롭게 활보하기를 바라세요? 나는 이런 자를 완전히 보내버려야 밤에 잠을 푹 잘 수 있어요.


adviser_deathrowelectricity_1	지금까지 잘 했소.
adviser_deathrowelectricity_2	하지만 한 가지 문제가 있소. 사형집행실에 전기가 들어오지 않아 제대로 작동하지 않고 있소.
adviser_deathrowelectricity_3	전기를 연결해야 하오.

adviser_deathrowelectricityb_1	우리는 지금 공공시설 모드에서 교도소를 보고 있소. 교도소 전체에 대한 전기배선을 볼 수 있소.
adviser_deathrowelectricityb_2	각 건물은 지하에 묻힌 전력 케이블로 전력망에 연결되어 있소.
adviser_deathrowelectricityb_3	교도소의 전기는 이 변전소에서 공급하고 있소. 이것이 전력망에서 전기를 끌어온다오.
adviser_deathrowelectricityb_4	보는 것처럼 모든 감방동에 전기 공급이 안 되고 있소. 조명도 모두 나갔고.
adviser_deathrowelectricityb_4b	이 문제를 해결하려면 공공시설 모드로 전환해서 왜 전기가 나갔는지 알아봐야 하오.
adviser_deathrowelectricityb_5	가장 가까운 전력 케이블이 너무 멀어서 기술자들이 이 구역에 배선을 마칠 수가 없소.
adviser_deathrowelectricityb_6	전력 케이블을 근처까지 확장해야 겠소.

objective_deathrow_cellpower	방에 전기 연결하기

adviser_deathrow_connectchair_1	조명만 전기가 필요한 것은 아니오. 전기의자도 전기가 필요하오.
adviser_deathrow_connectchair_2	전력 케이블을 사형집행실까지 연결하시오.
adviser_deathrow_connectchair_3	전기의자는 특별한 전기 장치로 전용선이 필요하오. 전력 케이블을 직접 연결해야 하오.

objective_deathrow_chairpower	전기의자에 전기 연결하기
objective_deathrow_condemnedcellpower	감방에 전기 연결하기

adviser_deathrow_testchair_1	거의 다 된 것 같소. 사형집행실을 사용하기 전에 제대로 작동하는지 시험해야겠소.
adviser_deathrow_testchair_2	몇 초동안 전원을 켤테니 잘 작동하는지 보시오.
adviser_deathrow_testchair_3	이런, 안 되겠소. 전기를 너무 많이 써서 발전기의 차단기가 내려간 것 같소. 교도소 전체가 암흑천지가 되었소.
adviser_deathrow_testchair_4	전기 의자가 제대로 작동하려면 더 많은 전력이 필요할 것 같소.
adviser_deathrow_testchair_5	먼저 다시 전원을 켜는게 필요하오. 두 가지 작업이 필요하오.
adviser_deathrow_testchair_5b	발전기를 클릭해서 나타나는 메뉴에서 스위치 켜기를 선택해서 발전기를 다시 켜시오.
adviser_deathrow_testchair_6	그다음 축전기를 세 개 더 설치해서 전기 의자에 충분한 전기를 공급하시오.
adviser_deathrow_testchair_7	작업이 완료되면 전기의자를 클릭해서 메뉴에서 스위치 켜기를 선택해서 다시 시험해 보시오.

objective_deathrow_poweron	발전기 다시 켜기(발전기를 클릭한 다음 메뉴에서 스위치 켜기를 선택)
objective_deathrow_expandpower	발전기에 축전기 3개 추가
objective_deathrow_chairworking	전기의자 다시 시험하기(전기의자를 클릭해서 스위치 켜기를 선택)

adviser_deathrow_execution_1	잘 되었소. 이 일은 다 끝난 것 같소.
adviser_deathrow_execution_2	나머지는 이제 우리 손에서 떠났소. 어려운 일을 해냈소, 그게 우리 일에서 중요한 부분이오.
adviser_deathrow_execution_3	다음에 무슨 일이 일어날지는 걱정하지 마시오.

adviser_deathrow_setupexecution1	시간이 되었소, 에드워드.
adviser_deathrow_setupexecution2	당신은 양심에 따라 행동했소. 비록 이 세상이 당신을 용서하지 않더라도 말이오.
adviser_deathrow_setupexecution3	당신은 곧 신을 만나게 될 것이고, 거기서 최후의 심판을 받을 것이오.

adviser_deathrow_setupexecution4	에드워드 롬지. 당신은 두 명을 살해한 1급 살인 혐의로 유죄를 선고받았습니다.
adviser_deathrow_setupexecution5	그 벌은 사형입니다.
adviser_deathrow_setupexecution6	마지막으로 할 말 있습니까?
adviser_deathrow_setupexecution7	수잔...
adviser_deathrow_setupexecution8	미안하오.

# =============================================================================
# Expense popups
# =============================================================================

finance_cost_prisonsale	이전 교도소 판매금
finance_cost_equiptazer	장비: 테이저
finance_cost_equipbodyarmour	장비: 방탄복
finance_cost_exports	출하품
finance_cost_foundations	건물 기초
finance_cost_cashflow	현금유출입
finance_cost_bankloan	은행 대출
finance_cost_bankloan_repayment	은행 대출 상환
finance_cost_sharesale	지분 매각
finance_cost_sharepurchase	지분 매입
finance_cost_grantadvance	보조금 선불
finance_cost_grantcompletion	보조금 잔금
finance_cost_reformprogram	교정 프로그램 수업
finance_cost_repair	수리
finance_cost_sellobject	물품 팔기
finance_cost_landpurchase	토지 구입
finance_cost_prisonerintake	죄수 입소
finance_cost_grantcancellation	취소 비용
finance_cost_grantrefund	- 환불: *X
finance_cost_grantfine	- 벌금: *X
finance_cost_executionfine	부적절한 사형집행 벌금
finance_cost_executioncompensation	사형집행 보상금
finance_cost_shopintake	판매점 매상
finance_cost_prisonerwages	죄수 임금
finance_cost_fine	벌금
finance_cost_shopcommission	매점 판매 수수료


# =============================================================================
# Clock
# =============================================================================

clock_speed_0	||
clock_speed_1	>
clock_speed_2	>>
clock_speed_5	>>>
clock_speed_10	>>>>
clock_speed_half	...
clock_add_hour	+
clock_am	오전
clock_pm	오후

# =============================================================================
# Events
# =============================================================================

event_powerstationfire	과도전압으로 인해 발전기에 과부하가 걸려 화재 발생!
event_powerstationfire_x	과도전압으로 인해 발전기에 치명적인 과부하가 걸려 전체가 폭발!
event_powerstationfirelarge	과도전압으로 인해 발전기에 과부하가 걸려 화재 발생!
event_powerstationfirelarge_x	과도전압으로 인해 발전기에 치명적인 과부하가 걸려 전체가 폭발!
event_kitchenfire	주방에서 화재 발생!
event_waterpipeburst	수도관에 파열이 생겨 주위가 물바다가 되었소. 피해가 더 커지기 전에 수리하시오.
event_bulkintake	인근 교도소에서 일어난 재해로 시설 전 구역이 사용할 수 없게 되었소. 인근에 적당한 시설이 없어서 죄수들을 당신의 교도소로 옮길 수 밖에 없소. 죄수들이 곧 도착할 것이오.
event_workshopaccident	작업장에서 사고가 발생해 죄수 한 명이 중상을 입어 움직일 수가 없소! 빨리 의사를 부르시오!
event_subsidence	지반이 침하되어 외벽의 일부가 무너졌소. 당장 수리해야 하오!
event_earthquake	지진으로 인해 교도소의 일부가 붕괴되었소!
event_virus	여러 재소자들로부터 질병 보고서를 받았소. 감염자를 확인하고 격리해서 감염이 확산되지 않도록 막는 것이 좋겠소.
event_virus_x	여러 재소자들로부터 질병 보고서를 받았는데, 증상이 심각해 보이는군요. 감염이 너무 확산되기 전에 환자들을 격리해서 치료하는 것을 고려하시오.
event_treefire	숲에 불이 났습니다!
event_foodpoisoning	죄수들 사이에 식중독이 퍼졌다는 보고를 받았습니다. 주방에 있던 일부 음식이 상했던 모양입니다. 환자에게는 안타깝지만, 그저 기다리는 것밖에는 할 수 있는 일이 없습니다.
event_cilistleak	어떻게 된 것인지는 모르겠지만 비밀 정보원의 신원이 누출되었습니다. 당장 안전한 곳으로 옮겨주지 않으면 실질적인 위험에 처하게 됩니다.
event_keysersoze	최근 세간을 들썩이게 한 갱단 사건을 통해 우리 교도소의 보안 최저등급 죄수 중 한 명이 고위급 갱단 리더임이 밝혀졌습니다. 이제까지는 이목을 잘 피해왔지만 이제는 모두가 그 정체를 알게 되었습니다...
event_preacherconversion	교도소 내에서 가장 강렬한 카리스마를 자랑하는 죄수 중 하나가 독실한 전도사가 되어 다른 죄수들이 그를 따라 생각을 바꾸고 있는 것으로 보입니다. 이것이 문제는 아니지만, 조만간 죄수들의 종교적 욕구가 증가할지도 모릅니다.

event_massassassination_1	연방 기소 사건의 여러 증인들의 신분이 유출되었소. 그들 가운데 일부가 우리 교도소의 재소자들이오.
event_massassassination_2	그들을 대상으로 공격이 가해졌소. 그들이 살아 있어야만 하오. 이 재소자들을 확인해서 재판이 열릴 때까지 안전하게 보호할 필요가 있소.
event_massassassination_3_x	이 사실을 너무 늦게 알게 되었고, 따라서 공격이 또 시작될 때까지 시간이 별로 없소.

event_tvremovaldemand_1	최근 언론에서 죄수들에게 허용되는 편의시설에 대한 캠페인을 시작해서 우리 사무실에 상당한 압력이 가해지고 있습니다.
event_tvremovaldemand_2	내가 교도소 내 공동휴게실에서 TV를 금지하는 법을 통과시킬 거요. 그러니 휴게실에서 모든 TV를 철거하지 않으면, 벌금을 물게 될 거요. 주어진 시간은 6 시간이오.
event_tvremovaldemand_fine	이제 휴게실에서 TV가 법으로 금지되었는데, 당신이 아직 TV를 철거하지 않아서 벌금이 부과되었소. 철거할 때까지 벌금이 계속 부과될 거요.
event_tvremovaldemand_complete	이제 언론이 다른 쪽으로 눈을 돌리고 있고, 휴게실에서 TV를 치우는 법안이 철회되었소. 원한다면 TV를 다시 설치하시오.

event_weightsremovaldemand_1	재소자들을 위한 편의시설에 대해 언론이 보도를 시작하면서 내 사무실 전화에 비난이 빗발치고 있소.
event_weightsremovaldemand_2	내가 교도소 운동장에서 운동 장비를 금지하는 법을 통과시킬 거요. 그러니 운동장에서 모든 역기를 철거하지 않으면, 벌금을 물게 될 거요. 주어진 시간은 6시간이오.
event_weightsremovaldemand_fine	이제 운동장에서 역기가 법으로 금지되었는데, 당신이 아직 역기를 철거하지 않아서 벌금이 부과되었소. 철거할 때까지 벌금이 계속 부과될 거요.
event_weightsremovaldemand_complete	이제 언론이 다른 쪽으로 눈을 돌리고 있고, 운동장에서 역기를 치우는 법안이 철회되었소. 원한다면 다시 설치하시오.

event_lessfooddemand_1	위원회는 우리 시설에서 비용 절감 대책을 실험하기로 결정했고, 당신의 교도소도 여기에 포함되었소.
event_lessfooddemand_2	그러니 당신의 교도소에서 배식량과 식단의 가짓수를 줄여서 이것이 전체 예산에 미치는 영향을 살펴볼 필요가 있소.
event_lessfooddemand_fine	당신이 우리가 요구한 새로운 급식 정책을 실행하지 않았으니, 절감 예상액을 당신의 자금에서 직접 환수할 거요. 내가 요구한대로 할 때까지 이것이 계속될 거요.
event_lessfooddemand_complete	식비 예산 실험이 끝났고 실험 결과가 그리 확실치 않소. 그러니 원한다면 당신의 급식 정책을 다시 실행해도 좋소.

event_removevisitationdemand_1	다른 시설에서 벌어진 사건으로 교도소에 가족 면회 시 보안 검사와 관련한 잠재적인 문제가 부각되었소.
event_removevisitationdemand_2	면회 과정을 제대로 검토할 때까지, 모든 면회를 중지해야 하오. 12시간 내에 교도소 내의 모든 면회실을 철거하시오.
event_removevisitationdemand_fine	현재의 보안 문제에도 불구하고 교도소에서 면회실을 철거하지 않아서, 벌금이 부과되었소. 철거할 때까지 계속 벌금이 부과될 것이오.
event_removevisitationdemand_complete	면회 과정에 대한 보안 검토가 끝났으니, 원한다면 교도소에 면회실을 다시 설치해도 좋소.

event_lessworkdemand_1	재소자들이 작업 시간을 불만스럽게 여겨서 시간을 줄여주지 않으면 말썽을 일으킬 계획이라는 얘기를 방금 들었소.
event_lessworkdemand_2	한 교도관이 누군가 하루에 2시간 이상 일해야 한다면 그곳을 '쑥대밭으로 만들겠다'고 말하는 걸 엿들은 모양이요.
event_lessworkdemand_ignore	재소자들이 포기하고 잠잠해진 것 같소. 그들이야 탐탁치 않겠지만, 여기서 누가 갑인지 그들에게 보여줄 필요가 있소.
event_lessworkdemand_complete	재소자들이 이제 작업 시간에 대해 안정을 되찾았소. 내 생각에는 그들이 지난 며칠 간이 휴가라고 생각한 것 같소. 이제 문제 없이 그들을 다시 일하게 만들 수 있소.

event_moresleepdemand_1	재소자들이 수면 시간이 충분히 허락되지 않아 무척 짜증스러워 한다는 민원을 받았소.
event_moresleepdemand_2	재소자들은 야간에 적어도 7시간의 수면 시간이 주어지지 않으면 말썽을 일으키겠다고 말했소.
event_moresleepdemand_ignore	재소자들이 마침내 김이 빠져서 수면 시간 부족에 대한 시위를 포기한 것 같소. 아마 너무 피곤했던 것 같소.
event_moresleepdemand_complete	재소자 취침 일정과 관련한 문제가 마침내 해결되었으니, 원한다면 일정을 다시 변경해도 좋소.

event_morefreetimedemand_1	수감자들이 하루 일과 중에 자유 시간이 적은 것에 불만이 있는 것 같소.
event_morefreetimedemand_2	뭔가 조치가 취해지지 않으면 소란을 일으키겠다고 재소자들이 속삭이는 소리를 교도관이 엿들었소.
event_morefreetimedemand_ignore	재소자들이 자유 시간 부족에 대해 말썽을 일으키는 것을 멈추고 잠잠해졌소. 독방에 갇히면 자유 시간이 더 줄어들 것임을 깨달은 모양이오.
event_morefreetimedemand_complete	자유 시간 증가에 대한 재소자들의 요구는 들어줄만큼 들어줬소. 이제 원한다면 다시 일정을 변경해도 좋소.

event_contrabandsurge_complete	죄수들의 교육 프로그램을 운영하는 교사 중 한 명이 엄청난 양의 밀반입품을 밀수해왔다는 사실이 방금 적발되었습니다. 바로 해고하기는 했으나 이미 상당한 피해를 입은 상태입니다.
event_corruptingspiritualist_complete	종교 프로그램을 위해 출입하던 종교 지도자 중 한 명이 여러 종류의 편파적 발언으로 죄수들의 흥분을 유발했다고 합니다. 바로 해고하기는 했으나, 죄수들이 진정하기까지는 시간이 좀 걸릴 듯합니다.

event_agitatingradio_1	일부 교도관의 말에 따르면 죄수들이 듣는 라디오 방송의 새로운 호스트가 죄수들을 흥분시키는 발언을 많이 했다고 합니다.
event_agitatingradio_2	당분간 라디오를 제거하는 것이 좋을 것 같습니다.
event_agitatingradio_complete	그 라디오 호스트는 불만 사항이 많이 접수되어 해고당했다고 합니다. 더 이상 교도소 내에서 라디오로 인한 문제가 생기지는 않을 겁니다.

# =============================================================================
# Events Objectives (shown in todo list)
# =============================================================================

objective_bulkintake	재소자 입소
objective_tvremovaldemand	공동휴게실에서 TV를 철거하세요.
objective_tvremovaldemand_child	공동휴게실에 TV가 없도록 조치하세요.
objective_weightsremovaldemand	운동장에서 역기를 제거하세요.
objective_weightsremovaldemand_child	운동장에 역기가 없도록 조치하세요.
