
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Nowa gra

reform_program_difficulty_easy	- Podstawowy
reform_program_difficulty_intermediate	- Średnio zaawansowany
reform_program_difficulty_advanced	- Zaawansowany
reform_program_difficulty_expert	- Bardzo zaawansowany

regime_nothing	Do celi
regime_sleep	Spanie
regime_eat	Posiłek
regime_shower	Łazienka
regime_yard	Dziedziniec
regime_work	Praca/Czas wolny
regime_lockdown	Zamknięcie
regime_freetime	Wolny czas
regime_currenttime	Teraz
regime_unspecified	Nie określono
regime_worklockdown	Praca/Do celi

regimetooltip_nothing	Więźniowie są zamknięci w celach. Mogą tylko rozmyślać o czynach, które doprowadziły ich do tego miejsca.\n\nDługotrwałe zamknięcie może być druzgocącą karą nawet dla najtwardszych więźniów.
regimetooltip_sleep	Więźniowie są zamknięci w celach z wyłączonymi światłami. Wszyscy idą spać.\n\nZ wyjątkiem tych, którzy kopią tunele...
regimetooltip_eat	Więźniowie udają się do najbliższej stołówki i siadają do posiłku.\n\nWięźniowie mogą korzystać z wszelkiego wyposażenia w stołówce, a po skończonym posiłku mogą poruszać się po więzieniu bez ograniczeń.
regimetooltip_shower	Więźniowie rozbierają się i wchodzą pod prysznic. Codzienny prysznic to podstawowy element higieny więźnia, choć niektórych trzeba zagonić do niego siłą. Po skończonym prysznicu mogą poruszać się po więzieniu bez ograniczeń.
regimetooltip_yard	Więźniowie są wypuszczani na dziedziniec, aby zażyć ruchu, słońca i świeżego powietrza.\n\nW tym czasie więźniowie będą korzystali z wszelkiego wyposażenia dostępnego na terenie dziedzińca, takiego jak ławki do podnoszenia ciężarów, telefony, prysznice itp. Po zakończeniu ćwiczeń mogą poruszać się po więzieniu bez ograniczeń.
regimetooltip_work	Więźniowie są wysyłani do pracy na terenie placówki.  Wszelkie miejsca pracy zostaną obstawione, a więźniowie automatycznie zgłoszą się na miejsce pracy. (Możesz utworzyć miejsca pracy z poziomu ekranu Rozmieszczenie)\n\nW porze pracy odbywają się również wszystkie programy resocjalizacyjne.  Więźniowie bez pracy lub programu resocjalizacyjnego mogą poruszać się swobodnie po więzieniu tak samo, jak w porze Wolny czas.
regimetooltip_freetime	Więźniowie są wypuszczani z celi i mogą korzystać z dowolnych obiektów na terenie więzienia. To ulubiona pora więźniów, którzy w tym czasie udzielają się towarzysko i spełniają swoje potrzeby.\n\nDużo wolnego czasu zmniejszy stres i napięcie wśród więźniów, choć wielu uważa, że nie jest to prawdziwa kara.
regimetooltip_worklockdown	Więźniowie są wysyłani do pracy na terenie placówki. Wszelkie miejsca pracy zostaną obstawione, a więźniowie automatycznie zgłoszą się na miejsce pracy. (Możesz utworzyć miejsca pracy z poziomu ekranu Rozmieszczenie).\n\nW porze pracy odbywają się również wszystkie programy resocjalizacyjne. Więźniowie bez pracy ani programu resocjalizacyjnego muszą pozostać w swoich celach, tak jak podczas Do celi.

regime_clear	Wyczyść harmonogram dla tej kategorii więźnia i użyj harmonogramu Zwykły rygor bezpieczeństwa.

schedule_editor_students	Studenci: *X/*Y
schedule_editor_error_staffonly	Wybrane pomieszczenie jest przeznaczone tylko dla personelu.
schedule_editor_error_noregimetime	Program jest poza czasem pracy
schedule_editor_error_noteachers	Brak nauczycieli wymaganych do tego programu
schedule_editor_error_noobjects	Odpowiednie pomieszczenie nie zawiera obiektów wymaganych do tego programu
schedule_editor_pin	Przypnij ten program
schedule_editor_unpin	Odepnij ten program

# =============================================================================
# DoorTimer stuff
# =============================================================================

doortimer_title	Włącznik czasowy drzwi
doortimer_connected_servos	Podłączone kontrolery: *X
doortimer_state_open	Otwarte
doortimer_state_closed	Zamknięte

doortimer_security_none	Brak ochrony
doortimer_security_minsec	Minimalny rygor
doortimer_security_normal	Zwykły rygor
doortimer_security_maxsec	Zaostrzony rygor
doortimer_security_Protected	Ochrona
doortimer_security_SuperMax	Najwyższy rygor
doortimer_security_DeathRow	Wyrok śmierci


# =============================================================================
# Execution
# =============================================================================

execution_stage_completed	UKOŃCZONO
execution_stage_authorise	POZWÓL
execution_stage_Start	Wszczęto egzekucję
execution_stage_Lockdown	Zamykanie całego więzienia
execution_stage_Testing	Testowanie urządzeń
execution_stage_Assemble	Zwołanie personelu egzekucyjnego
execution_stage_Witnesses	Eskortowanie świadków do pomieszczenia
execution_stage_Escort	Eskortowanie więźnia do pomieszczenia
execution_stage_Execution	EGZEKUCJA
execution_stage_Dismissed	Zwolnienie pracowników i świadków
execution_stage_FinalReport	Podsumowanie

execution_stagetooltip_start	Zleciłeś egzekucję tego więźnia i musisz postępować zgodnie z procedurą.
execution_stagetooltip_lockdown	Należy wysłać wszystkich więźniów do celi i zamknąć więzienie.
execution_stagetooltip_testing	Ostatnia próba generalna. Personel sprawdza przepływ prądu przez krzesło.  Ustala się ostateczną trasę więźnia, który musi samemu wejść do komory egzekucyjnej.
execution_stagetooltip_assemble	Naczelnik i dyrektor udają się do celi skazańca. Oprócz tego ksiądz lub wybrany przez więźnia przewodnik duchowy odwiedza go w celi, aby odmówić ostatnie modlitwy.
execution_stagetooltip_witnesses	Świadkowie egzekucji przybywają do placówki i udają się na miejsce egzekucji. Wśród nich mogą znaleźć się członkowie rodziny skazanego, a także rodziny ofiary.\n\Nb. Świadkom egzekucji należy zapewnić krzesła.
execution_stagetooltip_escort	Skazany jest eskortowany z celi do komory egzekucyjnej. Towarzyszą mu naczelnik, dyrektor i ksiądz.
execution_stagetooltip_execution	Gdy uczestnicy będą na miejscu, a wszystkie obowiązkowe czynności zostaną wykonane, wydaje się ostateczne polecenie egzekucji.
execution_stagetooltip_dismissed	Pracownicy i świadkowie są zwalniani i mogą opuścić placówkę.
execution_stagetooltip_finalreport	Po wykonaniu egzekucji sporządza się raport i dokonuje oceny.

execution_underway	TRWA EGZEKUCJA
execution_result_ok	Egzekucja krzesłem elektrycznym więźnia *N odbyła się zgodnie z planem o godzinie *T w obecności świadków. Za wykonanie egzekucji placówka otrzyma standardowe wynagrodzenie w wymiarze $10 000.
execution_result_appealed	Egzekucja krzesłem elektrycznym więźnia *N odbyła się zgodnie z planem o godzinie *T w obecności świadków. Niestety na światło dzienne wyszły nowe informacje, które wpłynęłyby na wniosek o ułaskawienie więźnia. Placówka nie poniesie jednak odpowiedzialności z tego tytułu i otrzyma standardowe wynagrodzenie za wykonanie egzekucji w wymiarze $10 000.
execution_result_innocent	Egzekucja krzesłem elektrycznym więźnia *N odbyła się zgodnie z planem o godzinie *T w obecności świadków. Niestety na światło dzienne wyszły materiały dowodowe wskazujące, że *N był niewinny. Placówka nie poniesie jednak odpowiedzialności z tego tytułu i otrzyma standardowe wynagrodzenie za wykonanie egzekucji w wymiarze $10 000.
execution_result_illegal	Egzekucja krzesłem elektrycznym więźnia *N odbyła się zgodnie z planem o godzinie *T w obecności świadków. Z powodu nieprzestrzegania procedury odwołań oraz w świetle nowych informacji, które doprowadziłyby do pozytywnego rozpatrzenia odwołania, placówka otrzymuje grzywnę w wymiarze $50 000. Z powodu nieprzestrzegania protokołu egzekucje zostały tymczasowo zawieszone, a wszelcy pozostali więźniowie skazani na śmierć zostaną przeniesieni do innej placówki.
execution_result_illegalinnocent	Nielegalna egzekucja krzesłem elektrycznym więźnia *N odbyła się zgodnie z planem o godzinie *T w obecności świadków. Ze względu na nieprzestrzeganie procedury odwołań oraz fakt, że *N był niewinny, administrator placówki otrzymuje wypowiedzenie ze skutkiem natychmiastowym.
execution_warning_one	Jeśli kolejna wykonana tutaj egzekucja będzie niezgodna z protokołem, zostaniesz zwolniony z posady.
execution_warning_two	Ze względu na nieprzestrzeganie procedury  w przeszłości, jeśli dopuścisz się kolejnego naruszenia tego typu, zostaniesz zwolniony z posady.

execution_error_MissingEquipment	BŁĄD: BRAKUJĄCE WYPOSAŻENIE\nPotrzebujesz komory egzekucyjnej z krzesłem elektrycznym.
execution_error_ElectricalSupply	BŁĄD: AWARIA PRĄDU\nBrak prądu do obsługi krzesła elektrycznego.
execution_error_NavigationPrisoner	BŁĄD: DROGA DOJŚCIA WIĘŹNIA\nSkazaniec nie może dojść z celi do komory egzekucyjnej.
execution_error_NoRouteFromRoad	BŁĄD: BRAK DOSTĘPU\nUczestnicy egzekucji z przybywający z zewnątrz nie mogą dotrzeć na miejsce.
execution_error_NoSpaceInRoom	BŁĄD: BRAK MIEJSCA\nW komorze egzekucyjnej nie ma wystarczająco miejsca dla uczestników.
execution_error_NoRoom	Aby rozpocząć egzekucję, potrzebujesz komory egzekucyjnej.

roomerror_deathrow_sharedcell	Więźniowie skazani na śmierć muszą przebywać w jednoosobowych celach; nie mogą dzielić cel z innymi więźniami.
roomerror_nonursery	Przy tej celi nie ma dostępnego pokoju dziecięcego. Cele rodzinne muszą mieć pokój dziecięcy, w którym więźniowie jedzą posiłki.
roomerror_laundryoverloaded	Nie można wyładować koszów na pranie. Pralnia może być zbyt mała, aby zaspokoić popyt.

# =============================================================================
# Misc
# =============================================================================

box_contents	Zawartość: *X
stack_contents	Zawartość: *X x *Y
mail_contents	Zawartość: *X listów
mail_opened_from	List dla więźnia *X od: *F
mail_closed_from	List do więźnia *X

object_dump	Odpad
object_todo	Lista zadań: *X
object_sale_price	Cena sprzedaży: *X

object_door_cyclepermissions	Otwórz, aby określić dostępność
object_door_cyclepermissions_1	(Otwarte, Tylko dla personelu, Zamknięte)

object_firemen_hosehelp_move	Kliknij prawy przycisk myszy, aby przesunąć tam Strażaków.
object_firemen_hosehelp_intro	Strażacy wycelują węże w pobliski ogień
object_firemen_hosehelp	Wciśnij klawisz H, aby ręcznie sterować ich wężami

interface_clone_help_copy	Przyciśnij prawy przycisk myszki i przeciągnij, aby zaznaczyć obszar do skopiowania
interface_clone_help_paste	Kliknij lewym przyciskiem myszki, aby skopiować zaznaczony obszar

object_inactive	NIEAKTYWNY
object_cctv_moremonitors	Zbuduj więcej monitorów
object_cctvmonitor_needsguards	Do obsługi monitora wymagany jest strażnik
object_processor_blocked	Nie można dotrzeć do stanowiska pracy

administrator_requiresoffice	Wymaga biura
administrator_requiresoffice_2	*X wymaga biura
office_ownership	Biuro: *X

teacher_teaching	Uczy
teacher_preparing	Przygotowuje się

prisoner_assignedto	Wymaganie: *X
prisoner_roomquality	Jakość celi: *X (*Y)
prisoner_roomquality_average	Przeciętna
prisoner_roomquality_aboveaverage	Ponadprzeciętna
prisoner_roomquality_wayaboveaverage	Znakomita
prisoner_roomquality_belowaverage	Poniżej przeciętnej
prisoner_roomquality_waybelowaverage	Dużo poniżej przeciętnej
prisoner_attendance	Frekwencja
prisoner_concentration	Skupienie
prisoner_understanding	Zrozumienie
prisoner_concentration_0	Niedostateczne
prisoner_concentration_1	Zły
prisoner_concentration_2	Dostateczne
prisoner_concentration_3	Dobry
prisoner_concentration_4	Bardzo dobre
prisoner_passchance	Szansa powodzenia: *X%
prisoner_informant	Informator

prisoner_dayswithoutincident	*X dni bez incydentów
prisoner_availablemoney	Środki pieniężne: $*X

informant_title	INFORMATOR
informant_coverage	POKRYCIE
informant_suspicion	PODEJRZENIE
informant_status	STATUS
informant_none	Nie masz informatorów
informant_hint	(werbuj więźniów pod naciskiem, np. w izolatce)
informant_recruitable	(potencjalny informator)
informant_target	Cel
informant_dead	NIE ŻYJE
informant_released	Zwolnić
informant_coverblown	PRZYKRYWKA SPALONA
informant_activate	Aktywuj
informant_deactivate	Dezaktywuj
informant_idle	Nieaktywny
informant_onroute	W trasie...
informant_active	Aktywny
informant_coveragecaps	POKRYCIE *X%


contraband_owner	Właściciel: *X
contraband_ownerunknown	Właściciel nieznany
contraband_stolenfrom	Skradziono od *X, *Y godzin temu
contraband_smuggledthrough	Skradziono z: *X, *Y godzin temu
contraband_smuggledin	Przemycono przez więźnia, *Y godzin temu
contraband_type	Typ: *X
contraband_tradevalue_title	Ceny rynkowe
contraband_tradevalue_low	$
contraband_tradevalue_medium	$$
contraband_tradevalue_high	$$$
contraband_tradevalue_veryhigh	$$$$

staff_exhausted	Wyczerpany
staff_tired	Zmęczony
staff_pissedoff	Wnerwiony
staff_onstrike	Strajkuje
staff_needsrest	Pracownicy wolą odpoczywać w pokoju socjalnym.

dog_needskennel	Psy potrzebują psiarni do spania.

doctor_requireinfirmary	Wymaga ambulatorium

entity_carryingequipment	Ma przy sobie: *X
entity_carryingkeys	Ma ze sobą klucze do więzienia
entity_carryingstaffkeys	Ma ze sobą klucz dla pracowników
entity_wearingarmour	Ubiór ochronny: *X

reports_schedule	Przeplanuj wszystkie programy
reports_edit	Edytuj harmonogram
reports_bankloan	Kredyt
reports_increaseloan	Zwiększ
reports_decreaseloan	Zmniejsz
reports_unlockbankloans	Odblokowano przez księgowego

drugs_heroin	Heroina
drugs_cocaine	Kokaina

#                                       Eg "Bob's Mother"
visitor_relationship	*Y więźnia *Y
visitor_age	Wiek: *X

family_wife	żona
family_exwife	Była żona
family_girlfriend	Dziewczyna
family_son	Syn
family_daughter	Córka
family_mother	Matka
family_father	Ojciec
family_brother	Brat
family_sister	Siostra
family_lawyer	Prawnik
family_priest	Ksiądz
family_victims	Rodzina ofiary
family_caption	Rodzina:
family_none	Brak
family_husband	Mąż
family_exhusband	Eksmąż
family_boyfriend	Chłopak

damage_dead	Martwy
damage_unconscious	Nieprzytomny
damage_serious	Poważnie ranny
damage_injured	Ranny
damage_amount	Obrażenia: *X%

message_autosaving	Autozapis...

buildtoolbar_entersearchterm	wprowadź frazę do wyszukania...

deploymentscheduler_title	HARMONOGRAM ROZMIESZCZENIA
deploymentscheduler_patrolonly	[Harmonogram tylko *X]
deploymentscheduler_schedulenow	Pokazuję rozmieszczenie TERAZ
deploymentscheduler_scheduletime	Pokazuję rozmieszczenie dla *X.00 - *Y.00
supplyanddemand_supplyheader	PODAŻ
supplyanddemand_demandheader	POPYT

tooltip_multipleobjects	Wciśnij TAB, aby przełączać między obiektami.
remotedoor_noservo	Zdalnie sterowanie drzwi nie otworzą się, jeśli nie podłączysz do nich sprawnego kontrolera.

targettingfood_prisonersassigned	Więźniowie przypisani: *X
targettingfood_predicteddemand	= PRZEWIDYWANY POPYT =
targettingfood_demand	POPYT *X
targettingfood_supply	PODAŻ *X (+*Y)
targettingfood_prisoners	więźniowie
targettingfood_required	Posiłki potrzebne: *X
targettingfood_ready	Posiłki gotowe: *X
targettingfood_cooked	Posiłki w trakcie przygotowywania: *X

roomgrading	Standard pomieszczenia
roomgrading_cell_roomsize	[*E] Powierzchnia pomieszczenia co najmniej *X kw.
roomgrading_cell_cleanliness	[*E] Czystość ponad *X%
roomgrading_cell_outsidewindow	[*E] *Y Okno zewnętrzne
roomgrading_cell_item	[*E] Pozycja: *X

roomgrading_dormitory_roomsize	[*E] Powierzchnia pomieszczenia co najmniej *X kw. na więźnia
roomgrading_dormitory_cleanliness	[*E] Czystość ponad *X%
roomgrading_dormitory_outsidewindow	[*E] *Y okno zewnętrzne na 8 więźniów
roomgrading_dormitory_item	[*E] Pozycja: *X na 4 więźniów

roomgrading_sharedcell_roomsize	[*E] Powierzchnia pomieszczenia co najmniej *X kw. na więźnia
roomgrading_sharedcell_cleanliness	[*E] Czystość ponad *X%
roomgrading_sharedcell_outsidewindow	[*E] *Y Okno zewnętrzne
roomgrading_sharedcell_item	[*E] Pozycja: *X na 4 więźniów

roomgrading_result	Standard: *X/*Y
roomgrading_currentoccupant	Więźniowi przysługuje standard: *X
roomgrading_unoccupied	Niezamieszkane
roomgrading_shared_occupuants	Obecni mieszkańcy: *X / *Y

weathermap_temperature_title	Temperatura
weathermap_temperature_text	*C° C/*F° F
weathermap_temperature_c	*C° C
weathermap_temperature_f	*F° F

roomerror_nokitchen	Brak kuchni, która mogłaby dostarczać posiłki do tej stołówki.
roomerror_noprisoners	Do stołówki nie przydzielono żadnych więźniów.
roomerror_nocanteen_cells	Ta cela nie ma dostępu do żadnej stołówki. Więźniowie z tej celi nie będą mieli gdzie jeść.
roomerror_nocanteen_kitchen	Ta kuchnia nie ma dostępu do żadnych stołówek i nie będzie gotować o porach posiłku.

ceos_letter	Szanowny Panie/Pani, \n\n\nGratulujemy ukończenia podstawowego szkolenia – jest Pan/Pani teraz w pełni wykwalifikowanym architektem więziennym!  Architekt więzienny może projektować, budować i prowadzić własne więzienie, zaczynając od pustej działki i stosu cegieł.  Przed rozpoczęciem pracy warto zapoznać się z poniższymi wskazówkami.\n\n1. Każde więzienie potrzebuje naczelnika – to jego należy zatrudnić w pierwszej kolejności.  Zbuduj dla niego ładne biuro, a ten wykorzysta system biurokracji, aby odblokować szereg zaawansowanych opcji.\n\n2. Pojedyncze cele więzienne są kosztowne, szczególnie na początku, gdy fundusze są ograniczone.  Oszczędź pieniądze, zaczynając od dużego pomieszczenia tymczasowego, w którym można umieścić wiele więźniów naraz.\n\n3. Zanim zjawią się pierwsi więźniowie, koniecznie zbuduj kuchnie i stołówkę oraz zatrudnij kucharzy – nic nie rozeźla więźnia bardziej niż pusty żołądek!\n\n4. Budowa więzienia to kosztowne przedsięwzięcie. Musisz opanować do perfekcji sztukę pozyskiwania funduszy z dotacji i kontraktów. Lista dotacji znajduje się na ekranie „Raporty”.\n\nTo wszystko – powodzenia!\n\nPrezes,\nArchitekci Więzienni, Sp. z. o.o.

quickbuild_basiccell	Cela podstawowa
quickbuild_solitarycell	Izolatka
quickbuild_office	Biuro
quickbuild_luxurycell	Cela luksusowa
quickbuild_sharedcell	Cela współdzielona
quickbuild_kitchen	Kuchnia
quickbuild_canteen	Stołówka
quickbuild_utilityroom	Pomieszczenie gospodarcze
quickbuild_classroom	Klasa
quickbuild_commonroom	Świetlica

season_current	Obecna pora roku: *X
season_spring	Wiosna
season_summer	Lato
season_autumn	Jesień
season_winter	Zima

weather_current	Obecna pogoda: *X
weather_none	Słonecznie
weather_overcast	Zachmurzone niebo
weather_rain	Deszcz
weather_snow	Śnieg
weather_heatwave	Fala upałów
weather_torrentialrain	Ulewny deszcz

prisoner_cellerror_nonefree	Nie ma wolnej celi dla tego więźnia
prisoner_cellerror_toohighquality	Wszystkie dostępne cele są dla tego więźnia zbyt wysokiej jakości.
prisoner_cellerror_nosolitary	Ten więzień powinien przebywać w izolatce, ale żadna izolatka nie jest dostępna.

group_all_staff	Cały personel
staff_onbreak	Na przerwie
staff_onbreakremaining	Na przerwie (*Xm)
staff_breaktime	Harmonogram przerw:


# =============================================================================
# Campaign info
# =============================================================================

campaignchapter_chapternumber	Rozdział *C


# =============================================================================
# Death Row
# =============================================================================

campaignchapter_deathrow	Wyrok śmierci

campaignchapter_deathrow_description	Zlecono nam budowę komory egzekucyjnej do egzekucji jednego z ich więźniów.

campaigncutscene_deathrowmurder	Podwójne morderstwo
campaigncutscene_deathrowconfession	Spowiedź

adviser_deathrow_murder1	Wiedziałem, że złapie was tutaj.
adviser_deathrow_murder2	Edward! Ja...
adviser_deathrow_murder25	Nie mów nic.  Po prostu... milcz.
adviser_deathrow_murder3	Co zrobisz?

adviser_deathrow_church1	Mogę w czymś pomóc?
adviser_deathrow_church15	...
adviser_deathrow_church2	Szukasz wybaczenia?
adviser_deathrow_church3	Nie wiem. Muszę coś zrobić. Nie mogę żyć z rzeczami, które zrobiłem.
adviser_deathrow_church4	Musisz przyznać się do winy. Nie możesz uciec przed konsekwencjami swoich czynów.
adviser_deathrow_church5	Nie zaznasz spokoju, dopóki nie stawisz czoła przeszłości.
adviser_deathrow_church6	Chcę wrócić. Chcę wybaczyć jej. Chcę, aby ona wybaczyła mi.
adviser_deathrow_church7	Nieważne co zrobiłeś, Bóg wybaczy ci, jeśli tylko Go o to poprosisz.
adviser_deathrow_church8	Musisz jednak odpowiedzieć za swoje czyny w świetle prawa.  Nie ma innego sposobu.

adviser_deathrowintro_1	Przed nami nie lada wyzwanie.
adviser_deathrowintro_2	W placówce przebywa więzień skazany an śmierć za podwójne morderstwo.
adviser_deathrowintro_3	Zlecono nam budowę komory egzekucyjnej na cześć tego szczęśliwca.
adviser_deathrowintrob_1	Komorę należy zbudować w tym miejscu.
adviser_deathrowintrob_2	Pierwszy krok w takim przedsięwzięciu to wzniesienie budynku, który pomieści komorę egzekucyjną i pomieszczenie tymczasowe.
adviser_deathrowintrob_3	Zabierzmy się do roboty.  Wznieś nowy budynek w tym miejscu.

adviser_deathrow_explain1	Za budowę odpowiadają robotnicy.
adviser_deathrow_explain2	Wezmą stal i beton z tego pomieszczenia magazynowego i zabiorą je na plac budowy.
adviser_deathrow_explain3	Użyją tych materiałów do budowy fundamentów i szkieletu nowego budynku.
adviser_deathrow_explain4	Te czynności trwają najdłużej – budowę należy zawsze planować z odpowiednim wyprzedzeniem.
adviser_deathrow_explain5	Tymczasem rozejrzyjmy się.  Użyj klawiszy WASD lub strzałek, aby poruszać się, oraz rolki myszki, aby przybliżyć/oddalić obraz.

objective_deathrow_building	Zbuduj budynek na placówkę egzekucyjną

adviser_deathrow_buildinside1	Potrzebujemy również nowego wejścia do placówki egzekucyjnej
adviser_deathrow_buildinside2	Umieść duże drzwi więzienne w południowej ścianie.

objective_deathrow_buildouterdoor	Zbuduj wejście w postaci dużych drzwi więziennych

adviser_deathrow_internalwalls1	W budynku należy umieścić pomieszczenie tymczasowe i komorę egzekucyjną.
adviser_deathrow_internalwalls2	Do rozdzielenia pomieszczeń użyj ścian ceglanych.

objective_deathrow_buildinternalwalls	Zbuduj ściany działowe

adviser_deathrow_internaldoors1	Teraz umieść w ścianach działowych duże drzwi więzienne.
adviser_deathrow_internaldoors2	Możesz obracać obiekt przed jego umieszczeniem, klikając środkowy przycisk myszki (lub wciskając klawisz R).

objective_deathrow_buildinternaldoors	Zbuduj wewnętrzne drzwi (kliknij środowy przycisk myszki lub wciśnij klawisz R, aby obrócić obiekt)

adviser_deathrow_designation1	Nieźle.  Teraz musimy wyznaczyć pomieszczenia.
adviser_deathrow_designation2	Wyznacz niewielką celę dla więźnia.
adviser_deathrow_designation3	Następnie wyznacz samą komorę egzekucyjną o większej powierzchni.

objective_deathrow_designatecell	Wyznacz celę
objective_deathrow_designateexecution	Wyznacz komorę egzekucyjną

adviser_deathrow_roomrequirements1	Aby nowe pomieszczenia były gotowe do użytku, należy spełnić określone kryteria.
adviser_deathrow_roomrequirements2	Cela musi mieć łózko i toaletę.
adviser_deathrow_roomrequirements3	Komora egzekucyjna wymaga krzesła elektrycznego.

objective_deathrow_cellobjects1	Zbuduj łóżko
objective_deathrow_cellobjects2	Zbuduj toaletę
objective_deathrow_executionobjects	Zbuduj krzesło elektryczne

adviser_deathrow_optional1	Podstawy mamy za sobą.  Jest jeszcze kilka usprawnień, które możesz wprowadzić.
adviser_deathrow_optional2	Nie są one jednak obowiązkowe – sam zdecyduj.  Wszystko zależy od tego, jak bardzo troszczysz się o więźniów oraz ich środowisko.
adviser_deathrow_optional3	Celę można wzbogacić o okno na zewnątrz i małą półkę na książki.
adviser_deathrow_optional4	Placówka wyglądałaby lepiej z posadzką wyższego standardu, np. z paneli drewnianych lub mozaiki.
adviser_deathrow_optional5	Na zewnątrz można dodać oświetlenie i chodnik, jeśli uważasz, że jest potrzebny.

adviser_deathrow_transfer05	Oto gwiazda programu: Edward Romsey.  Wierz lub nie, ale był kiedyś nauczycielem.
adviser_deathrow_transfer06	To, czy zasłużył na swój los, nie powinno nas interesować.  Zdecydował o tym system sprawiedliwości.  My wykonujemy tylko swoją prace.
adviser_deathrow_transfer1	Gdy uznasz, że placówka jest gotowa, możesz przenieść więźnia do nowej celi.
adviser_deathrow_transfer2	Kliknij zdjęcie w jego celi, aby zlecić przeniesienie.

objective_deathrow_path	(OPCJONALNIE) Zbuduj ścieżkę do nowej placówki
objective_deathrow_window	(OPCJONALNIE) Umieść w celi okno
objective_deathrow_bookshelf	(OPCJONALNIE) Umieść w celi półkę na książki
objective_deathrow_flooring	(OPCJONALNIE) Ulepsz posadzkę
objective_deathrow_outerlights	(OPCJONALNIE) Umieść oświetlenie na zewnątrz placówki
objective_deathrow_transferinmate	Gdy skończysz, zleć przeniesienie więźnia, klikając zdjęcie w celi Edwarda.

adviser_deathrow_setupmurder1	Nie współczuj mu.  Zabił z zimną krwią – jest winny jak nic.
adviser_deathrow_setupmurder2	Sam się przyznał.  Chcesz usłyszeć opis jego czynów?
adviser_deathrow_setupmurder3	To niezła historia.  „Było około 11:00.  Światła były zapalone.  Widziałem, że jest w domu...”
adviser_deathrow_postmurder1	Jak mówiłem, to prawdziwy morderca.
adviser_deathrow_postmurder2	Moim zdaniem nie ma o czym dyskutować.  Zasługuje na każdego wolta, którym go przeszyjemy.
adviser_deathrow_postmurder3	Każdy zasługuje na wybaczenie, nawet on. Czy jesteś gotów wydać ostateczny wyrok?
adviser_deathrow_postmurder4	Przyłapanie żony z innym facetem to żadna wymówka.
adviser_deathrow_postmurder5	Zresztą wszedł tam ze spluwą, wiedząc, że zastanie ich razem. To podwójne morderstwo z premedytacją.
adviser_deathrow_postmurder6	Od początku do końca współpracował z policją. Lokalne władze robią z niego przykład.
adviser_deathrow_postmurder7	Gdyby popełnił przestępstwo 100 km na północ, dostałby dożywocie. Gdzie tu sprawiedliwość?
adviser_deathrow_postmurder8	Chcesz puścić takiego człowieka wolno? Będę spał spokojnie, wiedząc, że jest martwy.


adviser_deathrowelectricity_1	Dobra robota.
adviser_deathrowelectricity_2	Mamy jednak mały problem – komora egzekucyjna nie jest sprawna, ponieważ nie ma dostępu do prądu.
adviser_deathrowelectricity_3	Musimy doprowadzić do niej prąd.

adviser_deathrowelectricityb_1	Oglądamy teraz więzienie w trybie Media, który pokazuje instalację elektryczną więzienia.
adviser_deathrowelectricityb_2	Każdy budynek placówki jest podłączony do sieci energetycznej za pomocą tych grubych podziemnych przewodów.
adviser_deathrowelectricityb_3	Prąd jest dostarczany przez tę podstację, która pobiera prąd z głównej sieci energetycznej.
adviser_deathrowelectricityb_4	jak widzisz, cały blok więzienny jest pozbawiony prądu.  Wszystkie światła są wyłączone.
adviser_deathrowelectricityb_4b	Aby rozwiązać ten problem, musimy włączyć tryb Media i sprawdzić, czemu oświetlenie jest pozbawione prądu.
adviser_deathrowelectricityb_5	Najbliższe przewody elektryczne znajdują się zbyt daleko – nasi technicy nie mogą dokonać przyłącza.
adviser_deathrowelectricityb_6	Pociągnij przewody elektryczne bliżej, aby objąć ten blok więzienny.

objective_deathrow_cellpower	Podłącz pomieszczenia do instalacji elektrycznej

adviser_deathrow_connectchair_1	Nie tylko oświetlenie wymaga prądu.  To samo tyczy się nowego krzesła elektrycznego.
adviser_deathrow_connectchair_2	Użyj przewodów elektrycznych, aby podłączyć placówkę egzekucyjną do sieci energetycznej.
adviser_deathrow_connectchair_3	Krzesło elektryczne jest specjalnym urządzeniem elektrycznym.  Wymaga własnej linii energetycznej. Musisz podłączyć je bezpośrednio do sieci energetycznej.

objective_deathrow_chairpower	Podłącz do krzesło elektryczne do instalacji elektrycznej
objective_deathrow_condemnedcellpower	Podłącz celę do instalacji elektrycznej

adviser_deathrow_testchair_1	To prawie koniec.  Powinniśmy przynajmniej raz przetestować nową komorę egzekucyjną.
adviser_deathrow_testchair_2	Włączę ją na kilka sekund, żeby upewnić się, że wszystko działa.
adviser_deathrow_testchair_3	Coś jest nie tak.  Wygląda na to, że pobraliśmy zbyt dużo mocy, przepalając bezpiecznik w stacji elektrycznej.  Całe więzienie pogrążyło się w ciemności.
adviser_deathrow_testchair_4	Potrzebujemy więcej mocy, aby wytrzymać obciążenie krzesła elektrycznego.
adviser_deathrow_testchair_5	Najpierw musimy z powrotem włączyć prąd. To jest proces dwuetapowy:
adviser_deathrow_testchair_5b	Włącz stację elektryczną, klikając na nią i wybierając opcję Włącz w wyświetlonym menu.
