# June27th Update

# =============================================================================
# Codex
# =============================================================================

codex_viewchangelog	変更履歴
boilingpoint_RoomQuality_popup	現在、*X人の囚人が環境の悪い部屋にいます。\n\n囚人が気持ちよく穏やかに過ごせるよう、部屋のクオリティを改善しましょう。一部の囚人はクオリティの高い部屋を持つ資格を持っていません。刑期調整を利用することで条件を減らすことができます。
buildtoolbar_popup_help_BoilingPoint_1	沸点ビューは現在の刑務所の気温を示します。このメニューは、独房の質、ニーズ、ステータス効果、プログラム参加レベルなど、私たちの刑務所の問題点を示しています。\n\n
buildtoolbar_popup_help_BoilingPoint_2	~それでも特定の囚人をコントロールできない場合は、「ロックダウン」や「独房」に入れて頭を冷やさせることを検討してください。\n\n
buildtoolbar_popup_help_BoilingPoint_4	- すべての囚人が基本的ニーズを満たすことができるようにしましょう。
buildtoolbar_popup_help_BoilingPoint_5	- 更生、心理療法、治療、作業プログラムに投資し、これらへの囚人の参加に管理体制上の問題がないようにしましょう。
buildtoolbar_popup_help_BoilingPoint_6	- 低セキュリティーの囚人は、刑期が短いので、より高い耐性を持つことになります。
boilingpoint_advisor_onboarding	囚人達がかんしゃくを起こしています。どうやら沸点に達したようです。囚人達の欲求を満たし、生活環境を整え、何かすることを与えてみましょう。詳しくは「沸点刑務所運営メニュー」を確認してください。
interfacecontraband_SecurityMenu	セキュリティメニュー
buildtoolbar_contraband_SecurityMenu	自分や他人にとって危険とみなされた囚人全員のリストを表示し、さらなる管理が必要な囚人にはセキュリティ対策を適用します。
securitymenu_header	セキュリティメニュー
securitymenu_popup_prisonerSelect	左クリックで囚人を選択
securitymenu_popup_dangerousReputations	危険な評判：
securitymenu_popup_dangerousTraits	危険な特徴：
securitymenu_popup_crimesCommitted	犯罪：
securitymenu_PrisonerType	囚人タイプ：
securitymenu_PrisonerTypeVulnerable	無防備
securitymenu_MarkingTypeUnmarked	マークなし
securitymenu_SelectArea	エリアを選択
securitymenu_SelectAreaCancel	エリアの選択を解除
securitymenu_RestrictAccess	アクセスを制限：
securitymenu_TransferPrisoners	囚人を移送：
securitymenu_transferSecurityLevel	セキュリティレベル
securitymenu_GuardAssignment	看守の配置：
securitymenu_MarkPrisoner	囚人をマーク：
securitymenu_RemovePrisoner	囚人を除外：
securitymenu_RemovePrisonerButton	囚人を除外
securitymenu_RemovedPrisoner	除外された囚人
securitymenu_RemovePrisoner_message	囚人を除外\n\nこれは、凶悪犯罪者に対処するための最終手段で、高額な料金を払うことでこの囚人を別の施設に移送することができる。これを行えるのは、5日に一回のみ。
securitymenu_RestrictAccess_tooltip	特定のエリアへの入口をブロックし、看守が取り押さえようとしなくとも、特定の囚人の出入りを禁止できる。ギャングのメンバーは、自分のエリアやテリトリーを制限されることはない。
securitymenu_TransferPrisoner_tooltip	選択した囚人を特定のセキュリティシステムに移動させ、管理を楽にする。
securitymenu_MarkPrisoner_tooltip	選択された囚人にビジュアルマークを付けて、より危険な個人、または危険な目に会っている個人を監視しやすくする。
rapsheet_assignguard_end	看守の配置を解除
job_PrisonerAssignment	囚人の割り当て
assignment_confirm_message	看守を配置しますか？
assignment_description_message	この囚人を見張っておきたい場合、看守を配置するといいでしょう。配置可能な看守の数が十分かを確認してください。
assignment_error_message	この囚人には現在、看守を配置できません。後ほど再度、試してみましょう。\n\n到着したばかりか、手錠がかけられているか、独房入りしています。
buildtoolbar_popup_help_securitymenu_1	セキュリティメニューには、囚人の中で危険または脆弱とみなされるメンバーがすべてリストアップされています。このメニューを利用することで、囚人に対して、より適切な支援や管理を行うことができます。\n\n
buildtoolbar_popup_help_securitymenu_2	~デフォルトでは、危険な囚人と脆弱な囚人が一緒に表示されますが、「囚人タイプ」オプションにより、特定のグループにアクションを適用することができます。\n\n
buildtoolbar_popup_help_securitymenu_3	~グループに対して適用できるアクションと、選択した個人に対してのみ適用できるアクションがありますので、囚人をハイライトして左クリックし、選択してください。\n\n
buildtoolbar_popup_help_securitymenu_5	- 看守配置オプションは、囚人を他の囚人から守るだけでなく、他の囚人から目を離さないことで、不正行為を未然に防ぐのに役立ちます。睡眠時間やシャワー時間などのプライベートな時間には、看守は囚人のそばにはいません。
buildtoolbar_popup_help_securitymenu_6	- 囚人が問題を起こし、対処が困難な場合、「囚人を除外」オプションを使用することで、囚人を追い出すことができます。このアクションにはクールダウンがあり、毎日実行することはできません。また、金銭的なコストもかかります。
objectiveWindow_FilterButton_4_title	ギャングについて
objectiveWindow_FilterButton_4_tooltip	ギャングについてのすべて
objective_HelpGangBehaviourAndType	ギャングの行動
objective_HelpGangBehaviourAndType_Description	新しいギャングが登場し、それぞれが微妙に異なる行動をとるようになりました。
objective_HelpGangBehaviourAndType_child_1	バイパー
objective_HelpGangBehaviourAndType_child_1_Description	バイパーは、自分たちが管理する麻薬を刑務所に浸透させることに重点を置く陰湿な集団であり、個別でも破壊力が大きい。
objective_HelpGangBehaviourAndType_child_2	ボーンブレーカー
objective_HelpGangBehaviourAndType_child_2_Description	ボーンブレイカーは、筋肉隆々のチンピラです。暴力と破壊に重点を置いています。
objective_HelpGangBehaviourAndType_child_3	ジャッカル
objective_HelpGangBehaviourAndType_child_3_Description	ジャッカルはギャングの中で最も機知に富んでおり、縄張りの支配と密輸品の販売に重点を置き、経済力を高めている。
objective_HelpGangActivities	ギャング活動
objective_HelpGangActivities_Description	ギャングの活動は、自分たちの縄張りを運営・管理したり、刑務所の主要メンバーに対して大活躍したり、プレイヤーに要求したりと、さまざまなアクションを起こします。
objective_HelpGangActivities_child_1	特殊なアクティビティ
objective_HelpGangActivities_child_1_Description	ギャングはそれぞれ、「バイパー」が麻薬の生産と販売、「ボーンブレイカー」が戦闘と破壊、「ジャッカル」が縄張りと金儲けに特化しており、それぞれの性格に応じた活動を行います。
objective_HelpGangActivities_child_2	縄張り活動
objective_HelpGangActivities_child_2_Description	新しい縄張りでは、新しい行動が生まれます。ギャングたちは、自分たちが支配する場所を「警察」し、他の囚人たちにマナーを守らせ、仕事中であってもお金を払って中のアイテムを使わせるようになります。また、ギャングのメンバーは、自分が支配する部屋から大量の密輸品を入手し、「ディーラー」が現れて他の囚人に販売します。
objective_HelpGangActivities_child_3	ギャングの要望
objective_HelpGangActivities_child_3_Description	一旦、ギャングが刑務所内で十分な権力と信頼を得ると、彼らはある種の要求を出し始めます。これらの要求は、新しい装備の獲得から運動場での時間やフリータイムの延長まで幅広く、プレイヤーはこれらの要求に対応するために一定の時間を与えられます。もし、プレイヤーがこれらの要求を満たせなかった場合、すぐに反撃が始まり、ギャングは通常、何らかの破壊や暴力を引き起こします。
objective_HelpCrookedGuards	不良看守
objective_HelpCrookedGuards_Description	勇敢なスタッフは純粋で不屈の精神を持っていると思いたいところですが、悲しいかな、必ずしもそうとは限りません。
objective_HelpCrookedGuards_child_1	看守への賄賂
objective_HelpCrookedGuards_child_1_Description	通常の看守は、48時間の間、賄賂を受け取って特定の不正行為を見逃すことがある。禁制品を所持している囚人を見つけても放置し、ギャングの縄張りができやすくなる。幸いなことに、情報提供者を利用して不審な看守を摘発することができ、汚職行為を働いている看守をクビにすることできる。
objective_HelpCrookedGuards_child_2	看守の汚職
objective_HelpCrookedGuards_child_2_Description	ある種の看守は、ギャングのメンバーと交流することで腐敗し、ギャングのために密輸品を密輸するよう買収されることがあります。密輸探知機や番犬も密輸品を発見できますが、情報提供者は疑わしい看守をマークすることができます。
objective_HelpGangIntelligence	ギャングのインテリジェンス
objective_HelpGangIntelligence_Description	刑務所内では、多くの不正行為が行われる可能性があるため、常に諜報活動が施設内の安全を確保するための鍵となります。ギャング諜報メニューは、刑務所内の各ギャングに関する情報を提供し、各ギャングのメンバー数、資金、投獄中に行った違法行為の基本的なカウントをリストアップします。また、各ギャングの危険度を表示するために、各ギャングが参加している運動や活動も表示されます。
objective_HelpSecurityOptions	セキュリティ対策
objective_HelpSecurityOptions_Description	新メニューには「重要な囚人」のリストが表示され、他者から危険な目にあっている囚人、または他者から危険視されている囚人が表示されます。このメニューでは、特に注意を払うべき囚人にマークを付け、通常のゲームプレイ中でも簡単に監視することができます。また、囚人の特定のエリアへの立ち入りを制限したり、グループを特定のセキュリティレベルに移動させたり、問題のある囚人を別の施設に移動させることも可能ですが、その場合は高額な罰金を支払わなければなりません。
objective_HelpPrograms_Description	囚人の安全を確保し、サポートするために、看守は囚人の武装を解除するための新たな訓練を受けることができるようになりました。また、囚人には新しいプログラムが用意され、囚人の更生を助けるレクリエーションプログラムや、囚人を落ち着かせストレスを解消させる試み、さらに囚人をギャングから遠ざけ、より平和で建設的な方法で刑期を終えることを可能にする更生プログラムも用意されています。
objective_grant_positiveEnergyGrant	正のエネルギー
objective_grant_positiveEnergyGrant_Description	ギャングメンバーは精神（そしてエネルギー）を暴力よりも運動に集中させる必要がある。研究結果によると、運動は暴力などの行動を減少させる効果があるそうだ。外の運動場に運動器具を設置しよう。
objective_grant_positiveEnergyGrant_bench	ウェイトベンチを追加
objective_grant_advancedProtectionGrant	高度な保護
objective_grant_advancedProtectionGrant_Description	組織化されたギャングを相手にする際は、職員の保護が最優先だ。そのため、職員は必ず最高レベルの訓練を受けている必要がある。
objective_grant_advancedProtectionGrant_training	20人の看守に武装解除の訓練を受けさせ、認定資格に合格させる。
objective_grant_gangWelfareGrant	ギャング福祉
objective_grant_gangWelfareGrant_Description	ギャング闘争をギャング福祉に変換させることは最重要課題だ。ギャング人生から足を洗えるようなプログラムに参加できれば、彼らが更生できる可能性は高い。
objective_grant_gangWelfareGrant_exGangMembers	15人のギャングメンバーの更生に成功する。
objective_grant_exGangProtectionGrant	元ギャングメンバー保護プログラム
objective_grant_exGangProtectionGrant_Description	政府は、更生に取り組む元ギャングメンバーを保護するため、保護拘置棟の建設資金を提供している。
objective_grant_protectionCells	保護拘置の囚人のみのセクターに独房を10部屋建てる
objective_grant_protectionShower	保護拘置の囚人のみのセクターにシャワー室を建てる
objective_grant_protectionCanteen	保護拘置の囚人のみのセクターに食堂を建てる
objective_grant_protectionKitchen	保護拘置の囚人のみのセクターに厨房を建てる
objective_grant_protectionYard	保護拘置の囚人のみのセクターに運動場を建てる
objective_grant_protectionGuards	保護拘置の囚人のみのセクターに看守を1人配置
objective_grant_protectionExGang	元ギャングメンバー1人に保護拘置の囚人としてのセキュリティレベルを割り当てる
grant_category_adminHired	雇われた管理職員：
reformprogram_TattooRemovalProgram	タトゥー除去プログラム
reformprogram_TattooRemovalProgram_text	ギャングのタトゥーを入れたことを後悔している囚人がいたら、タトゥー除去プログラムに参加するよう案内して、更生を促進しよう。ただし、このプログラムを終了すると標的にされてしまう。
reformprogram_HandToHandCombat	武装解除の認定訓練
reformprogram_HandToHandCombat_text	状況が厳しくなればなるほど、我々はより強くなる。看守を訓練させ、囚人を武装解除させられる高度な技術を身に付けさせよう。
reformprogram_GangRehabilitation	ギャングの更生
reformprogram_GangRehabilitation_text	問題を起こしてばかりいるギャングのメンバーが刑務所にいる場合は、このプログラムを完了させるようにするといいだろう。ギャングとの縁を断ち、新たな人生を歩き始める第一歩となるだろう。ただし、このプログラムを終了すると標的とされてしまう。紹介タイプ：暴力と破壊。
reform_program_intake_ReferralGangViolenceDestruction	紹介理由：暴力および破壊ギャングのみ。
reform_program_intake_GangOnly	ギャングのみ
reformprogram_FaithProgram	信仰プログラム
reformprogram_FaithProgram_text	この集中プログラムに参加している囚人は、悪い生活習慣と決別し、良い人生を歩み出すことに前向きになる。このプログラムを修了した囚人は、ギャングとの縁を断ち切りたくなるかもしれない。
reformprogram_BreatheProgram	呼吸療法
reformprogram_BreatheProgram_text	囚人たちに呼吸法とリラックス法を教える。クラスが終わるたびに、囚人たちは気持ちがとても落ち着き、行動を改善することまで考えるようになる可能性がある。
reformprogram_FightClub	格闘クラブ
reformprogram_FightClub_text	これらの訓練セッションは、管理された環境下で囚人たちの破壊的なエネルギーを格闘に向けさせることを目的としている。訓練後は疲れて暴動を起こすこともないだろう。待てよ、最初のルールは確か...？
reform_program_properties_TeacherUsesSameEquipment	教師は*Xが必要
reform_program_properties_GangMemberCanAttend	ギャングメンバー参加可
gang_vipers	バイパー
gang_bonebreakers	ボーンブレイカー
gang_jackals	ジャッカル
gang_red	赤
gang_blue	青
gang_yellow	旧ギャングメンバー
objective_GangDemand	ギャングの要望
objective_GangDemand_description	勢いづいた暴力団幹部は、刑務所内の生活の質を向上させるために、さまざまな要求を出してきます。これらの要求に応じないと暴動に発展する可能性があるので、いざというときのために、刑務所の準備は万全にしておきましょう。
GangDemand_announcement	要求が通らなければ、ギャングは多くのトラブルを引き起こすでしょう。
objective_Gang_ContrabandToolsPunishment_child	*G - 検索ツールの罰を *X 時間に減らす
objective_Gang_ContrabandToolsPunishment_Escalated_child	*G -検索ツールの罰をゼロに減らす
objective_Gang_MurderPunishment_child	*G -殺人罪の罰を *X 時間に減らします。.
objective_Gang_MurderPunishment_Escalated_child	*G -殺人罪の罰を *X 時間に減らします。.
objective_Gang_MoreYardTime_child	*G -運動場での時間を *X 時間に増やします。
objective_Gang_MoreYardTime_Escalated_child	*G -運動場での時間を *X 時間に増やします。
objective_Gang_PullUpBars_child	*G - には *X の懸垂バーがあります。
objective_Gang_PullUpBars_Escalated_child	*G - には *X の懸垂バーがあります。
objective_Gang_TyreApparatus_child	*G - には *X つのタイヤ器具があります。
objective_Gang_TyreApparatus_Escalated_child	*G - には *X つのタイヤ器具があります。
objective_Gang_PunchBag_child	*G - には *X つのパンチバックがあります。.
objective_Gang_PunchBag_Escalated_child	*G - には *X つのパンチバックがあります。.
objective_Gang_PushUpStones_child	*G - には*Xつの腕立て伏せ用の石があります。
objective_Gang_PushUpStones_Escalated_child	*G - には*Xつの腕立て伏せ用の石があります。
objective_Gang_RequireYard_child	*G -*Xを所有する。
objective_Gang_RequireYard_Escalated_child	*G -*Xを所有する。
objective_Gang_RequireLibrary_child	*G -*Xを所有する。
objective_Gang_RequireLibrary_Escalated_child	*G -*Xを所有する。
objective_Gang_RequireMailRoom_child	*G -*Xを所有する。
objective_Gang_RequireMailRoom_Escalated_child	*G -*Xを所有する。
d11_gangdemand_success	状況に対応したことで少量の金銭を得ました。
d11_gangdemand_fail	こうした状況が二度と起きないようにしてください。
d11_gangCompensation	死刑執行報酬
d11_gang_goal	ギャングの目的：
d11_gang_jackals_goal	刑務所の支配
d11_gang_traits	ギャングの特徴：
d11_gang_officer	保護観察官：
d11_gang_territories	縄張り：
d11_gang_kills	ギャングソルジャー：
d11_heatmap_gang	関与したギャング：
d11_heatmap_day	発生日：
d11_heatmap_time	時間：
d11_gang_event_pr.gf	ギャングのケンカ
d11_gang_event_g.tc	縄張りの変更
gangSegregationMessage	どのギャングに特定のエリアに入ることを通常許すか選んでください。
interfacedeployment_GangSegregation	ギャングの分断
buildtoolbar_deployment_GangSegregation	また、ギャングの配置をコントロールするために、居住空間を分け、ギャング同士を遠ざけ、無用な扇動を避けることができます。
research_StaffVetting	職員の調査
researchtooltip_StaffVetting	新米看守が堕落する可能性が低くなる。看守調査をアンロックすると、密告人を使用して不良看守を嗅ぎつけることができるようになる。
buildtoolbar_GuardInvestigation	看守調査
buildtoolbar_tooltip_GuardInvestigation	密告者やセキュリティチーフと協力して、看守を調査し、腐敗を嗅ぎつけましょう。密告者が活躍すればするほど、より多くの不良看守を摘発することができます。チーフは、プログラムの実施や処刑への出席を自ら行ってはなりません。
buildtoolbar_CI_requirement	最低1人の密告者
guardinvestigation_underway	看守に対する捜査を実施中
guardinvestigation_investigated	看守のうち *A/*B は調査済み
informant_investigating	調査中
crookedguard_fired_reward	不正な看守たちが解雇されます
crookedguard_advisor_onboarding	ギャングに協力する不正な看守を発見しました。レポートのスタッフタブにマークしておきました。必ず解雇してください。
buildtoolbar_popup_staff_doghandler	ドッグハンドラーとその同伴する犬は、近くを通りかかった囚人の禁制品を検知できます。
buildtoolbar_popup_staff_kimber_doghandler	ドッグハンドラーとその同伴する犬は、囚人の禁制品や、近くを通る不良看守を察知できます。
d11_prisoner_replacement	囚人の移転
d11_prisoner_replacement_tooltip	囚人数は、可能な限りセキュリティレベルの比率を維持したまま、希望する数まで補充されます。余剰囚人数は、標準的なシステムに従って要求されます。
job_cleanupobject	清掃*X
interfacetopbar_tension_angrygangmembersgraffiti	+ *Xギャングメンバーが憤慨している（落書きが消された）
interfacetopbar_tension_angrygangmembersleadercell	+ *Xギャングメンバーが憤慨している（リーダーがより低品質の独房に移動させられた）
research_CCTVImprovement	監視カメラの改善
researchtooltip_CCTVImprovement	監視カメラ機器の利用を改善しよう。態度の悪い囚人をカメラでとらえて監視できるようになる。
d11_cctv_cone	監視カメラ用モニター
d11_toggle_cctv_cone_detail	監視カメラ用映像モニターを操作しましょう
d11_left_click_to_clean	左クリックでクリーン
d11_gang_graffiti_message	暴力団は縄張りを守るために、より激しいマーキングをします。安全なときに清掃員を派遣して、惨状を処理します。ギャングたちは自分たちの「アート」が取り除かれることを快く思っておらず、仕返しをしてくるかもしれません。
d11_gangBulkIntake_advisor_onboarding	刑務所委員会は、問題のある囚人をより有能な管理者のいる他の刑務所に移送します。あなたなら、これらの新しい囚人を容易に扱えると信じています。囚人レビューは現在、毎週行われています。
d11_gangBulkIntake_staffAlert	ギャングメンバー受け入れバスが到着します
d11_gangdealer_advisor_onboarding	ギャングの縄張りにディーラーの存在を特定しました。彼らから大金を押収しました。
d11_CI_advisor_onboarding	腐敗した看守を発掘するため、秘密情報提供者と協力してください。彼らはチーフオフィスに派遣され、持っている情報を共有します。情報提供者は必ず募集してください。詳細は情報提供者メニューの(?)アイコンを確認してください。
d11_LeaderAssassination_advisor_onboarding	ギャングたちは攻撃的になりすぎて、他のギャングのリーダーを暗殺しようと計画しています。もし成功すれば、現在の縄張りに影響が出るでしょう。
d11_GangTargetting_advisor_onboarding	同じ目的を持つギャングのメンバー達が手を組むことがある。時には特定の犯罪を犯した人間を嫌い、標的にすることも。
d11_staffalert_title_making_move	ギャングが動き出しました。
d11_staffalert_summary_making_move	あるギャングが動き出したという情報が入ってきました。
d11_staffalert_summary_gangdealer	ディーラーが発見され、あなたに500ドルが贈られました。
d11_staffalert_summary_TerritoryPlacement	この部屋はギャングに占拠されており、作業員には危険すぎます。彼らを部屋から追い出してください。
crisisSector_CustomSearchArea	カスタムサーチエリア
crisisSector_ScheduleSearch	時間割りを編集
schedulesearch_menu_TargettedArea	標的とされるエリア
schedulesearch_menu_StartTime	開始時間
schedulesearch_menu_ExistingSchedule	既存スケジュール
schedulesearch_menu_CurrentTime	現在の時刻
schedulesearch_menu_CurrentFrequency	現在の頻度
crisisSector_UnlockedOnly	アンロック済み
schedulesearch_menu_SaveSelection	選択を保存
reputation_Recruiter	リクルーター
reputationtooltip_Recruiter	この囚人は、ギャングの一員である場合、他の囚人を自分のギャングに参加させる可能性が高い。
reputationtooltip_Resourceful	この囚人は、本を読んで過ごすことが多い。また、禁制品の場所も知っており、ギャングのために横取りする可能性がある。
reputation_ExGangMember	元ギャングメンバー
reputationtooltip_ExGangMember	この囚人は、自分がギャングに向いてないと悟っており、他のギャングはこれを快く思っていない。
reputation_CunninglyBrutal	ずる賢く残忍
reputationtooltip_CunninglyBrutal	バイパーたちはセキュリティの死角となる場所で標的を攻撃しようとする。
reputation_SneakThief	こそ泥
reputationtooltip_SneakThief	すべてのお先棒担ぎは、評判に関係なく、スリの能力を持っている。
reputation_BattleTendency	戦闘傾向
reputationtooltip_BattleTendency	棟にお先棒担ぎが看守よりも多くいる場合、彼らは職員に対してより暴力的になる。
reputation_DisrepectSurroundings	破壊者
reputationtooltip_DisrepectSurroundings	ボーンブレイカーは、自分の欲求が満たされないと、物に八つ当たりする。
reputation_UnderCoverDon	覆面マフィアのドン
reputationtooltip_UnderCoverDon	バイパーたちのリーダーは、ギャングの兵士として隠されており、罰を受けたときだけ姿を現す。
reputation_Enforcer	殺し屋
reputationtooltip_Enforcer	この囚人は、自分と同じギャングに属していない他の囚人を威嚇し、ギャングの縄張りを奪うことにも長けている。
reputation_GymRat	ジム狂い
reputationtooltip_GymRat	ボーンブレイカーは、自由時間をジムや運動場で過ごす。
reputation_Loyal	忠実
reputationtooltip_Loyal	この囚人は、ギャングにとどまる可能性が高く、ギャングリーダーが罰せられると激怒する。
traits_violent	暴力的
traits_lethal	致命的
finance_cost_gangdealer	発見されたギャングディーラー
object_PrisonerLetter	囚人の手紙
object_LoveLetter	ラブレター
object_LoveLetterOpened	ラブレター（開封済み）
interface_prisonerWritingLetter	大切な人たちに手紙を書く
interface_prisonerWritingLoveLetter	とても大切な誰かに手紙を書く
warden_wardengangsjlocks_name	J.ロックス隊長
warden_wardengangsjlocks_desc	ロックス隊長が指揮する職員は自分の限界を超えることができ、囚人は模範囚になる。\n\n職員のスタミナが30%増加（休憩は10%追加で必要となる）。\n- 囚人の再犯確率が10%減少する。
warden_wardengangsjlocks_desc_short	- 職員のスタミナが増加。\n- 囚人の再犯確率が10%減少する。
warden_wardengangscook_name	ディラン・コック
warden_wardengangscook_desc	この紳士は誰とでもうまく話し、刑務所にとって最善の価格をどうにかして実現してくれる。スーパーマーケットではクーポンを使う派だと思ったほうがいい！\n\n- 食費が25％削減。\n- 外部講師を必要とするプログラムの費用が20％削減。
warden_wardengangscook_desc_short	- 食費が25%削減。\n- 外部講師を必要とするプログラムの費用が20％削減。
rapsheet_manualCellSwap_hint	この囚人に対して、シンプルなアップグレード/ダウングレードで空いている新しいセルに移動させるか、または移動させるセルを手動で選択する。
rapsheet_cellUpgrade	独房のクオリティを上げる
rapsheet_cellDowngrade	独房のクオリティを下げる
rapsheet_cellChoice	新しい独房を選択
rapsheet_ChangeCell	独房を変更
ChangeCellUpgradeSuccessful	*X質の高い監房へのアップグレードが完了しました。
ChangeCellDowngradeSuccessful	*X質の悪い監房へのダウングレードが完了しました。
ChangeCellNoAvailableRooms	移動できる*X空室がありません。カスタムルームスワップメニューを使用しますか？
ChangeCellDowngradingGangLeader	ギャングのリーダーをより質の低い監房に移動させようとしています。この移動はギャングを動揺させ、刑務所内で問題が生じる可能性があります。
freeCell_movePrisoner	囚人をこの独房に移動させるには右クリックしてください。
occupiedCell_movePrisoner	右クリックで、この独房の住人と囚人を入れ替える。
occupiedCell_selectablePrisoner	右クリックでこの囚人を選択し、移動させたい場所を選択する。
mutator_name_NoMinRoomSize	部屋サイズなし
mutator_tooltip_NoMinRoomSize	部屋のサイズ条件はもういりません！しかし、部屋に必要なアイテムを揃えないと機能しない点は変わりません。
action_GangBusiness	ギャングビジネス
action_GangRecruitment	ギャングにスカウト
action_GangPromotion	ギャングを昇進させる
action_ActionHerb	買収する
action_LoadBaby	赤ちゃんを運ぶ
action_WarmUp	準備運動
action_GetSnack	軽食を与える
action_Drink	酒を与える
action_DoPullUps	懸垂
action_KneeRaises	ニーレイズ
action_PushUps	腕立て伏せ
reform_program_properties_RequiresAllStudentsPresent	全生徒の出席が必要です
d11_tableClaim_title	*Gによる管理
d11_tableClaim_desc	彼らをテーブルから立ち退かせるには、移動または解体を行ってください。
d11_tableClaim_desc_cont	ただし、これを行うと彼らの怒りを買うことになります。
schedulesearch_menu_ClearSchedule	スケジュールを削除する

security_menu_default	カテゴリを選択
interfacemode_water	水
interfacemode_connections	配線
interface_rectangle_height	高さ
interfaceplanning_fence	フェンス
buildtoolbar_popup_obj_SofaChairDoubleBrown	座ったときに心地よく感じられる2名用のソフトな物体。
rank_title	ランク
rank_officer	刑務官
buildtoolbar_popup_room_laundry	清掃人や洗濯当番の囚人が汚れたユニフォームをここに運んで、洗い、アイロンをかけて、再配布する。
buildtoolbar_popup_room_visitation	囚人が家族と面会できる場所。面会を利用して、禁制品が刑務所内に持ち込まれる場合もあるので注意が必要だ。
buildtoolbar_popup_room_cleaningcupboard	掃除用具の収納場所。囚人に清掃作業を割り当てるには、掃除用具入れを設置する必要がある。
buildtoolbar_popup_room_armoury	勤務時間外に武装警備員が滞在する部屋。弾道武器類はすべてここに保管されている。
buildtoolbar_popup_room_forestry	木を育てる場所。木はワークショップで商品を作成するために使用できる。
buildtoolbar_popup_room_classroom	囚人が教育を通じた更生プログラムに参加できる学びの場。
buildtoolbar_popup_room_exports	作業員や囚人によって作成されたアイテムはここでコレクション用に買われる。
buildtoolbar_popup_room_mailroom	囚人が郵便を受け取ることができる。郵便室は囚人が担当している。
ageCategory_Young	若者
ageCategory_Senior	年配
ageCategory_Elderly	お年寄り
causeofdeath_naturalcauses	自然死
codex_option_prisonerAging	囚人の加齢
codex_tooltip_prisonerAging	このオプションを有効化すると、年月の経過に合わせて囚人の身体機能が衰え、若いときに比べて元気がなくなり、弱くなる。
interfacemode_electricity	電気
interface_rectangle_cost	コスト
interface_rectangle_width	幅
scheduler_prisonerandstaff	囚人と職員
codex_option_plotGridCoords_title	グリッド/座標を指定
codex_plotGrid	グリッド オーバーレイ
codex_plotCoords	座標
codex_plotGridAndCoords	どちらも有効
mutator_name_DailyHearse	死者を連れ出せ！
mutator_tooltip_DailyHearse	毎日夜の8時に霊柩車が来るようになる。仕事がなく帰された場合もまた次の日に戻ってくる。
regime_eatLockdown	食事/監禁
regime_showerLockdown	シャワー/監禁
regimetooltip_eatLockdown	囚人は、食事をするか、食堂内の他の設備を利用するために指定された食堂に移動しなければならない。食事を終えた後は、「監禁」と同様に独房に入れられる。
regimetooltip_showerLockdown	囚人はシャワーで体を洗い、清潔なユニフォームがあればそれに着替える。シャワーを浴びた後は、「監禁」と同様に独房に入れられる。
rooms_AllRooms	すべての部屋
object_searchlight	無人のサーチライト
buildtoolbar_popup_obj_searchlight	夜に起動する回転式ライト。暗闇の中で悪さをする囚人を発見できる。
material_DarkWoodFloor	暗い色の木材の床
buildtoolbar_popup_mat_DarkWoodFloor	硬い木材の床は、オフィスに最適。
buildtoolbar_popup_obj_BarbedWire	刺のあるアタッチメントで、壁を重々しく頑丈に見せることができる。
object_SofaChairDoubleBrown	ダブルソファー（茶色）
interface_action_rank	ランク
rank_subtitle	次のランクに変更：
rank_senior	上級看守
rank_specialist	特殊刑務官
rank_popup_text_1	上級看守、刑務官、特殊刑務官が強くなり、殺されにくくなるが、なるべく刑務所の荒れていない場所を優先する。\n\n
rank_popup_text_2	看守が昇進プロセスを開始するには、全員が「看守のためのテーザー銃訓練」コースを修了する必要がある。刑務官は少なくとも10日間刑務所に滞在している必要があり、特殊刑務官は20日間の滞在が必要。\n全員が昇進できるわけではなく、上級看守の10人に4人のみが刑務官になれ、刑務官の3人に1人のみが特殊刑務官になれる。
finance_cost_gun	装備：銃
buildtoolbar_popup_room_psychiatristoffice	精神科医が触法精神障害者の診察を行うエリア。追加のアイテムをアンロックして、精神科医のオフィスに配置し、精神を病んだ囚人たちの治療効果を高めよう。触法精神障害者が精神科の診察プログラムに参加すると、アイテムがアンロックされる。
d11_logging_caption	刑務所の記録を有効化
d11_logging_caption_tooltip	死亡者や不祥事、釈放された囚人など、刑務所内で発生する主要なイベントのリアルタイム記録
d11_logging_header	刑務所の記録
d11_logging_murder	[*T] *Xが*Yを殺害した
d11_logging_murder_weapon	[*T] *Xが*Yを*Zで殺害した
d11_logging_envriomentalDeath	[*T] *X : *Y
d11_logging_gangTeritory	[*T] *Xが新たな縄張りを占領した
d11_logging_joinGang	[*T] *Xが*Yに加わった
d11_logging_leaveGang	[*T] *Xが*Yを離れることを決めた
d11_logging_newLeader	[*T] *Xが*Yの新たなリーダーになった
d11_logging_leaderKilled	[*T] *Xのリーダーが死亡した
d11_logging_programPass	[*T] *Xが*Yに合格した
d11_logging_prisonerRelease	[*T] *Xが釈放された
d11_logging_prisonerReformed	[*T] *Xが更生した
d11_logging_prisonerReoffended	[*T] *Xが再び犯罪を犯して刑務所に戻って来た
d11_logging_prisonerEscaped	[*T] *Xが脱獄した
d11_logging_misconduct	[*T] *X 違反行為：*Y
rapsheet_tab_events	囚人の記録
