
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	新規
doortimer_connected_servos	接続されたサーボの数：*X
doortimer_state_open	開
doortimer_state_closed	閉

doortimer_security_none	すべての警備度
doortimer_security_minsec	軽警備
doortimer_security_normal	中警備
doortimer_security_maxsec	厳重警備
doortimer_security_Protected	保護拘置
doortimer_security_SuperMax	超厳重警備
doortimer_security_DeathRow	死刑囚


# =============================================================================
# Execution
# =============================================================================

execution_stage_completed	完了
execution_stage_authorise	承認
execution_stage_Start	死刑執行プロセス開始
execution_stage_Lockdown	刑務所の封鎖
execution_stage_Testing	処刑施設のチェック
execution_stage_Assemble	執行に関わる職員を選出
execution_stage_Witnesses	立会人を執行施設へ
execution_stage_Escort	死刑囚を執行施設へ
execution_stage_Execution	死刑執行
execution_stage_Dismissed	立会人と職員が退出
execution_stage_FinalReport	最終報告書を作成

execution_stagetooltip_start	この受刑者の死刑執行日が決定した。ここからは、正式なプロセス通りに事を進めなければならない。
execution_stagetooltip_lockdown	すべての受刑者は独房に戻され、刑務所は封鎖される。
execution_stagetooltip_testing	すべてが正常に機能していることを最終確認する。電気椅子に通じる電力に負荷をかけてテストし、受刑者が電気椅子まで問題なく歩いて到達できるよう、ルートを確認する。
execution_stagetooltip_assemble	刑務所長と看守長が、死刑囚の独房に向かう。また、この受刑者が選んだ牧師か宗教の高位者が、最後の祈りを捧げるために刑務所に到着し、死刑囚の独房を訪問する。
execution_stagetooltip_witnesses	立会人が施設に到着し執行施設に向かう。立会人には、死刑囚の家族や犠牲者の家族が含まれる。\n\n注意：立会人には椅子を用意しなればならない。
execution_stagetooltip_escort	死刑囚が独房を出る。警察署長、看守長および神父が一緒に付き添い、執行施設に向かう。
execution_stagetooltip_execution	すべての関係者が揃い、手続きが完了したところで、死刑執行の最終許可が下りる。
execution_stagetooltip_dismissed	立会人および職員が執行施設を出る。
execution_stagetooltip_finalreport	死刑の執行を受けて報告者が作成され、君の仕事ぶりが評価される。

execution_underway	死刑執行プロセス開始
execution_result_ok	立会人の見守る中、*Nの電気椅子による死刑が予定時刻の*Tに執行された。この執行に対する報酬として、執行機関には規定額の10,000ドルが提供される。
execution_result_appealed	立会人の見守る中、*Nの電気椅子による死刑が予定時刻の*Tに執行された。残念なことに、彼の恩赦を求める嘆願に影響を与えたであろう新しい情報が後日浮上した。しかしながら、この件で執行機関に対し処置が取られる予定はなく、執行に対する報酬として規定額の10,000ドルが提供されることとなっている。
execution_result_innocent	立会人の見守る中、*Nの電気椅子による死刑が予定時刻の*Tに執行された。残念なことに、彼の無実を証明する証拠が後日発見されたが、この件で執行機関に対し処置が取られる予定はなく、執行に対する報酬として規定額の10,000ドルが提供されることとなっている。
execution_result_illegal	立会人の見守る中、*Nの電気椅子による死刑が予定時刻の*Tに執行された。法で定められた上訴過程に従わなかった上に、上訴の成功に結びついたであろう新しい情報が後日見つかったことで、執行機関には50,000ドルの罰金が課されることになる。決められた手続きを取らなかったこの刑務所においては、今後予定されていた死刑の執行は延期となり、死刑囚は別の施設へと移送されることとなる。
execution_result_illegalinnocent	立会人の見守る中、電気椅子による*Nの違法の死刑が予定時刻の*Tに執行された。法で定められた上訴過程に従わなかった上に、*Nが無罪だったことを受けて、この執行機関の管理者は即時解雇の処分となった。
execution_warning_one	次回の死刑執行が決められた過程に沿って行われなかった場合、君は現在の職をクビとなる。
execution_warning_two	君が過去に正しいプロセスを踏まなかったことを受け、このような規則違反がもう一度起こった際には君をクビにする。

execution_error_MissingEquipment	エラー：足りない装備あり\n死刑執行室と電気椅子が必要です。
execution_error_ElectricalSupply	エラー：電力不足\n電気椅子に十分な電力が配給されていません。
execution_error_NavigationPrisoner	エラー：死刑囚の移動ルート\n死刑囚が独房から死刑執行室まで歩いて行けません。
execution_error_NoRouteFromRoad	エラー：アクセス不可\n外部から訪れた死刑執行の立会人が執行室に辿りつけません。
execution_error_NoSpaceInRoom	エラー：スペース不足\n立会人を収容するのに十分なスペースが死刑執行室にありません。
execution_error_NoRoom	死刑執行には死刑執行室が必要です。

roomerror_deathrow_sharedcell	死刑囚には、個室の独房が必要です。相部屋に収容することはできません。
roomerror_nonursery	この独房には、アクセス可能な育児室がありません。家族用独房には、受刑者が食事をするための、育児室が必要です。
roomerror_laundryoverloaded	洗濯かごを空にすることができません。洗濯室が小さすぎる可能性があります。

# =============================================================================
# Misc
# =============================================================================

box_contents	内容：*X
stack_contents	内容：*X x *Y
mail_contents	内容：手紙*X通
mail_opened_from	*Xの*Fからの手紙
mail_closed_from	*X宛ての手紙

object_dump	ゴミ
object_todo	タスク：*X
object_sale_price	売却価格：*X

object_door_cyclepermissions	クリックでアクセス許可を切り替え
object_door_cyclepermissions_1	（アクセス可、職員のみアクセス可、アクセス不可）

object_firemen_hosehelp_move	マウスを右クリックして、消防隊に移動を命じてください。
object_firemen_hosehelp_intro	消防隊は近くの火に自動的にホースを向ける
object_firemen_hosehelp	手動でホースを向けるにはHを押す

interface_clone_help_copy	右クリックでホールド＆ドラッグしてコピーしたいエリアを選択
interface_clone_help_paste	左クリックで選択したエリアをコピー

object_inactive	使用ストップ中
object_cctv_moremonitors	監視カメラ用モニターをもっと作る
object_cctvmonitor_needsguards	モニターの操作には看守が必要
object_processor_blocked	担当エリアに到達不可

administrator_requiresoffice	オフィスが必要
administrator_requiresoffice_2	*Xのオフィスが必要
office_ownership	*Xのオフィス

teacher_teaching	指導中
teacher_preparing	準備中

prisoner_assignedto	必要：*X
prisoner_roomquality	独房のクオリティ：*X (*Y)
prisoner_roomquality_average	平均
prisoner_roomquality_aboveaverage	平均より上
prisoner_roomquality_wayaboveaverage	平均よりかなり上
prisoner_roomquality_belowaverage	平均より下
prisoner_roomquality_waybelowaverage	平均よりかなり下
prisoner_attendance	出席率
prisoner_concentration	集中力
prisoner_understanding	理解力
prisoner_concentration_0	全然なし
prisoner_concentration_1	あまりなし
prisoner_concentration_2	まあまあ
prisoner_concentration_3	あり
prisoner_concentration_4	かなりあり
prisoner_passchance	成功率：*X％
prisoner_informant	密告人

prisoner_dayswithoutincident	最後に事件を起こしてから*X日
prisoner_availablemoney	所持金：*Xドル

informant_title	密告者
informant_coverage	範囲
informant_suspicion	疑い
informant_status	ステータス
informant_none	密告人なし
informant_hint	（隔離棟などで受刑者を無理やりスカウトしよう）
informant_recruitable	（密告人の素質あり）
informant_target	ターゲット
informant_dead	死亡
informant_released	釈放済
informant_coverblown	カバーブラウン
informant_activate	有効にする
informant_deactivate	無効にする
informant_idle	待機状態
informant_onroute	移動中...
informant_active	アクティブ
informant_coveragecaps	範囲 *X%


contraband_owner	持ち主：*X
contraband_ownerunknown	持ち主不明
contraband_stolenfrom	*Y時間前に*Xから盗まれた
contraband_smuggledthrough	*Y時間前に*X経由で持ち込まれた
contraband_smuggledin	*Y時間前に受刑者によって持ち込まれた
contraband_type	タイプ：*X
contraband_tradevalue_title	取引価格
contraband_tradevalue_low	$
contraband_tradevalue_medium	$$
contraband_tradevalue_high	$$$
contraband_tradevalue_veryhigh	$$$$

staff_exhausted	疲労困憊
staff_tired	お疲れ
staff_pissedoff	不機嫌
staff_onstrike	ストライキ中
staff_needsrest	職員はできれば休憩室で休ませてあげよう

dog_needskennel	犬には犬舎が必要となる。

doctor_requireinfirmary	医療室が必要

entity_carryingequipment	*Xを携帯中
entity_carryingkeys	独房の鍵を携帯中
entity_carryingstaffkeys	休憩室の鍵を携帯中
entity_wearingarmour	*Xを装着中

reports_schedule	すべてのプログラムの日程を変更
reports_edit	時間割りを編集
reports_bankloan	銀行ローン
reports_increaseloan	増やす
reports_decreaseloan	減らす
reports_unlockbankloans	会計士によってアンロック

drugs_heroin	ヘロイン
drugs_cocaine	コカイン

#                                       Eg "Bob's Mother"
visitor_relationship	*Xの*Y
visitor_age	年齢：*X

family_wife	妻
family_exwife	元妻
family_girlfriend	彼女
family_son	息子
family_daughter	娘
family_mother	母
family_father	父
family_brother	兄
family_sister	姉
family_lawyer	弁護士
family_priest	神父
family_victims	犠牲者家族
family_caption	家族：
family_none	なし
family_husband	夫
family_exhusband	前の夫
family_boyfriend	ボーイフレンド

damage_dead	死亡
damage_unconscious	意識不明
damage_serious	重傷
damage_injured	負傷
damage_amount	*X％のダメージ

message_autosaving	オートセーブ中...

buildtoolbar_entersearchterm	検索ワードを入力...

deploymentscheduler_title	配置スケジューラ
deploymentscheduler_patrolonly	[スケジュール*Xのみ]
deploymentscheduler_schedulenow	配置を今すぐに表示
deploymentscheduler_scheduletime	*X.00～*Y.00の配置を表示
supplyanddemand_supplyheader	供給
supplyanddemand_demandheader	需要

tooltip_multipleobjects	TAB: オブジェクトを循環させる
remotedoor_noservo	遠隔ドアを開けるには、正常に機能しているサーボの設置が必要。

targettingfood_prisonersassigned	課された受刑者：*X
targettingfood_predicteddemand	= 需要見込み =
targettingfood_demand	需要：*X
targettingfood_supply	供給 ：*X (+*Y)
targettingfood_prisoners	受刑者
targettingfood_required	必要な食事：*X
targettingfood_ready	準備のできた食事：*X
targettingfood_cooked	調理中の食事：*X

roomgrading	部屋グレード
roomgrading_cell_roomsize	[*E] 部屋サイズ：少なくとも*X平方
roomgrading_cell_cleanliness	[*E] 清潔さ：*X%以上
roomgrading_cell_outsidewindow	[*E] *Y 屋外に面した窓
roomgrading_cell_item	[*E] アイテム：*X

roomgrading_dormitory_roomsize	[*E] 受刑者1人あたりの部屋サイズ：*X平方以上
roomgrading_dormitory_cleanliness	[*E] 清潔さ：*X%以上
roomgrading_dormitory_outsidewindow	[*E] *Y 屋外に面した窓：受刑者8人につき つ
roomgrading_dormitory_item	[*E] アイテム：受刑者4人あたり*X ひとつ

roomgrading_sharedcell_roomsize	[*E] 受刑者1人あたりの部屋サイズ：*X平方以上
roomgrading_sharedcell_cleanliness	[*E] 清潔さ：*X%以上
roomgrading_sharedcell_outsidewindow	[*E] *Y 屋外に面した窓
roomgrading_sharedcell_item	[*E] アイテム：受刑者4人あたり*X ひとつ

roomgrading_result	グレード：*X/*Y
roomgrading_currentoccupant	受刑者はグレード*Xの部屋に住む権利あり
roomgrading_unoccupied	不使用
roomgrading_shared_occupuants	現在の収容者数：*X ／ *Y

weathermap_temperature_title	気温
weathermap_temperature_text	*C° C ／ *F° F
weathermap_temperature_c	*C° C
weathermap_temperature_f	*F° F

roomerror_nokitchen	この食堂に食事を提供できる厨房がありません。
roomerror_noprisoners	この食堂で食事をすることになっている受刑者がいません。
roomerror_nocanteen_cells	この独房からアクセスできる食堂がありません。受刑者は食事を取ることができません。
roomerror_nocanteen_kitchen	この厨房からアクセスできる食堂がないため、時間になっても食事は作られません。

ceos_letter	前略\n\n\nおめでとう。君は基本講習を終え、刑務所設計士の資格を獲得した！何もない空き地とレンガから新しい刑務所を建てる仕事がまもなく始まる。設計から建築、そして運営まですべてが君の手に委ねられる。その前に、いくつかの重要ポイントを教えよう。\n\n1. 刑務所長なしでは刑務所は成り立たない。まずは刑務所長を雇い、快適なオフィスを作ってあげよう。「役所仕事」システムが使えるようになり、そこから様々な施設の建設が可能となる。\n\n2. すべての受刑者のために独房を建てるにはお金がかかる。資金が少ない最初の時期は、受刑者が共有できる大きな拘置所を1つ建てるといい。\n\n3. 受刑者が到着する前に厨房と食堂が機能しているようにしよう。料理人を雇うのをくれぐれも忘れないように。空腹ほど受刑者を苛立たせるものはない！\n\n4. 刑務所を建てるのには莫大な資金が必要となる。そのためには、助成金や請負業務を通じてうまく資金調達を行う必要がある。助成金は「報告書」画面からアクセスできる。\n\nとりあえずはここまで。検討を祈る！\n\n刑務所設計士協会\n会長

quickbuild_basiccell	基本の独房
quickbuild_solitarycell	隔離独房
quickbuild_office	事務所
quickbuild_luxurycell	贅沢な独房
quickbuild_sharedcell	相部屋の独房
quickbuild_kitchen	厨房
quickbuild_canteen	食堂
quickbuild_utilityroom	ユーティリティルーム
quickbuild_classroom	教室
quickbuild_commonroom	共有ルーム

season_current	現在の季節：*X
season_spring	春
season_summer	夏
season_autumn	秋
season_winter	冬

weather_current	現在の天気: *X
weather_none	晴れ
weather_overcast	曇り
weather_rain	雨
weather_snow	雪
weather_heatwave	熱波
weather_torrentialrain	豪雨

prisoner_cellerror_nonefree	この受刑者用の独房が空いていない
prisoner_cellerror_toohighquality	空いている独房はどれも、この受刑者には質が高すぎる
prisoner_cellerror_nosolitary	この受刑者は隔離しなければいけないが、隔離棟の独房が空いていない

group_all_staff	すべての職員
staff_onbreak	休憩中
staff_onbreakremaining	休憩中(*Xm)
staff_breaktime	休憩時間:


# =============================================================================
# Campaign info
# =============================================================================

campaignchapter_chapternumber	チャプター*C


# =============================================================================
# Death Row
# =============================================================================

campaignchapter_deathrow	死刑囚

campaignchapter_deathrow_description	この刑務所に死刑執行施設を建てるよう依頼を受けた。受刑者の1人に死刑の執行が迫っており、それまでに完成させる必要がある。

campaigncutscene_deathrowmurder	二重殺害
campaigncutscene_deathrowconfession	自白

adviser_deathrow_murder1	ここにいると思ってたよ。
adviser_deathrow_murder2	エドワード！これは...
adviser_deathrow_murder25	やめろ。頼む...
adviser_deathrow_murder3	どうするつもりだ？

adviser_deathrow_church1	どうしました？
adviser_deathrow_church15	...
adviser_deathrow_church2	許しを請いに来たのですか？
adviser_deathrow_church3	何をしたいのか自分でも分からない。でもこの罪悪感をどうにかしたいんだ。
adviser_deathrow_church4	罪を犯したのなら自首しなさい。罪は必ず償われなければなりません。
adviser_deathrow_church5	過去の過ちを認めることなしに、未来はありませんよ。
adviser_deathrow_church6	過去に戻れたらどんなにいいだろう... そうすれば、あいつを許してやれるのに。きっと俺のことも許してくれるはずだ。
adviser_deathrow_church7	あなたのことは神が許してくれます。あなたが許しを請うならば。過去にどんな過ちを犯したとしても、です。
adviser_deathrow_church8	でもその前に、法で定められた方法で罪を償うのです。それを避けることはできません。

adviser_deathrowintro_1	君にちょっとした課題だ。
adviser_deathrowintro_2	二重殺人の罪でこの刑務所に収容され、死刑が確定している受刑者がいる。
adviser_deathrowintro_3	この受刑者の運命の日が来る前に執行施設を建てるよう依頼を受けている。そこで、この仕事を君に頼みたい。
adviser_deathrowintrob_1	執行施設の建設予定地はここだ。
adviser_deathrowintrob_2	このようなプロジェクトでまず最初にしなければならないのは、外壁を建てることだ。中には、執行室と拘置室を設けるのに十分なスペースが必要だ。
adviser_deathrowintrob_3	ではさっそく始めよう。ここが建築場所だ。

adviser_deathrow_explain1	建物の建築を担当するのは作業員だ。
adviser_deathrow_explain2	この保管室から鋼鉄やコンクリートを集め、建築現場へと持って行ってくれる。
adviser_deathrow_explain3	これらの材料を使って、まず基礎と骨組を作る。
adviser_deathrow_explain4	ここが一番時間のかかるところだ。新しい建物を作る際にはそのことを予め頭に入れて予定を組むといい。
adviser_deathrow_explain5	待っている間に周りを見渡してみよう。移動はW/A/S/Dまたは矢印キー、ズームはマウスのホイールを使おう。

objective_deathrow_building	死刑執行施設を収容する建物を建築する

adviser_deathrow_buildinside1	新しい死刑執行施設には入り口が必要だ。
adviser_deathrow_buildinside2	独房ドア（大）を南側の壁に取り付けよう。

objective_deathrow_buildouterdoor	独房ドア（大）を入り口に取り付ける

adviser_deathrow_internalwalls1	建物の中に死刑執行室と独房を1つずつ建てよう。
adviser_deathrow_internalwalls2	スペースを区切るにはレンガの壁を使うといい。

objective_deathrow_buildinternalwalls	内壁を建てる

adviser_deathrow_internaldoors1	次はそれぞれの壁に独房ドア（大）をつけよう。
adviser_deathrow_internaldoors2	マウスのミドルボタンをクリックするかRキーを押すと、アイテムを配置する前に回転させることが可能だ。

objective_deathrow_buildinternaldoors	内壁を建てる（ミドルクリックまたはRキー）

adviser_deathrow_designation1	いい感じだ。次は作ったスペース内に部屋を設けよう。
adviser_deathrow_designation2	小さい方のエリアには死刑囚を入れる独房を設けよう。
adviser_deathrow_designation3	大きい方のエリアには死刑執行室を設けよう。

objective_deathrow_designatecell	独房を設ける
objective_deathrow_designateexecution	死刑執行室を設ける

adviser_deathrow_roomrequirements1	新しく設置した部屋は、条件を満たさなければ機能しない。
adviser_deathrow_roomrequirements2	独房にはベッドとトイレが必要だ。
adviser_deathrow_roomrequirements3	死刑執行室には電気椅子が必要だ。

objective_deathrow_cellobjects1	ベッドを設置
objective_deathrow_cellobjects2	トイレを設置
objective_deathrow_executionobjects	電気椅子を設置

adviser_deathrow_optional1	これで最低限の設備は整った。しかし、この建物を向上させるためにできることがまだいくつか残っている。
adviser_deathrow_optional2	それを行うかどうかは君次第。すでに最低条件は満たされている。君が受刑者たちや彼らが暮らす環境について気に掛けているのなら、改善させるのもよいだろう。
adviser_deathrow_optional3	景色の見える窓や本棚を追加すれば、独房の質はぐんとアップする。
adviser_deathrow_optional4	また、フローリングやモザイク模様のタイルなど、高品質の材料を床に敷けば、施設の雰囲気もずっとよくなる。
adviser_deathrow_optional5	屋外には、照明を追加したり、必要に応じて舗装通路を設けてもいいかもしれない。

adviser_deathrow_transfer05	これがその受刑者、エドワード・ロムジーだ。信じられないかもしれないが、かつては教師をしていた。
adviser_deathrow_transfer06	死刑が本当に彼に相応しい処罰であるかどうかは、法律が決めることだ。我々がしなければならないのは、与えられた仕事をこなすことだ。
adviser_deathrow_transfer1	施設の準備が十分に整ったのなら、受刑者を新しい独房に移そう。
adviser_deathrow_transfer2	移送を始めるには独房内のポラロイド写真をクリックすればいい。

objective_deathrow_path	（任意）新しい死刑執行施設につながる通路を作る
objective_deathrow_window	（任意）独房に窓をつける
objective_deathrow_bookshelf	（任意）独房に本棚を追加する
objective_deathrow_flooring	（任意）もっと高品質の材料を使って床を敷き直す
objective_deathrow_outerlights	（任意）施設の外に照明を設ける
objective_deathrow_transferinmate	終わったら、エドワードの独房にあるポラロイド写真をクリックして、受刑者の移送を始めよう。

adviser_deathrow_setupmurder1	こいつは冷酷な殺人鬼だ。判決を疑う余地もなければ、同情の余地もない。
adviser_deathrow_setupmurder2	自白もしている。自分が犯した罪について奴が何と言ったか聞きたいか？
adviser_deathrow_setupmurder3	「夜の11時頃だったな。家の明かりがついてたから、あいつが家にいるって分かったのさ... 」
adviser_deathrow_postmurder1	冷酷極まりないだろう？
adviser_deathrow_postmurder2	完全にクロだ。死刑になって当然さ。
adviser_deathrow_postmurder3	どんな人間だって許しを受ける権利がある。彼も含めてだ。こんな極刑を与えていいと本当に思っているのか？
adviser_deathrow_postmurder4	妻に浮気されたからって、あんな酷い目に遭わせていいわけない。
adviser_deathrow_postmurder5	弾を込めた銃を持って行ったんだ。浮気現場で使う気満々でね。計画的な二重殺人さ。
adviser_deathrow_postmurder6	取り調べにも協力的に応じてる。この州でも滅多に見られない模範的な態度だ。
adviser_deathrow_postmurder7	罪を犯したのが100マイル北だったら、判決は終身刑になっていたはずだ。こんなのが正義と言えるか？
adviser_deathrow_postmurder8	こんな危険な奴を野放しにしたいのか？いなくなってくれた方が安心だと思わないか？


adviser_deathrowelectricity_1	順調に進んでいるようだ。
adviser_deathrowelectricity_2	だがひとつだけ問題がある。死刑執行室がまだ機能していない。電力が供給されていないからだ。
adviser_deathrowelectricity_3	部屋に電気を通さなければならない。

adviser_deathrowelectricityb_1	「公共設備」モードがオンになった。これで刑務所全体の電気系統が確認できる。
adviser_deathrowelectricityb_2	刑務所内のすべての建物は、地下の太い電気ケーブルによって送電網につながれている。
adviser_deathrowelectricityb_3	電力は全国送電網からこの変電所に、そしてこの変電所から刑務所へと送られている。
adviser_deathrowelectricityb_4	見ての通り、独房が設置されたウィング全体が停電状態になっている。あたりは真っ暗だ。
adviser_deathrowelectricityb_4b	この問題を解決するには、まず「電気＆水道」モードをオンにして、停電の原因を突き止める必要がある。
adviser_deathrowelectricityb_5	一番近くの電気ケーブルがかなり離れたところにある。この状態ではこのエリアの配電作業はできない。
adviser_deathrowelectricityb_6	このウィングに電力を供給するために、電気ケーブルをもっと近くに持ってこよう。

objective_deathrow_cellpower	部屋に電力を供給する

adviser_deathrow_connectchair_1	電気が必要なのは照明だけじゃない。電気椅子にも電力が必要だ。
adviser_deathrow_connectchair_2	パワーケーブルを使って死刑執行施設を送電網につなげよう。
adviser_deathrow_connectchair_3	電気椅子は電気製品としては少し変わっていて、独自の電気系統を必要とする。 そのため、電源ケーブルに直接つながなくてはならない。

objective_deathrow_chairpower	電気椅子に電力を供給する
objective_deathrow_condemnedcellpower	独房に電力を供給する

adviser_deathrow_testchair_1	施設はほぼ完成だ。だが、死刑執行室を実際に使う前に一度テストしておいた方がいい。
adviser_deathrow_testchair_2	スイッチを数秒入れてみて、すべてが機能していることを確かめてみよう。
adviser_deathrow_testchair_3	ふむ、おかしいな。電力を送り過ぎて発電機のブレーカーが落ちてしまったらしい。刑務所全体が真っ暗だ。
adviser_deathrow_testchair_4	電気椅子が必要とする大量の電力に耐えるには、もっとパワーが必要らしい。
adviser_deathrow_testchair_5	まず、電源を再びオンにする必要があります。これが2段階のプロセスです：
adviser_deathrow_testchair_5b	発電機をクリックして「スイッチオン」を選び、スイッチを入れ直そう。
adviser_deathrow_testchair_6	それが済んだら、電気椅子の操作に必要な電力が確保できるようにコンデンサを3つ作ろう。
adviser_deathrow_testchair_7	それが終わったら、電気椅子をクリックして「スイッチオン」をメニューから選択し、もう一度電気椅子のテストを行おう。

objective_deathrow_poweron	発電機のスイッチを入れ直す（発電機をクリックしてメニューから「スイッチオン」を選択）
objective_deathrow_expandpower	コンデンサを3つ作って発電機をパワーアップさせる
objective_deathrow_chairworking	電気椅子をもう一度テストする（クリックして「スイッチオン」を選択）

adviser_deathrow_execution_1	よくやった。これで任務は完了だ。
adviser_deathrow_execution_2	これから起こることはこちらの所轄外だ。我々はプロとしてきちんと仕事をやり遂げた。それが一番大切なことだ。
adviser_deathrow_execution_3	次に起こることについてあまり考えないように。

adviser_deathrow_setupexecution1	時間だ、エドワード。
adviser_deathrow_setupexecution2	お前は正しいことをした。だが、それを理由にこの世で許しを得ることはできない。
adviser_deathrow_setupexecution3	お前はもうすぐ神の元へと行く。そこで許しを得られるといいな。

adviser_deathrow_setupexecution4	エドワード・ロムジー。お前は2件の第1級殺人で有罪となった。
adviser_deathrow_setupexecution5	よって死刑に処される。
adviser_deathrow_setupexecution6	最後に言いたいことは？
adviser_deathrow_setupexecution7	スーザン...
adviser_deathrow_setupexecution8	すまなかった。

# =============================================================================
# Expense popups
# =============================================================================

finance_cost_prisonsale	前刑務所の売却
finance_cost_equiptazer	装備：テーザー銃
finance_cost_equipbodyarmour	装備：ボディアーマー
finance_cost_exports	保管
finance_cost_foundations	建築基礎
finance_cost_cashflow	キャッシュフロー
finance_cost_bankloan	銀行ローン
finance_cost_bankloan_repayment	銀行ローンの返済額
finance_cost_sharesale	株の売却
finance_cost_sharepurchase	株の購入
finance_cost_grantadvance	前金
finance_cost_grantcompletion	報奨金
finance_cost_reformprogram	更生プログラムのセッション
finance_cost_repair	修理
finance_cost_sellobject	アイテム売却
finance_cost_landpurchase	土地購入
finance_cost_prisonerintake	受刑者受け入れ
finance_cost_grantcancellation	キャンセル費用
finance_cost_grantrefund	- 払い戻し：*X
finance_cost_grantfine	- 罰金：*X
finance_cost_executionfine	死刑の不正執行に対する罰金
finance_cost_executioncompensation	死刑執行報酬
finance_cost_shopintake	ショップ売り上げ
finance_cost_prisonerwages	受刑者賃金
finance_cost_fine	罰金
finance_cost_shopcommission	売店での売り上げ手数料


# =============================================================================
# Clock
# =============================================================================

clock_speed_0	||
clock_speed_1	>
clock_speed_2	>>
clock_speed_5	>>>
clock_speed_10	>>>>
clock_speed_half	...
clock_add_hour	+
clock_am	AM
clock_pm	PM

# =============================================================================
# Events
# =============================================================================

event_powerstationfire	電気サージが原因で発電機が過負荷状態になり発火してしまった！
event_powerstationfire_x	電気サージが原因で発電機が致命的な過負荷状態になり、爆発してしまった！
event_powerstationfirelarge	電気サージが原因で発電機が過負荷状態になり発火してしまった！
event_powerstationfirelarge_x	電気サージが原因で発電機が致命的な過負荷状態になり、爆発してしまった！
event_kitchenfire	厨房で火災が発生！
event_waterpipeburst	水道管が破裂し、辺り一面が水浸しになってしまった。大きな損害が出る前に修理しよう。
event_bulkintake	近隣の刑務所で事故が起こり、施設の一部がまったく使えなくなってしまった。その刑務所の受刑者を収容できる施設が他にないため、この刑務所に移送しなければならない。彼らはもうすぐ到着する。
event_workshopaccident	作業室で起きた事故により、受刑者の1人が大怪我を負ってしまい、動くことができないでいる！今すぐ医師に来てもらおう。
event_subsidence	地盤沈下が原因で外壁の一部が破壊されてしまった。今すぐ修理しよう！
event_earthquake	地震により刑務所の一部が崩壊してしまった！
event_virus	多数の受刑者が体調を崩しているとの報告があった。何に感染しているのかを突き止め、感染が拡大しないように感染者を隔離しよう。
event_virus_x	多数の受刑者が体調を崩しているとの報告があった。病状はかなり重いらしい。感染が拡大しないように感染者を隔離し、すぐに治療しよう。
event_treefire	森で火事が起きたぞ！
event_foodpoisoning	受刑者の間で発生した食中毒について報告を受けていたところだ。厨房の食糧が一部傷んでいたに違いない。残念なことに治療の方法は特になく、じっと待つしかない。
event_cilistleak	なぜだかわからないが、秘密にしていた我々の密告者たちの正体がばれてしまった。密告者たちをすぐに安全な場所に移さないと彼らの身が危ない。
event_keysersoze	最近の大きなギャング事件によると、我々の中で最もセキュリティが低い受刑者の1人がギャングの偉いリーダーらしい。まだ見つけてはいないが、誰もがその人物を知っている...
event_preacherconversion	最もカリスマ性の高い受刑者の1人が、宗教の伝導者だか何かになってしまった。他の者が同調し始めている。これは必ずしも問題ではないが、受刑者たちの宗教的なニーズが今後すぐに増えるだろう。

event_massassassination_1	連邦裁判事件の証人の身元が漏出した。証人のうち何人かはこの刑務所にいる。
event_massassassination_2	彼らは命を狙われている。どの受刑者がこの証人なのかを突き止め、彼らが出廷日前に命を落とさないよう気をつけよう。
event_massassassination_3_x	こちらに情報が伝わるまでにだいぶ時間が掛かってしまった。証人たちに殺し屋の手が伸びるのは時間の問題だ。

event_tvremovaldemand_1	メディアが、受刑者の快適さに関するキャンペーンを始めた。私のオフィスも大変なことになっている。
event_tvremovaldemand_2	したがって、刑務所の共有ルームにテレビを置くことを禁止する法案を通すつもりだ。今すぐ共有ルームにあるテレビをすべて撤去して欲しい。6時間以内に撤去されなかった場合は罰金を払ってもらう。
event_tvremovaldemand_fine	共有ルームからテレビを撤去することは、今や法で定められている事項だ。それを怠った君には罰金が課される。罰金は、テレビがすべて撤去されるまで何度でも課されるだろう。
event_tvremovaldemand_complete	マスコミは今回の件に対して興味を失ったようだ。したがって、共有ルームでのテレビの使用を禁止する法案は撤廃された。テレビを再設置したければ、そうしてもらって構わない。

event_weightsremovaldemand_1	刑務所で受刑者に与えられる娯楽アイテムに関してマスコミが異議を唱えており、こちらにプレッシャーが掛かっている。
event_weightsremovaldemand_2	したがって、刑務所の運動場に運動器具を置くことを禁止する法案を通すつもりだ。今すぐ運動場にあるベンチをすべて撤去して欲しい。6時間以内に撤去されなかった場合は罰金を払ってもらう。
event_weightsremovaldemand_fine	運動場からベンチを撤去することは、今や法で定められている事項だ。それを怠った君には罰金が課される。罰金は、ベンチがすべて撤去されるまで何度でも課されるだろう。
event_weightsremovaldemand_complete	マスコミは今回の件に対して興味を失ったようだ。したがって、運動場でのベンチの使用を禁止する法案は撤廃された。ベンチを再設置したければ、そうしてもらって構わない。

event_lessfooddemand_1	君の刑務所を含め、複数の施設においていくつかの経費節約策を試してみることが理事会によって決定された。
event_lessfooddemand_2	そこで、刑務所で出される食事の量と種類を減らしてみて欲しい。これが予算にどのような影響を与えるかを見てみようと考えている。
